Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Dekker, R., de Grip, A., Heijke, H.",The effects of training and overeducation on career mobility in a segmented labour market,2002,International Journal of Manpower,Article,CHILD
"Dubreuil, P., Forest, J., Courcy, F.","From strengths use to work performance: The role of harmonious passion, subjective vitality, and concentration",2014,Journal of Positive Psychology,Article,CHILD
"Dusterhoff, C., Cunningham, J.B., MacGregor, J.N.","The Effects of Performance Rating, Leader–Member Exchange, Perceived Utility, and Organizational Justice on Performance Appraisal Satisfaction: Applying a Moral Judgment Perspective",2014,Journal of Business Ethics,Article,CHILD
"Edwards, J.R., Lambert, L.S.",Methods for integrating moderation and mediation: A general analytical framework using moderated path analysis,2007,Psychological Methods,Article,CHILD
"Edwards, J.R., Rothbard, N.P.",Mechanisms linking work and family: Clarifying the relationship between work and family constructs,2000,Academy of Management Review,Article,CHILD
"Erdogan, B., Bauer, T.N.",Perceived Overqualification and Its Outcomes: The Moderating Role of Empowerment,2009,Journal of Applied Psychology,Article,CHILD
"Erdogan, B., Bauer, T.N., Peiró, J.M., Truxillo, D.M.",Overqualified Employees: Making the Best of a Potentially Bad Situation for Individuals and Organizations,2011,Industrial and Organizational Psychology,Article,CHILD
"Fernet, C., Lavigne, G.L., Vallerand, R.J., Austin, S.",Fired up with passion: Investigating how job autonomy and passion predict burnout at career start in teachers,2014,Work and Stress,Article,CHILD
"Fine, S., Nevo, B.",Too smart for their own good? A study of perceived cognitive overqualification in the workforce,2008,International Journal of Human Resource Management,Article,CHILD
"Fisher, R.J.",Social desirability bias and the validity of indirect questioning,1993,Journal of Consumer Research,Article,CHILD
"Forest, J., Mageau, G.A., Crevier-Braud, L., Bergeron, É., Dubreuil, P., Lavigne, G.L.",Harmonious passion as an explanation of the relation between signature strengths' use and well-being at work: Test of an intervention program,2012,Human Relations,Article,CHILD
"Greenberg, J.",A taxonomy of organizational justice theories,1987,Academy of Management Review,Article,CHILD
"Henle, C.A., Kohut, G., Booth, R.",Designing electronic use policies to enhance employee perceptions of fairness and to reduce cyberloafing: An empirical test of justice theory,2009,Computers in Human Behavior,Article,CHILD
"Hernández, W., Levy, Y., Ramim, M.M.",An empirical assessment of employee cyberslacking in the public sector: The social engineering threat,2016,Online Journal of Applied Knowledge Management,Article,CHILD
"Ho, V.T., Wong, S.-S., Lee, C.H.",A Tale of Passion: Linking Job Passion and Cognitive Engagement to Employee Work Performance,2011,Journal of Management Studies,Article,CHILD
"Hofstede, G.","Culture's consequences: Comparing values, behaviors, institutions and organizations across nations",2001,"Culture's Consequences: Comparing Values, Behaviors, Institutions, and Organizations Across Nations",Article,CHILD
"Houlfort, N., Fernet, C., Vallerand, R.J., Laframboise, A., Guay, F., Koestner, R.",The role of passion for work and need satisfaction in psychological adjustment to retirement,2015,Journal of Vocational Behavior,Article,CHILD
"Hu, J., Erdogan, B., Bauer, T.N., Jiang, K., Liu, S., Li, Y.","There are lots of big fish in this pond: The role of peer overqualification on task significance, perceived fit, and performance for overqualified employees",2015,Journal of Applied Psychology,Article,CHILD
"Huma, Z.-E., Hussain, S., Thurasamy, R., Malik, M.I.",Determinants of cyberloafing: a comparative study of a public and private sector organization,2017,Internet Research,Article,CHILD
"Huseman, R.C., Hatfield, J.D., Miles, E.W.",A new perspective on equity theory: The equity sensitivity construct,1987,Academy of Management Review,Article,CHILD
"Jia, H., Jia, R., Karau, S.",Cyberloafing and personality: The impact of the Big Five traits and workplace situational factors,2013,Journal of Leadership and Organizational Studies,Article,CHILD
"Johnson, G.J., Johnson, W.R.",Perceived overqualification and psychological well-being,1996,Journal of Social Psychology,Article,CHILD
"Johnson, G.J., Johnson, W.R.",Perceived overqualification and dimensions of job satisfaction: A longitudinal analysis,2000,Journal of Psychology: Interdisciplinary and Applied,Article,CHILD
"Johnson, R.E., Rosen, C.C., Djurdjevic, E.",Assessing the Impact of Common Method Variance on Higher Order Multidimensional Constructs,2011,Journal of Applied Psychology,Article,CHILD
"Johnson, W.R., Morrow, P.C., Johnson, G.J.",An evaluation of a perceived overqualification scale across work settings,2002,Journal of Psychology: Interdisciplinary and Applied,Article,CHILD
"Kamins, A.",Cyber-loafing: Does employee time online add up to net losses?,1995,New York Daily News,Article,CHILD
"Khan, L.J., Morrow, P.C.",Objective and subjective underemployment relationships to job satisfaction,1991,Journal of Business Research,Article,CHILD
"Kidwell, R.E.",Loafing in the 21st century: Enhanced opportunities-and remedies-for withholding job effort in the new workplace,2010,Business Horizons,Article,CHILD
"Kristof-Brown, A.L., Zimmerman, R.D., Johnson, E.C.","Consequences of individuals' fit at work: A meta-analysis of person-job, person-organization, person-group, and person-supervisor FIT",2005,Personnel Psychology,Review,CHILD
"Landers, R.N., Callan, R.C.",Validation of the Beneficial and Harmful Work-Related Social Media Behavioral Taxonomies: Development of the Work-Related Social Media Questionnaire,2014,Social Science Computer Review,Article,CHILD
"Lavoie, J.A.A., Pychyl, T.A.","Cyberslacking and the procrastination superhighway: A web-based survey of online procrastination, attitudes, and emotion",2001,Social Science Computer Review,Article,CHILD
"Liberman, B., Seidman, G., McKenna, K.Y.A., Buffardi, L.E.",Employee job attitudes and organizational characteristics as predictors of cyberloafing,2011,Computers in Human Behavior,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"Lim, V.K.G., Chen, D.J.Q.",Cyberloafing at the workplace: Gain or drain on work?,2012,Behaviour and Information Technology,Article,CHILD
"Liu, S., Huang, J.L., Wang, M.",Effectiveness of job search interventions: A meta-analytic review,2014,Psychological Bulletin,Article,CHILD
"Liu, S., Luksyte, A., Zhou, L., Shi, J., Wang, M.",Overqualification and counterproductive work behaviors: Examining a moderated mediation model,2015,Journal of Organizational Behavior,Article,CHILD
"Liu, S., Wang, M.",Perceived overqualification: A reviewandrecommendations for research and practice,2012,Research in Occupational Stress and Well Being,Article,CHILD
"Lobene, E.V., Meade, A.W.",The Effects of Career Calling and Perceived Overqualification on Work Outcomes for Primary and Secondary School Teachers,2013,Journal of Career Development,Article,CHILD
"Loon, M., Casimir, G.",Job-demand for learning and job-related learning the moderating effect of need for achievement,2008,Journal of Managerial Psychology,Article,CHILD
"Luksyte, A., Spitzmueller, C., Maynard, D.C.",Why do overqualified incumbents deviate? examining multiple mediators,2011,Journal of Occupational Health Psychology,Article,CHILD
"Maltarich, M.A., Reilly, G., Nyberg, A.J.","Objective and Subjective Overqualification: Distinctions, Relationships, and a Place for Each in the Literature",2011,Industrial and Organizational Psychology,Article,CHILD
"Maynard, D.C., Brondolo, E.M., Connelly, C.E., Sauer, C.E.",I’m too good for this job: Narcissism’s role in the experience of overqualification,2015,Applied Psychology,Article,CHILD
"Maynard, D.C., Joseph, T.A., Maynard, A.M.","Underemployment, job attitudes, and turnover intentions",2006,Journal of Organizational Behavior,Review,CHILD
"Maynard, D.C., Parfyonova, N.M.",Perceived overqualification and withdrawal behaviours: Examining the roles of job attitudes and work values,2013,Journal of Occupational and Organizational Psychology,Article,CHILD
"McClelland, D.C., Watson, R.I.",Power motivation and risk‐taking behavior,1973,Journal of Personality,Article,CHILD
"Mercado, B.K., Giordano, C., Dilchert, S.",A meta-analytic investigation of cyberloafing,2017,Career Development International,Article,CHILD
"Pang, J.S.","The Achievement Motive: A Review of Theory and Assessment of n Achievement, Hope of Success, and Fear of Failure",2010,Implicit Motives,Book Chapter,CHILD
"Podsakoff, P.M., MacKenzie, S.B., Lee, J.-Y., Podsakoff, N.P.",Common Method Biases in Behavioral Research: A Critical Review of the Literature and Recommended Remedies,2003,Journal of Applied Psychology,Review,CHILD
"Podsakoff, P.M., MacKenzie, S.B., Podsakoff, N.P.",Sources of method bias in social science research and recommendations on how to control it,2012,Annual Review of Psychology,Review,CHILD
"Prasad, S., Lim, V.K.G., Chen, D.J.Q.","Self-regulation, individual characteristics and cyberloafing",2010,PACIS 2010 - 14th Pacific Asia Conference on Information Systems,Conference Paper,CHILD
"Sawitri, H.S.R.",Role of internet experience in moderating influence of work stressor on cyberloafing,2012,Procedia-Social and Behavioral Sciences,Article,CHILD
"Ryan, J.C.",Old knowledge for new impacts: Equity theory and workforce nationalization,2016,Journal of Business Research,Article,CHILD
"Sauley, K.S., Bedeian, A.G.",Equity sensitivity: Construction of a measure and examination of its psychometric properties,2000,Journal of Management,Article,CHILD
"Schaffer, B.S., Riordan, C.M.",A Review of cross-cultural methodologies for organizational research: A best-practices approach,2003,Organizational Research Methods,Review,CHILD
"Schultheiss, O.C., Wiemers, U.S., Wolf, O.T.",Implicit need for achievement predicts attenuated cortisol responses to difficult tasks,2014,Journal of Research in Personality,Article,CHILD
"Sheikh, A., Atashgah, M.S., Adibzadegan, M.",The antecedents of cyberloafing: A case study in an Iranian copper industry,2015,Computers in Human Behavior,Article,CHILD
"Skarlicki, D.P., Folger, R.","Retaliation in the workplace: The roles of distributive, procedural, and interactional justice",1997,Journal of Applied Psychology,Article,CHILD
"Smith, P., Frank, J.",When aspirations and achievements don't meet. A longitudinal examination of the differential effect of education and occupational attainment on declines in self-rated health among Canadian labour force participants,2005,International Journal of Epidemiology,Article,CHILD
"Steers, R.M., Braunstein, D.N.",A behaviorally-based measure of manifest needs in work settings,1976,Journal of Vocational Behavior,Article,CHILD
"Trépanier, S.-G., Fernet, C., Austin, S., Forest, J., Vallerand, R.J.",Linking job demands and resources to burnout and work engagement: Does passion underlie these differential relationships?,2014,Motivation and Emotion,Article,CHILD
"Tseng, L.-M., Kuo, C.-L.",Customers' attitudes toward insurance frauds: An application of Adams' equity theory,2014,International Journal of Social Economics,Review,CHILD
"Vallerand, R.J., Houlfort, N.",Passion at work: Toward a new conceptualization,2003,Social issues in management,Article,CHILD
"Varghese, L., Barber, L.K.",A preliminary study exploring moderating effects of role stressors on the relationship between big five personality traits and workplace cyberloafing,2017,Cyberpsychology,Article,CHILD
"Wu, C.-H., Luksyte, A., Parker, S.K.",Overqualification and Subjective Well-Being at Work: The Moderating Role of Job Autonomy and Culture,2015,Social Indicators Research,Article,CHILD
"Zhang, M.J., Law, K.S., Lin, B.","You think you are big fish in a small pond? Perceived overqualification, goal orientations, and proactivity at work",2016,Journal of Organizational Behavior,Article,CHILD
Reference Count: 85,,,,,
,,,,,
"Jiang H., Siponen M., Tsohou A.","A field experiment for understanding the unintended impact of internet monitoring on employees: Policy satisfaction, organizational citizenship behaviour and work motivation",2020,"27th European Conference on Information Systems - Information Systems for a Sharing Society, ECIS 2019",Conference Paper,PARENT
"Alder, G.S., Ambrose, M.L.","Towards understanding fairness judgments associated with computer performance monitoring: An integration of the feedback, justice, and monitoring research",2005,Human Resource Management Review,Article,CHILD
"Alder, G.S., Noel, T.W., Ambrose, M.L.",Clarifying the effects of Internet monitoring on job attitudes: The mediating role of employee trust,2006,Information and Management,Article,CHILD
"Alder, G.S., Tompkins, P.K.",Electronic performance monitoring: An organizational justice and concertive control perspective,1997,Management Communication Quarterly,Article,CHILD
"Ajzen, I.",The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
"Belanger, F., Van Slyke, C.",Abuse or learning?,2002,Communications of the ACM,Article,CHILD
"Belot, M., Schröder, M.",The spillover effects of monitoring: A field experiment,2016,Management Science,Article,CHILD
"Bhattacherjee, A.",Understanding information systems continuance: An expectation-confirmation model,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Blanchard, A.L., Henle, C.A.",Correlates of different forms of cyberloafing: The role of norms and external locus of control,2008,Computers in Human Behavior,Article,CHILD
"Bock, G.-W., Shin, Y., Liu, P., Sun, H.",The Role of Task Characteristics and Organizational Culture in Non-Work-Related Computing: A Fit Perspective,2010,Data Base for Advances in Information Systems,Article,CHILD
"CHALYKOFF, J., KOCHAN, T.A.",COMPUTER‐AIDED MONITORING: ITS INFLUENCE ON EMPLOYEE JOB SATISFACTION AND TURNOVER,1989,Personnel Psychology,Article,CHILD
"Cheng, L., Li, W., Zhai, Q., Smyth, R.",Understanding personal use of the Internet at work: An integrated model of neutralization techniques and general deterrence theory,2014,Computers in Human Behavior,Article,CHILD
"D'Arcy, J., Hovav, A., Galletta, D.",User awareness of security countermeasures and its impact on information systems misuse: A deterrence approach,2009,Information Systems Research,Article,CHILD
"Dalal, R.S.",A meta-analysis of the relationship between organizational citizenship behavior and counterproductive work behavior,2005,Journal of Applied Psychology,Review,CHILD
"Deci, E.L.",The effects of contingent and noncontingent rewards and controls on intrinsic motivation,1972,Organizational Behavior and Human Performance,Article,CHILD
"Falk, A., Kosfeld, M.",The hidden costs of control,2006,American Economic Review,Article,CHILD
"Gagné, M., Deci, E.L.",Self-determination theory and work motivation,2005,Journal of Organizational Behavior,Article,CHILD
"Glassman, J., Prosch, M., Shao, B.B.M.",To monitor or not to monitor: Effectiveness of a cyberloafing countermeasure,2015,Information and Management,Article,CHILD
"Henle, C.A., Kohut, G., Booth, R.",Designing electronic use policies to enhance employee perceptions of fairness and to reduce cyberloafing: An empirical test of justice theory,2009,Computers in Human Behavior,Article,CHILD
"Jiang, H.",Employee personal Internet usage in the workplace,2016,Jyväskylä Studies in Computing,Article,CHILD
"Ke, W., Zhang, P.",The effects of extrinsic motivations and satisfaction in open source software development,2010,Journal of the Association for Information Systems,Article,CHILD
"Kidwell Jr., R.E., Bennett, N.",Electronic surveillance as employee control: a procedural justice interpretation,1994,Journal of High Technology Management Research,Article,CHILD
"Kidwell, R.E., Bennett, N.",Employee Reactions to Electronic Control Systems: The role of procedural fairness,1994,Group &amp; Organization Management,Article,CHILD
"Kuem, J., Siponen, M.",Short-time non-work-related computing and creative performance,2014,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Latham, G.P., Pinder, C.C.",Work motivation theory and research at the dawn of the twenty-first century,2005,Annual Review of Psychology,Review,CHILD
"Lawrence, T.B., Robinson, S.L.",Ain't Misbehavin: Workplace deviance as organizational resistance,2007,Journal of Management,Article,CHILD
"Liberman, B., Seidman, G., McKenna, K.Y.A., Buffardi, L.E.",Employee job attitudes and organizational characteristics as predictors of cyberloafing,2011,Computers in Human Behavior,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"Mayer, R.C., Davis, J.H., Schoorman, F.D.",An integrative model of organizational trust,1995,Academy of Management Review,Article,CHILD
"McNall, L.A., Roch, S.G.","Effects of electronic monitoring types on perceptions of procedural justice, interpersonal justice, and privacy",2007,Journal of Applied Social Psychology,Article,CHILD
"Oravec, J.A.",Constructive approaches to internet recreation in the workplace,2002,Communications of the ACM,Article,CHILD
"Organ, D.W., Konovsky, M.",Cognitive Versus Affective Determinants of Organizational Citizenship Behavior,1989,Journal of Applied Psychology,Article,CHILD
"Rajah, R., Lim, V.K.G.","Cyberloafing, neutralization and organizational citizenship behavior",2011,PACIS 2011 - 15th Pacific Asia Conference on Information Systems: Quality Research in Pacific,Conference Paper,CHILD
"Robinson, S.L.",Trust and breach of the psychological contract,1996,Administrative Science Quarterly,Article,CHILD
"Rousseau, D.M., Sitkin, S.B., Burt, R.S., Camerer, C.",Not so different after all: A cross-discipline view of trust,1998,Academy of Management Review,Review,CHILD
"Ryan, R.M., Deci, E.L.",Intrinsic and Extrinsic Motivations: Classic Definitions and New Directions,2000,Contemporary Educational Psychology,Article,CHILD
"Samaranayake, V., Gamage, C.",Employee perception towards electronic monitoring at work place and its impact on job satisfaction of software professionals in Sri Lanka,2012,Telematics and Informatics,Article,CHILD
"Seo, M.-G., Barrett, L.F., Bartunek, J.M.",The role of affective experience in work motivation,2004,Academy of Management Review,Article,CHILD
"Shin, S.J., Zhou, J.","Transformational leadership, conservation, and creativity: Evidence from Korea",2003,Academy of Management Journal,Article,CHILD
"Smith, C.A., Organ, D.W., Near, J.P.",Organizational citizenship behavior: Its nature and antecedents,1983,Journal of Applied Psychology,Article,CHILD
"Sommestad, T., Hallberg, J., Lundholm, K., Bengtsson, J.",Variables influencing information security policy compliance: A systematic review of quantitative studies,2014,Information Management and Computer Security,Review,CHILD
"Steindl, C., Jonas, E., Sittenthaler, S., Traut-Mattausch, E., Greenberg, J.",Understanding psychological reactance: New developments and findings,2015,Zeitschrift fur Psychologie / Journal of Psychology,Review,CHILD
"Tremblay, M.A., Blanchard, C.M., Taylor, S., Pelletier, L.G., Villeneuve, M.",Work Extrinsic and Intrinsic Motivation scale: its value for organizational psychology research,2009,Canadian Journal of Behavioural Science,Article,CHILD
"Tsohou, A., Karyda, M., Kokolakis, S.",Analyzing the role of cognitive and cultural biases in the internalization of information security policies: Recommendations for information security awareness programs,2015,Computers and Security,Article,CHILD
"Anandarajan, M.",Internet abuse in the workplace,2002,Communications of the ACM,Article,CHILD
"Ugrin, J.C., Michael Pearson, J.",The effects of sanctions and stigmas on cyberloafing,2013,Computers in Human Behavior,Article,CHILD
"Williams, L.J., Anderson, S.E.",Job Satisfaction and Organizational Commitment as Predictors of Organizational Citizenship and In-Role Behaviors,1991,Journal of Management,Article,CHILD
"Wong, W.M.S., Lee, O.-K.D., Lim, K.H.",Managing non-work related computing within an organization: The effects of two disciplinary approaches on employees' commitment to change,2005,"9th Pacific Asia Conference on Information Systems: I.T. and Value Creation, PACIS 2005",Conference Paper,CHILD
"Zhao, H., Wayne, S.J., Glibkowski, B.C., Bravo, J.",The impact of psychological contract breach on work-related outcomes: A meta-analysis,2007,Personnel Psychology,Review,CHILD
"Zweig, D., Scott, K.",When unfairness matters most: Supervisory violations of electronic monitoring practices,2007,Human Resource Management Journal,Review,CHILD
Reference Count: 49,,,,,
,,,,,
"Sheikh A., Aghaz A., Mohammadi M.",Cyberloafing and personality traits: an investigation among knowledge-workers across the Iranian knowledge-intensive sectors,2019,Behaviour and Information Technology,Article,PARENT
"Aghaz, A., Sheikh, A.",Cyberloafing and job burnout: An investigation in the knowledge-intensive sector,2016,Computers in Human Behavior,Article,CHILD
"Alvesson, M.",De-essentializing the knowledge intensive firm: Reflections on sceptical research going against the mainstream,2011,Journal of Management Studies,Article,CHILD
"Amichai-Hamburger, Y., Vinitzky, G.",Social network use and personality,2010,Computers in Human Behavior,Article,CHILD
"Barrick, M.R., Mount, M.K., Li, N.","The theory of purposeful work behavior: The role of personality, higher-order goals, and job characteristics",2013,Academy of Management Review,Article,CHILD
"Belanger, F., Van Slyke, C.",Abuse or learning?,2002,Communications of the ACM,Article,CHILD
"Belk, R.W.",Extended self in a digital world,2013,Journal of Consumer Research,Article,CHILD
"Berry, C.M., Ones, D.S., Sackett, P.R.","Interpersonal deviance, organizational deviance, and their common correlates: A review and meta-analysis",2007,Journal of Applied Psychology,Article,CHILD
"Blanchard, A.L., Henle, C.A.",Correlates of different forms of cyberloafing: The role of norms and external locus of control,2008,Computers in Human Behavior,Article,CHILD
"Bolton, L.R., Becker, L.K., Barber, L.K.",Big Five trait predictors of differential counterproductive work behavior dimensions,2010,Personality and Individual Differences,Article,CHILD
"Borghans, L., Golsteyn, B.H.H., Heckman, J., Humphries, J.E.",Identification problems in personality psychology,2011,Personality and Individual Differences,Article,CHILD
"Bowling, N.A., Eschleman, K.J.",Employee personality as a moderator of the relationships between work stressors and counterproductive work behavior.,2010,Journal of occupational health psychology,Article,CHILD
"Buckner, J.E., Castille, C.M., Sheets, T.L.",The five factor model of personality and employees' excessive use of technology,2012,Computers in Human Behavior,Article,CHILD
"Caplan, S.E.",Problematic Internet use and psychosocial well-being: Development of a theory-based cognitive-behavioral measurement instrument,2002,Computers in Human Behavior,Article,CHILD
"Migliore, L.A.",Relation between big five personality traits and Hofstede's cultural dimensions,2011,Cross Cultural Management,Article,CHILD
"Colbert, A.E., Mount, M.K., Harter, J.K., Witt, L.A., Barrick, M.R.",Interactive effects of personality and perceptions of the work situation on workplace deviance,2004,Journal of Applied Psychology,Review,CHILD
"Collins, J., Cooke, D.K.","Creative role models, personality and performance",2013,Journal of Management Development,Article,CHILD
"Correa, T., Hinsley, A.W., de Zúñiga, H.G.",Who interacts on the Web?: The intersection of users' personality and social media use,2010,Computers in Human Behavior,Article,CHILD
"Cullen, M.J., Sackett, P.R.",Personality and counterproductive workplace behavior,2003,Personality and work,Article,CHILD
"Erdheim, J., Wang, Mo., Zickar, M.J.",Linking the Big Five personality constructs to organizational commitment,2006,Personality and Individual Differences,Article,CHILD
"Ferris, D.L., Brown, D.J., Heller, D.",Organizational supports and organizational deviance: The mediating role of organization-based self-esteem,2009,Organizational Behavior and Human Decision Processes,Article,CHILD
"Chang, C.-H., Ferris, D.L., Johnson, R.E., Rosen, C.C., Tan, J.A.",Core self-evaluations: A review and evaluation of the literature,2012,Journal of Management,Review,CHILD
"George, L.G., Helson, R., John, O.P.","The """" CEO"""" of Women's Work Lives: How Big Five Conscientiousness, Extraversion, and Openness Predict 50 Years of Work Experiences in a Changing Sociocultural Context",2011,Journal of Personality and Social Psychology,Article,CHILD
"Ghorpade, J., Lackritz, J., Singh, G.",Burnout and personality: Evidence from academia,2007,Journal of Career Assessment,Article,CHILD
"Glassman, J., Prosch, M., Shao, B.B.M.",To monitor or not to monitor: Effectiveness of a cyberloafing countermeasure,2015,Information and Management,Article,CHILD
"Guadagno, R.E., Okdie, B.M., Eno, C.A.",Who blogs? Personality predictors of blogging,2008,Computers in Human Behavior,Article,CHILD
"Henle, C.A.",Predicting workplace deviance from the interaction between organizational justice and personality,2005,Journal of Managerial Issues,Review,CHILD
"Henle, C.A., Blanchard, A.L.",The interaction of work stressors and organizational sanctions on cyberloafing,2008,Journal of Managerial Issues,Article,CHILD
"Hirschi, A., Lee, B., Porfeli, E.J., Vondracek, F.W.","Proactive motivation and engagement in career behaviors: Investigating direct, mediated, and moderated effects",2013,Journal of Vocational Behavior,Article,CHILD
"Jia, H., Jia, R., Karau, S.",Cyberloafing and personality: The impact of the Big Five traits and workplace situational factors,2013,Journal of Leadership and Organizational Studies,Article,CHILD
"Jian, G.",Understanding the Wired Workplace: The Effects of Job Characteristics on Employees' Personal Online Communication at Work,2013,Communication Research Reports,Article,CHILD
"John, O.P., Donahue, E.M., Kentle, R.L.","The """"Big Five"""" Inventory: Versions 4a and 54",1991,The Big Five Inventory: Versions 4a and 54,Article,CHILD
"Judge, T.A., Erez, A., Bono, J.E., Thoresen, C.J.","Are measures of self-esteem, neuroticism, locus of control, and generalized self-efficacy indicators of a common core construct?",2002,Journal of Personality and Social Psychology,Article,CHILD
"Judge, T.A., LePine, J.A., Rich, B.L.","Loving yourself abundantly: Relationship of the narcissistic personality to self- and other perceptions of workplace deviance, leadership, and task and contextual performance",2006,Journal of Applied Psychology,Article,CHILD
"Kalshoven, K., Den Hartog, D.N., de Hoogh, A.H.B.",Ethical Leader Behavior and Big Five Factors of Personality,2011,Journal of Business Ethics,Article,CHILD
"Kanfer, R., Kantrowitz, T.M., Wanberg, C.R.",Job search and employment: A personality-motivational analysis and meta-analytic review,2001,Journal of Applied Psychology,Review,CHILD
"Kanungo, R.N., Mendonca, M.",Ethical leadership and governance in organizations: A preamble,2001,Canadian Journal of Administrative Sciences,Article,CHILD
"Kim, K., del Carmen Triana, M., Chung, K., Oh, N.","When Do Employees Cyberloaf? An Interactionist Perspective Examining Personality, Justice, and Empowerment",2016,Human Resource Management,Article,CHILD
"Kinnie, N., Swart, J.",Committed to whom? Professional knowledge worker commitment in cross-boundary organisations,2012,Human Resource Management Journal,Article,CHILD
"Kluemper, D.H., McLarty, B.D., Bing, M.N.",Acquaintance ratings of the big five personality traits: Incremental validity beyond and interactive effects with self-reports in the prediction of workplace deviance,2015,Journal of Applied Psychology,Article,CHILD
"Kühnel, J., Zacher, H., de Bloom, J., Bledow, R.",Take a break! Benefits of sleep and short breaks for daily work engagement,2017,European Journal of Work and Organizational Psychology,Article,CHILD
"Leutner, F., Ahmetoglu, G., Akhtar, R., Chamorro-Premuzic, T.",The relationship between the entrepreneurial personality and the Big Five personality traits,2014,Personality and Individual Differences,Article,CHILD
"Li, S.-M., Chung, T.-M.",Internet function and Internet addictive behavior,2006,Computers in Human Behavior,Article,CHILD
"Liberman, B., Seidman, G., McKenna, K.Y.A., Buffardi, L.E.",Employee job attitudes and organizational characteristics as predictors of cyberloafing,2011,Computers in Human Behavior,Article,CHILD
"Lim, V.K.G.","The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"Lim, V.K.G., Chen, D.J.Q.",Cyberloafing at the workplace: Gain or drain on work?,2012,Behaviour and Information Technology,Article,CHILD
"Mahatanankoon, P., Anandarajan, M., Igbaria, M.",Development of a Measure of Personal Web Usage in the Workplace,2004,Cyberpsychology and Behavior,Article,CHILD
"Marcus, B., Schuler, H.",Antecedents of counterproductive behavior at work: A general perspective,2004,Journal of Applied Psychology,Review,CHILD
