Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Jarvenpaa S.L., Tiller E.H.","Integrating market, technology, and policy opportunities in e-business strategy",1999,Journal of Strategic Information Systems,Article,CHILD
"Kettinger W.J., Grover V., Guha S., Segars A.H.",Strategic information systems revisited: A study in sustainability and performance,1994,MIS Quarterly: Management Information Systems,Article,CHILD
Koffsky M.I.,Patent preemption of computer software contracts restricting reverse engineering: The last stand?,1995,Columbia Law Review,,CHILD
Kunin S.G.,Patentability of computer program related inventions in the United States patent and trademark office,1994,Journal of the Patent and Trademark Office Society,,CHILD
"Lee J.-Y., Mansfield E.",Intellectual property protection and U.S. foreign direct investment,1996,Review of Economics and Statistics,Article,CHILD
"Lieberman M.B., Montgomery D.B.",First‐mover advantages,1988,Strategic Management Journal,Article,CHILD
Linn A.,Appeals court overturns injunction in Amazon patent case,2001,The Wall Street Journal,,CHILD
"Maier G.J., Mattson R.C.",State street bank in the context of the software patent saga,1999,George Mason Law Review,,CHILD
"Mata F.J., Fuerst W.L., Barney J.B.",Information technology and sustained competitive advantage: A resource-based analysis,1995,MIS Quarterly: Management Information Systems,Article,CHILD
McAllister C.,Patent enforcer-or professional plaintiff?,1989,Business Week,,CHILD
Lynch M.,Merrill Lynch Wins Cash Account Row with Dean Witter,1983,Wall Street Journal,,CHILD
Meyer D.J.,"Paine, Webber, Jackson and Curtis, Inc. v. Merrill Lynch, Pierce, Fenner & Smith: Methods of doing business held patentable because implemented on a computer",1984,Computer/Law Journal,,CHILD
Meyer S.P.,Obtaining and enforcing patents for softwarerelated inventions: Avoiding the pitfalls,1992,Software Law Journal,,CHILD
"Miller A., Davis M.",Intellectual Property,2000,Intellectual Property,,CHILD
"Nimtz Diamond R.O., Diehr V.",Diamond v. Diehr: A turning point,1981,Rutgers Computer and Technology Law Journal,,CHILD
"Sethi Vijay, King William R.",Development of measures to assess the extent to which an information technology application provides competitive advantage,1994,Management Science,Article,CHILD
"Siller G., Retsky J.E.",Patent and trade secret protection of computer technology,1993,Software Law Journal,,CHILD
Smedinghoff T.J.,Patent protection for software,1988,Systems/3x World,,CHILD
Song J.Y.,Searching for a link between software patent and object-oriented programming,1994,Journal of the Patent and Trademark Office Society,,CHILD
Voet M.A.,Patent practitioners-don't let GATT get you,1995,Managing Intellectual Property,,CHILD
Wiese W.D.,Death of a myth: The patenting of internet business models after State Street Bank,2000,Marquette Intellectual Property Law Review,,CHILD
Reference Count: 38,,,,,
,,,,,
"Christiaanse E., Venkatraman N.",Beyond sabre: An empirical test of expertise exploitation in electronic channels,2002,MIS Quarterly: Management Information Systems,Article,PARENT
Anderson E.,The salesperson as outside agent or employee: A transaction cost analysis,1985,Marketing Science,,CHILD
"Anderson E., Day G.S., Rangan V.K.",Strategic channel design,1997,Sloan Management Review,,CHILD
"Anderson E., Schmittlein D.C.",Integration of the sales force: An empirical examination,1984,Rand Journal of Economics,,CHILD
Aoki M.,Horizontal vs. vertical information structure of the firm,1986,American Economic Review,,CHILD
Bakos J.Y.,Information links and electronic marketplaces: The role of interorganizational information systems in vertical markets,1991,Journal of Management Information Systems,Article,CHILD
"Yannis Bakos J., Kemerer C.F.",Recent applications of economic theory in information Technology research,1992,Decision Support Systems,Article,CHILD
"Bakos J.Y., Treacy M.E.",Information technology and corporate strategy: A research perspective,1986,MIS Quarterly: Management Information Systems,Article,CHILD
Barney J.,Firm Resources and Sustained Competitive Advantage,1991,Journal of Management,Article,CHILD
Barney J.B.,"Strategic factor markets: Expectations, luck, and business strategy",1986,Management Science,,CHILD
Bensaou M.,Portfolios of buyer-supplier relationships,1999,Sloan Management Review,,CHILD
"Bensaou M., Venkatraman N.",Configurations of interorganizational relationships: A comparison between U.S. and Japanese automakers,1995,Management Science,,CHILD
"Blattberg R.C., Glazer R., Little J.D.C.",The Marketing Information Revolution,1994,The Marketing Information Revolution,,CHILD
Blois K.J.,Vertical quasi-integration,1972,Journal of Industrial Economics,,CHILD
"Cash J.I., Konsynski B.R.",IS redraws competitive boundaries,1985,Harvard Business Review,,CHILD
"Choudhury V., Sampler J.L.",Information specificity and environmental scanning: An economic perspective,1997,MIS Quarterly: Management Information Systems,Article,CHILD
Christiaanse E.,Quasi-integration and strategic alliances in the global CRS industry,1999,Research in Strategic Management and Information Technology,,CHILD
"Christiaanse E., Damsgaard J.",A comparison of electronic infrastructures in the air cargo industry in the Netherlands and Hong Kong SAR,2001,Journal of Global Information Management,,CHILD
"Christiaanse E., Huigen J.",Institutional dimensions in information technology implementation in complex network settings,1997,European Journal of Information Systems,Article,CHILD
"Christiaanse E., Kumar K.",ICT-enabled coordination of dynamic supply webs,2000,International Journal of Physical Distribution and Logistics Management,Article,CHILD
"Clemons Eric K., Row Michael C.",Information Technology and economic reorganization,1989,,Conference Paper,CHILD
"Clemons E.K., Row M.C.",Information technology at rosenbluth travel: Competitive advantage in a rapidly growing global service company,1991,Journal of Management Information Systems,Article,CHILD
"Copeland D.G., McKenney J.L.",Airline reservations systems: Lessons from history,1988,MIS Quarterly: Management Information Systems,Article,CHILD
"Dos Santos B., Sussman L.",Improving the return on IT investment: The productivity paradox,2000,International Journal of Information Management,Article,CHILD
"Dutta S., Segev A.",Business transformation on the internet,1999,European Management Journal,Article,CHILD
"Frazier G.L., Rody R.C.",The use of influence strategies in interfirm relationships in industrial product channels,1991,Journal of Marketing,,CHILD
"Frazier G.L., Summers J.O.",Interfirm influence strategies and their application within distribution channels,1984,Journal of Marketing,,CHILD
Glazer R.,Marketing in an information-intensive environment: Strategic implications of knowledge as an asset,1991,Journal of Marketing,,CHILD
Glazer R.,Measuring the knower: Towards a theory of knowledge equity,1998,California Management Review,Article,CHILD
Glazer R.,Measuring the value of information: the information-intensive organization,1993,IBM Systems Journal,Article,CHILD
"Glazer R., Weiss A.M.",Marketing in turbulent environments: Decision processes and the time-sensitivity of information,1993,Journal of Marketing Research,,CHILD
"Heide J.B., John G.",Alliances in industrial purchasing: The determinants of joint action in buyer-supplier relationships,1990,Journal of Marketing Research,,CHILD
Hopper M.D.,Rattling SABRE - New ways to compete on information,1990,Harvard Business Review,,CHILD
Huber G.,Organizational information systems: Determinants of their performance and behavior,1982,Management Science,,CHILD
Huber George P.,NATURE AND DESIGN OF POST-INDUSTRIAL ORGANIZATIONS.,1984,Management Science,Article,CHILD
"John G., Weitz B.A.",Forward integration into distribution: An empirical test of transaction cost analysis,1988,"Journal of Law, Economics, and Organization",Article,CHILD
"Kogut B., Zander U.","Knowledge of the firm, combinative capabilities, and the replication of technology",1992,Organization Science,,CHILD
