Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Bergeron, F., Raymond, L., Rivard, S.",Ideal patterns of strategic alignment and business performance,2004,Information and Management,Article,CHILD
"Cao, L., Mohan, K., Ramesh, B., Sarkar, S.",Evolution of governance: Achieving ambidexterity in IT outsourcing,2013,Journal of Management Information Systems,Article,CHILD
"Cao, Q., Gedajlovic, E., Zhang, H.","Unpacking organizational ambidexterity: Dimensions, contingencies, and synergistic effects",2009,Organization Science,Article,CHILD
"Chakravarty, A., Grewal, R., Sambamurthy, V.","Information technology competencies, organizational agility, and firm performance: Enabling and facilitating roles",2013,Information Systems Research,Article,CHILD
"Chan, Y.E.",Why haven't we mastered alignment? The importance of the informal organization structure,2002,MIS Quarterly Executive,Article,CHILD
"Chan, Y.E., Huff, S.L., Barclay, D.W., Copeland, D.G.","Business Strategic Orientation, Information Systems Strategic Orientation, and Strategic Alignment",1997,Information Systems Research,Article,CHILD
"Chan, Y.E., Reich, B.H.",IT alignment: An annotated bibliography,2007,Journal of Information Technology,Article,CHILD
"Chan, Y.E., Sabherwal, R., Thatcher, J.B.",Antecedents and outcomes of strategic IS alignment: An empirical investigation,2006,IEEE Transactions on Engineering Management,Article,CHILD
"Chandrasekaran, A., Linderman, K., Schroeder, R.",Antecedents to ambidexterity competency in high technology organizations,2012,Journal of Operations Management,Article,CHILD
"Comrey, A.L.",A First Course in Factor Analysis,1973,A First Course in Factor Analysis,Article,CHILD
"Davis, J.M.",Leveraging the IT competence of non-IS workers: Social exchange and the good corporate citizen,2013,European Journal of Information Systems,Article,CHILD
"Davis, J.M., Kettinger, W.J., Kunev, D.G.",When users are IT experts too: The effects of joint IT competence and partnership on satisfaction with enterprise-level systems implementation,2009,European Journal of Information Systems,Article,CHILD
"Devece, C.",The value of business managers' 'Information Technology' competence,2013,Service Industries Journal,Article,CHILD
"Dulipovici, A., Robey, D.",Strategic alignment and misalignment of knowledge management systems: A social representation perspective,2013,Journal of Management Information Systems,Review,CHILD
"Farr, J.",Social Capital: A Conceptual History,2004,Political Theory,Review,CHILD
"Fornell, C., Larcker, D.F.",Evaluating structural equation models with unobservable variables and measurement error,1981,Journal of Marketing Research,Article,CHILD
"Gerow, J.E., Grover, V., Thatcher, J., Roth, P.L.",Looking toward the future of IT-business strategic alignment through the past: A meta-analysis,2014,MIS Quarterly: Management Information Systems,Article,CHILD
"Gibson, C.B., Birkinshaw, J.","The antecedents, consequences, and mediating role of organizational ambidexterity",2004,Academy of Management Journal,Article,CHILD
"Gligor, D.M., Esmark, C.L., Holcomb, M.C.",Performance outcomes of supply chain agility: When should you be agile?,2015,Journal of Operations Management,Article,CHILD
"Gu, F.F., Hung, K., Tse, D.K.",When does Guanxi matter? Issues of capitalization and its dark sides,2008,Journal of Marketing,Article,CHILD
"Gunasekaran, A.",Agile manufacturing: a framework for research and development,1999,International Journal of Production Economics,Article,CHILD
"Hartigan, J.A., Wong, M.A.",A k-means clustering algorithm,1979,Applied Statistics,Article,CHILD
"He, Z.-L., Wong, P.-K.",Exploration vs. exploitation: An empirical test of the ambidexterity hypothesis,2004,Organization Science,Review,CHILD
"Henderson, J.C., Venkatraman, N.",Strategic alignment: leveraging information technology for transforming organizations,1993,IBM Systems Journal,Article,CHILD
"Huang, S.-M., Ou, C.-S., Chen, C.-M., Lin, B.",An empirical study of relationship between IT investment and firm performance: A resource-based perspective,2006,European Journal of Operational Research,Article,CHILD
"Jansen, J.J.P., Simsek, Z., Cao, Q.",Ambidexterity and performance in multiunit contexts: Cross-level moderating effects of structural and resource attributes,2012,Strategic Management Journal,Article,CHILD
"Jansen, J.J.P., Tempelaar, M.P., van den Bosch, F.A.J., Volberda, H.W.",Structural differentiation and ambidexterity: The mediating role of integration mechanisms,2009,Organization Science,Article,CHILD
"Karahanna, E., Preston, D.",The effect of social capital of the relationship between the cio and top management team on firm performance,2013,Journal of Management Information Systems,Article,CHILD
"Kearns, G.S., Lederer, A.L.",A resource-based view of strategic IT alignment: How knowledge sharing creates competitive advantage,2003,Decision Sciences,Article,CHILD
"Kearns, G.S., Sabherwal, R.","Strategic alignment between business and information technology: A knowledge-based view of behaviors, outcome, and consequences",2006,Journal of Management Information Systems,Article,CHILD
"Lee, D.M.S., Trauth, E.M., Farwell, D.",Critical skills and knowledge requirements of IS professionals: A joint academic/industry investigation,1995,MIS Quarterly: Management Information Systems,Article,CHILD
"Lee, O.-K., Sambamurthy, V., Lim, K.H., Wei, K.K.",How does IT ambidexterity impact organizational agility?,2015,Information Systems Research,Article,CHILD
"Lee, S.M., Kim, K., Paulson, P., Park, H.",Developing a socio-technical framework for business-IT alignment,2008,Industrial Management and Data Systems,Article,CHILD
"Liang, H., Saraf, N., Hu, Q., Xue, Y.",Assimilation of enterprise systems: The effect of institutional pressures and the mediating role of top management,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Liang, H., Wang, N., Xue, Y., Ge, S.",Unraveling the alignment paradox: How does business-IT alignment shape organizational agility?,2017,Information Systems Research,Article,CHILD
"Lindell, M.K., Whitney, D.J.",Accounting for common method variance in cross-sectional research designs,2001,Journal of Applied Psychology,Article,CHILD
"Liu, H., Ke, W., Wei, K.K., Gu, J., Chen, H.",The role of institutional pressures and organizational culture in the firm's intention to adopt internet-enabled supply chain management systems,2010,Journal of Operations Management,Article,CHILD
"Lu, Y., Ramamurthy, K.",Understanding the link between information technology capability and organizational agility: An empirical examination,2011,MIS Quarterly: Management Information Systems,Article,CHILD
"Mason, C.H., Perreault, W.D.","Collinearity, power, and interpretation of multiple regression analysis",1991,Journal of Marketing Research,Article,CHILD
"Milgrom, P., Roberts, J.","Complementarities and fit strategy, structure, and organizational change in manufacturing",1995,Journal of Accounting and Economics,Article,CHILD
"Nazir, S., Pinsonneault, A.",IT and firm agility: An electronic integration perspective,2012,Journal of the Association for Information Systems,Article,CHILD
"O'Reilly Iii, C.A., Tushman, M.L.","Organizational ambidexterity: Past, present, and future",2013,Academy of Management Perspectives,Article,CHILD
"Oh, W., Pinsonneault, A.",On the assessment of the strategic value of information technologies: Conceptual and analytical approaches,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Palmer, J.W., Markus, M.L.",The Performance Impacts of Quick Response and Strategic Alignment in Specialty Retailing,2000,Information Systems Research,Article,CHILD
"Papp, R., Luftman, J.",Business and IT strategic alignment: New perspectives and assessments,1995,"Proceedings of the Association for Information Systems, Inaugural Americas Conference on Information Systems",Article,CHILD
"Podsakoff, P.M., MacKenzie, S.B., Lee, J.-Y., Podsakoff, N.P.",Common Method Biases in Behavioral Research: A Critical Review of the Literature and Recommended Remedies,2003,Journal of Applied Psychology,Review,CHILD
"Preston, D.S., Karahanna, E.",Antecedents of IS strategic alignment: A nomological network,2009,Information Systems Research,Article,CHILD
"Reich, B.H., Benbasat, I.",Factors that influence the social dimension of alignment between business and information technology objectives,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Ryan, D., Jones, C.",Understanding digital marketing: Marketing strategies for engaging the digital generation,2009,Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Article,CHILD
"Sabherwal, R., Chan, Y.E.","Alignment between Business and IS Strategies: A Study of Prospectors, Analyzers, and Defenders",2001,Information Systems Research,Article,CHILD
"Sambamurthy, V., Bharadwaj, A., Grover, V.",Shaping agility through digital options: Reconceptualizing the role of information technology in contemporary firms,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Tallon, P.",The alignment paradox,2003,CIO Insight,Article,CHILD
"Tallon, P.P.",A process-oriented perspective on the alignment of information technology and business strategy,2007,Journal of Management Information Systems,Article,CHILD
"Tallon, P.P.",Inside the adaptive enterprise: An information technology capabilities perspective on business process agility,2008,Information Technology and Management,Article,CHILD
"Tallon, P.P., Kraemer, K.L.","The Implications of Strategic Alignment for It Business Value: Investigating an Alignment Paradox, Research Report",2003,The Implications of Strategic Alignment for It Business Value: Investigating An Alignment Paradox,Article,CHILD
"Tallon, P.P., Kraemer, K.L.",Investigating the relationship between strategic alignment and IT business value: The discovery of a paradox,2003,Creating Business Value with Information Technology: Challenges and Solutions,Article,CHILD
"Tallon, P.P., Pinsonneault, A.",Competing perspectives on the link between strategic information technology alignment and organizational agility: Insights from a mediation model,2011,MIS Quarterly: Management Information Systems,Article,CHILD
"Tanriverdi, H.",Performance effects of information technology synergies in multibusiness firms,2006,MIS Quarterly: Management Information Systems,Article,CHILD
"Tiwana, A., Konsynski, B.",Complementarities between organizational IT architecture and governance structure,2010,Information Systems Research,Article,CHILD
"Tushman, M.L., O'Reilly III, C.A.",Ambidextrous organizations: Managing evolutionary and revolutionary change,1996,California Management Review,Article,CHILD
"Van de Vijver, F.J.R., Leung, K.",Methods and data analysis of comparative research,1997,Handbook of Cross-cultural Psychology,Article,CHILD
"Vessey, I., Ward, K.",The dynamics of sustainable is alignment: The case for IS adaptivity,2013,Journal of the Association for Information Systems,Article,CHILD
"Wagner, H.-T., Beimborn, D., Weitzel, T.",How social capital among information technology and business units drives operational alignment and it business value,2014,Journal of Management Information Systems,Article,CHILD
"Wagner, H.T., Weitzel, T.",Operational IT business alignment as the missing link from IT strategy to firm success,2006,AMCIS 2006 Proceedings,Article,CHILD
"Wong, T.C., Ngan, S.-C., Chan, F.T.S., Chong, A.Y.-L.",A two-stage analysis of the influences of employee alignment on effecting business-IT alignment,2012,Decision Support Systems,Article,CHILD
"Wu, S.P.-J., Straub, D.W., Liang, T.-P.",How information technology governance mechanisms and strategic alignment influence organizational performance: Insights from a matched survey of business and it managers,2015,MIS Quarterly: Management Information Systems,Article,CHILD
"Xue, L., Ray, G., Sambamurthy, V.",Efficiency or innovation: How do industry environments moderate the effects of firms' IT asset portfolios?,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Yayla, A.A.",Antecedents and performance effects of IT-business strategic alignment,2007,AMCIS 2007 Proceedings,Article,CHILD
"Zolper, K., Beimborn, D., Weitzel, T.",The effect of social network structures at the business/IT interface on IT application change effectiveness,2014,Journal of Information Technology,Article,CHILD
"Coltman, T., Tallon, P., Sharma, R., Queiroz, M.",Strategic IT alignment: Twenty-five years on,2015,Journal of Information Technology,Review,CHILD
Reference Count: 75,,,,,
,,,,,
"Kude T., Lazic M., Heinzl A., Neff A.",Achieving IT-based synergies through regulation-oriented and consensus-oriented IT governance capabilities,2018,Information Systems Journal,Article,PARENT
"Barki, H., Pinsonneault, A.","A model of organizational integration, implementation effort, and performance",2005,Organization Science,Article,CHILD
"Barney, J.",Firm Resources and Sustained Competitive Advantage,1991,Journal of Management,Article,CHILD
"Barney, J.B.",Resource-based theories of competitive advantage: A ten-year retrospective on the resource-based view,2001,Journal of Management,Article,CHILD
"Bassellier, G., Benbasat, I.",Business competence of information technology professionals: Conceptual development and influence on IT-business partnerships,2004,MIS Quarterly: Management Information Systems,Article,CHILD
"Benbasat, I., Goldstein, D.K., Mead, M.",The case research strategy in studies of information systems,1987,MIS Quarterly: Management Information Systems,Article,CHILD
"Boynton, A.C., Zmud, R.W.",Information technology planning in the 1990's: Directions for practice and research,1987,MIS Quarterly: Management Information Systems,Article,CHILD
"Bradley, R.V., Pratt, R.M.E., Byrd, T.A., Outlay, C.N., Wynn Jr., D.E.","Enterprise architecture, IT effectiveness and the mediating role of IT alignment in US hospitals",2012,Information Systems Journal,Article,CHILD
"Brown, A.E., Grant, G.G.",Framing the frameworks: A review of IT governance research,2005,Communications of the Association for Information Systems,Article,CHILD
"Brown, C.V.",Horizontal mechanisms under differing is organization contexts,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Brown, C.V., Magill, S.L.",Reconceptualizing the Context-Design Issue for the Information Systems Function,1998,Organization Science,Article,CHILD
"Buchwald, A., Urbach, N., Ahlemann, F.",Business value through controlled IT: Toward an integrated model of IT governance success and its impact,2014,Journal of Information Technology,Article,CHILD
"Chang, H.-L., Wang, K., Chiu, I.",Business-IT fit in e-procurement systems: Evidence from high-technology firms in China,2008,Information Systems Journal,Article,CHILD
"Chatterjee, S., Wernerfelt, B.",The link between resources and type of diversification: Theory and evidence,1991,Strategic Management Journal,Article,CHILD
"Corbin, J.M., Strauss, A.","Grounded theory research: Procedures, canons, and evaluative criteria",1990,Qualitative Sociology,Article,CHILD
"Darke, P., Shanks, G., Broadbent, M.","Successfully completing case study research: Combining rigour, relevance and pragmatism",1998,Information Systems Journal,Article,CHILD
"Davenport, T.H., Short, J.E.",The new industrial engineering: Information technology and business process redesign,1990,Sloan Management Review,Article,CHILD
"Davis, F.D.","Perceived usefulness, perceived ease of use, and user acceptance of information technology",1989,MIS Quarterly: Management Information Systems,Article,CHILD
"de Haes, S., van Grembergen, W.",An Exploratory Study into IT Governance Implementations and its Impact on Business/IT Alignment,2009,Information Systems Management,Article,CHILD
"Dibbern, J., Winkler, J., Heinzl, A.",Explaining variations in client extra costs between software projects offshored to India,2008,MIS Quarterly: Management Information Systems,Article,CHILD
"Eisenhardt, K.M.",Building theories from case study research,1989,Academy of Management Review,Article,CHILD
"Eisenhardt, K.M., Graebner, M.E.",Theory building from cases: Opportunities and challenges,2007,Academy of Management Journal,Article,CHILD
"El Sawy, O.A., Pavlou, P.A.",IT-enabled business capabilities for turbulent environments,2008,MIS Quarterly Executive,Article,CHILD
"Farjoun, M.","Beyond industry boundaries: Human expertise, diversification and resource-related industry groups",1994,Organization Science,Article,CHILD
"Gerow, J.E., Grover, V., Thatcher, J., Roth, P.L.",Looking toward the future of IT-business strategic alignment through the past: A meta-analysis,2014,MIS Quarterly: Management Information Systems,Article,CHILD
"Guillemette, M.G., Paré, G.",Toward a new theory of the contribution of the IT function in organizations,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Henderson, J.C., Venkatraman, N.",Strategic alignment: leveraging information technology for transforming organizations,1993,IBM Systems Journal,Article,CHILD
"Henningsson, S., Kettinger, W.J.",Understanding Information Systems Integration Deficiencies in Mergers and Acquisitions: A Configurational Perspective,2016,Journal of Management Information Systems,Article,CHILD
"Hitt, M.A., Hoskisson, R.E., Nixon, R.D.","A mid-range theory of interfunctional integration, its antecedents and outcomes",1993,Journal of Engineering and Technology Management,Article,CHILD
"Hong, W., Chan, F.K.Y., Thong, J.Y.L., Chasalow, L.C., Dhillon, G.",A framework and guidelines for context-specific theorizing in information systems research,2014,Information Systems Research,Article,CHILD
"Huang, R., Zmud, R.W., Price, R.L.",Influencing the effectiveness of IT governance practices through steering committees and communication policies,2010,European Journal of Information Systems,Article,CHILD
"Hustad, E., Olsen, D.H.",Educating reflective Enterprise Systems practitioners: A design research study of the iterative building of a teaching framework,2014,Information Systems Journal,Article,CHILD
"Jelinek, M.","Technology, organizations, and contingency",1977,Academy of Management Review,Article,CHILD
"Johns, G.",The essential impact of context on organizational behavior,2006,Academy of Management Review,Article,CHILD
