Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Greenhalgh, T., Potts, H.W.W., Wong, G., Bark, P., Swinglehurst, D.",Tensions and paradoxes in electronic patient record research: A systematic literature review using the meta-narrative method,2009,Milbank Quarterly,Article,CHILD
"Grol, R., Grimshaw, J.",From best evidence to best practice: Effective implementation of change in patients' care,2003,Lancet,Review,CHILD
"Grol, R., Wensing, M.",What drives change? Barriers to and incentives for achieving evidence-based practice,2004,Medical Journal of Australia,Article,CHILD
"Huselid, M.A.","The impact of human resource management practices on turnover, productivity, and corporate financial performance",1995,Academy of Management Journal,Article,CHILD
"Keil, M., Robey, D.",Turning around troubled software projects: An exploratory study of the deescalation of commitment to failing courses of action,1999,Journal of Management Information Systems,Article,CHILD
"Kim, J.O., Mueller, C.W.",Factor analysis,1978,Factor Analysis,Article,CHILD
"Koster, F.","Able, willing, and knowing: The effects of HR practices on commitment and effort in 26 European countries",2011,International Journal of Human Resource Management,Article,CHILD
"Ku, G.",Learning to de-escalate: The effects of regret in escalation of commitment,2008,Organizational Behavior and Human Decision Processes,Article,CHILD
"Lambooij, M.S., Koster, F.",How organizational escalation prevention potential affects success of implementation of innovations: Electronic medical records in hospitals,2016,Implementation Science,Article,CHILD
"Lawler, E.E.",Total quality management and employee involvement: Are they compatible?,1994,Academy of Management Executive,Article,CHILD
"March, J.G.",Exploration and exploitation in organizational learning,1991,Organization Science,Article,CHILD
"Montealegre, R., Keil, M.",De-escalating information technology projects: Lessons from the Denver International Airport,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Nilakant, V., Rao, H.",Agency Theory and Uncertainty in Organizations: An Evaluation,1994,Organization Studies,Article,CHILD
"Pan, G., Pan, S.L.",Transition to IS project de-escalation: An exploration into management executives influence behaviors,2011,IEEE Transactions on Engineering Management,Article,CHILD
"Pan, G., Pan, S.L., Newman, M.",Managing information technology project escalation and de-escalation: An approach-avoidance perspective,2009,IEEE Transactions on Engineering Management,Article,CHILD
"Pant, I., Baroudi, B.",Project management education: The human skills imperative,2008,International Journal of Project Management,Article,CHILD
"Pich, M.T., Loch, C.H., De Meyer, A.","On uncertainty, ambiguity, and complexity in project management",2002,Management Science,Article,CHILD
"Ross, J., Staw, B.M.",Organizational escalation and exit: Lessons from the Shoreham nuclear power plant,1993,Academy of Management Journal,Article,CHILD
"Satyashankar, P., Rinkoo, A.V., Somu, G.","Management by Objectives as a Motivational, Appraisal and Effective Management Tool: Experience of a Tertiary Care Teaching Hospital",2007,Journal of Health Management,Article,CHILD
"Schulz-Hardt, S., Thurow-Kröning, B., Frey, D.",Preference-based escalation: A new interpretation for the responsibility effect in escalating commitment and entrapment,2009,Organizational Behavior and Human Decision Processes,Article,CHILD
"Shapiro, S.P.",Agency theory,2005,Annual Review of Sociology,Review,CHILD
"Simonson, I., Staw, B.M.",Deescalation Strategies: A Comparison of Techniques for Reducing Commitment to Losing Courses of Action,1992,Journal of Applied Psychology,Article,CHILD
"Sleesman, D.J., Conlon, D.E., McNamara, G., Miles, J.E.",Cleaning Up the big muddy: A meta-analytic review of the determinants of escalation of commitment,2012,Academy of Management Journal,Review,CHILD
"Staw, B.M.",Knee-deep in the big muddy: a study of escalating commitment to a chosen course of action,1976,Organizational Behavior and Human Performance,Article,CHILD
"Staw, B.M., Ross, J.",Commitment to a policy decision: A multi-theoretical perspective,1978,Administrative Science Quarterly,Article,CHILD
"Struik, M.H.L., Koster, F., Schuit, A.J., Nugteren, R., Veldwijk, J., Lambooij, M.S.",The preferences of users of electronic medical records in hospitals: Quantifying the relative importance of barriers and facilitators of an innovation,2014,Implementation Science,Article,CHILD
"Whyte, G.",Escalating commitment to a course of action: A reinterpretation,1986,Academy of Management Review,Article,CHILD
"Withey, M.J., Cooper, W.H.","Predicting exit, voice, loyalty, and neglect",1989,Administrative Science Quarterly,Article,CHILD
"Yang, C.-W.",Implementing hospital innovation in Taiwan: The perspectives of institutional theory and social capital,2015,International Journal of Health Planning and Management,Article,CHILD
Reference Count: 48,,,,,
,,,,,
"Davison R.M., Martinsons M.G.",Context is king! Considering particularism in research design and reporting dp,2016,Journal of Information Technology,Article,PARENT
"Adler, P.S., Kwon, S.-W.",Social capital: Prospects for a new concept,2002,Academy of Management Review,Review,CHILD
"Banville, C., Landry, M.",Can the Field of MIS be Disciplined?,1989,Communications of the ACM,Article,CHILD
"Barney, J.B., Zhang, S.",The future of chinese management research: A theory of chinese management versus a chinese theory of management,2009,Management and Organization Review,Article,CHILD
"Baskerville, R.",Deferring generalizability: Four classes of generalization in social enquiry,1996,Scandinavian Journal of Information Systems,Article,CHILD
"Burrows, G.R., Drummond, D.L., Martinsons, M.G.",Knowledge management in China,2005,Communications of the ACM,Review,CHILD
"Burt, R.S., Hogarth, R.M., Michaud, C.",The Social Capital of French and American Managers,2000,Organization Science,Article,CHILD
"Chen, C.C., Chen, X.-P., Huang, S.",Chinese Guanxi: An integrative review and new directions for future research,2013,Management and Organization Review,Article,CHILD
[No author name available],Chinese values and the search for culture-free dimensions of culture,1987,Journal of Cross-Cultural Psychology,Article,CHILD
"Chiu, C.-M., Wang, E.T.G., Fang, Y.-H., Huang, H.-Y.","Understanding customers' repeat purchase intentions in B2C e-commerce: The roles of utilitarian value, hedonic value and perceived risk",2014,Information Systems Journal,Article,CHILD
"Davis, F.D.","Perceived usefulness, perceived ease of use, and user acceptance of information technology",1989,MIS Quarterly: Management Information Systems,Article,CHILD
"Davison, R.M.",Editorial - cultural bias in reviews and mitigation options,2014,Information Systems Journal,Editorial,CHILD
"Davison, R.M., Martinsons, M.G., Kock, N.",Principles of canonical action research,2004,Information Systems Journal,Article,CHILD
"Davison, R.M., Martinsons, M.G., Ou, C.X.J.",The roles of theory in canonical action research,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Davison, R.M., Martinsons, M.G., Ou, C.X.J., Murata, K., Drummond, D., Li, Y., Lo, H.W.H.",The ethics of IT professionals in Japan and China,2009,Journal of the Association for Information Systems,Article,CHILD
"Davison, R.M., Ou, C.X.J., Martinsons, M.G.",Information technology to support informal knowledge sharing,2013,Information Systems Journal,Article,CHILD
"Descola, P.",The Spears of Twilight,1996,The Spears of Twilight,Article,CHILD
"Deuze, M.",Convergence culture in the creative industries,2007,International Journal of Cultural Studies,Article,CHILD
"Farh, J.-L., Tsui, A.S., Xin, K., Cheng, B.-S.",The Influence of Relational Demography and Guanxi: The Chinese Case,1998,Organization Science,Article,CHILD
"Gordon, M.E., Slade, L.A., Schmitt, N.",Student guinea pigs: Porcine predictors and particularistic phenomena,1987,Academy of Management Review,Article,CHILD
"Gregor, S., Klein, G.",Eight obstacles to overcome in the theory testing genre,2014,Journal of the Association for Information Systems,Editorial,CHILD
"Hempel, P.S., Martinsons, M.G.",Developing international organizational change theory using cases from China,2009,Human Relations,Article,CHILD
"Hofstede, G.",Culture's consequences: International differences in work-related values,1980,Culture's Consequences: International Differences in Work-related Values,Article,CHILD
"Hofstede, G.",Culture's consequences,1980,Culture's Consequences,Article,CHILD
"Hofstede, G., Bond, M.H.",The Confucius connection: From cultural roots to economic growth,1988,Organizational Dynamics,Article,CHILD
"Keen, P.G.W.","Relevance and rigor in information systems research: Improving quality, confidence, cohesion and impact",1991,Information Systems Research: Contemporary Approaches and Emergent Traditions,Article,CHILD
"Lafley, A.G., Martin, R.L.",Playing to win: How strategy really works,2013,Playing to Win: How Strategy Really Works,Article,CHILD
"Lee, A.S., Baskerville, R.L.",Generalizing Generalizability in Information Systems Research,2003,Information Systems Research,Article,CHILD
"Lee, A.S., Baskerville, R.L.",Conceptualizing generalizability: New contributions and a reply,2012,MIS Quarterly: Management Information Systems,Review,CHILD
"Lee, A.S., Dennis, A.R.",A hermeneutic interpretation of a controlled laboratory experiment: A case study of decision-making with a group support system,2012,Information Systems Journal,Article,CHILD
"Leung, T.K.P., Lai, K.-H., Chan, R.Y.K., Wong, Y.H.",The roles of xinyong and guanxi in Chinese relationship marketing,2005,European Journal of Marketing,Article,CHILD
"Lowry, P.B., Zhang, D., Zhou, L., Fu, X.","Effects of culture, social presence, and group composition on trust in technology-supported decision-making groups",2010,Information Systems Journal,Article,CHILD
"Martinsons, M.G.",Relationship-based e-commerce: Theory and evidence from China,2008,Information Systems Journal,Article,CHILD
"Martinsons, M.G., Davison, R.M., Martinsons, V.",How culture influences IT-enabled organizational change and information systems,2009,Communications of the ACM,Article,CHILD
"Martinsons, M.G., Ma, D.",Sub-cultural differences in information ethics across China: Focus on Chinese management generation gaps,2009,Journal of the Association for Information Systems,Article,CHILD
"Martinsons, M.G., Westwood, R.I.",Management information systems in the Chinese business culture: An explanatory theory,1997,Information and Management,Article,CHILD
"Myers, M.D., Tan, F.B.",Beyond models of national culture in information systems research,2002,Journal of Global Information Management,Article,CHILD
"Ng, K.-Y., Chua, R.Y.J.",Do I Contribute More When I Trust More? Differential Effects of Cognition- and Affect-Based Trust,2006,Management and Organization Review,Article,CHILD
"Ou, C.X., Pavlou, P.A., Davison, R.M.",Swift guanxi in online marketplaces: The role of computer-mediated communication technologies,2014,MIS Quarterly: Management Information Systems,Article,CHILD
"Ou, C.X., Sia, C.L.",Consumer trust and distrust: An issue of website design,2010,International Journal of Human Computer Studies,Article,CHILD
"Ramachandran, S., Rao, C., Goles, T., Dhillon, G.",Variations in information security cultures across professions: A qualitative study,2013,Communications of the Association for Information Systems,Article,CHILD
"Recker, J.",Scientific Research in Information Systems: A Beginner's Guide,2013,Scientific Research in Information Systems,Article,CHILD
"Robey, D., Markus, M.L.",Beyond Rigor and Relevance: Producing Consumable Research about Information Systems,1998,Information Resources Management Journal (IRMJ),Article,CHILD
"Sarker, S., Sahay, S.",Implications of space and time for distributed work: An interpretive study of US-Norwegian systems development teams,2004,European Journal of Information Systems,Article,CHILD
"Seddon, P.B., Scheepers, R.",Towards the improved treatment of generalization of knowledge claims in IS research: Drawing general conclusions from samples,2012,European Journal of Information Systems,Article,CHILD
"Snell, R.S., M-K Chak, A., Taylor, K.F.",The Impact of Moral Ethos on How Ethical Dilemmas are Experienced and Resolved in Six Hong Kong Companies,1996,Management Research News,Review,CHILD
"Speier, C., Morris, M.G.",The influence of query interface design on decision-making performance,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Sue-Chan, C., Dasborough, M.T.",The influence of relation-based and rule-based regulations on hiring decisions in the Australian and Hong Kong Chinese cultural contexts,2006,International Journal of Human Resource Management,Article,CHILD
"Tan, B.L.B.",Researching managerial values: A cross-cultural comparison,2002,Journal of Business Research,Article,CHILD
"Triandis, H.C.",Individualism and collectivism,1995,Individualism and Collectivism,Article,CHILD
"Tsui, A.S.",Contributing to global management knowledge: A case for high quality indigenous research,2004,Asia Pacific Journal of Management,Article,CHILD
"Venkatesh, V., Sykes, T.A., Venkatraman, S.",Understanding e-Government portal use in rural India: Role of demographic and personality characteristics,2014,Information Systems Journal,Article,CHILD
"Voelpel, S.C., Han, Z.",Managing knowledge sharing in China: The case of Siemens ShareNet,2005,Journal of Knowledge Management,Article,CHILD
"Weber, R.",Evaluating and developing theories in the information systems discipline,2012,Journal of the Association for Information Systems,Article,CHILD
"Wegner, D.M.",Transactive memory: A contemporary analysis of the group mind,1987,Theories of Group Behavior,Article,CHILD
"Weick, K.E.",Theory construction as disciplined imagination,1989,Academy of Management Review,Article,CHILD
"Young, M.-L., Kuo, F.-Y., Myers, M.D.",To share or not to share: A critical research perspective on knowledge management systems,2012,European Journal of Information Systems,Article,CHILD
"Zhong, X., Huang, Q., Davison, R.M., Yang, X., Chen, H.",Empowering teams through social network ties,2012,International Journal of Information Management,Article,CHILD
Reference Count: 57,,,,,
,,,,,
"Joslin R., Müller R.",Relationships between a project management methodology and project success in different project governance contexts,2015,International Journal of Project Management,Article,PARENT
"Abednego, M.P., Ogunlana, S.O.",Good project governance for proper risk allocation in public-private partnerships in Indonesia,2006,International Journal of Project Management,Article,CHILD
"Abowd, G.D., Dey, A.K., Brown, P.J., Davies, N., Smith, M., Steggles, P.",Towards a better understanding of context and context-awareness,1999,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Atkinson, R.","Project management: Cost, time and quality, two best guesses and a phenomenon, its time to accept other success criteria",1999,International Journal of Project Management,Article,CHILD
"Aubry, M., Müller, R., Hobbs, B., Blomquist, T.",Project management offices in transition,2010,International Journal of Project Management,Article,CHILD
"Belassi, W., Tukel, O.I.",A new framework for determining critical success/failure factors in projects,1996,International Journal of Project Management,Article,CHILD
"Biedenbach, T., Müller, R.",Paradigms in project management research: examples from 15 years of IRNOP conferences,2011,International Journal of Managing Projects in Business,Review,CHILD
"Biesenthal, C., Wilden, R.",Multi-level project governance: Trends and opportunities,2014,International Journal of Project Management,Article,CHILD
"Bjorner, Dines, Druffel, Larry",Position statement: ICSE-12 Workshop on Industrial Experience Using Formal Methods,1990,Proceedings - International Conference on Software Engineering,Conference Paper,CHILD
"Brown, S.L., Eisenhardt, K.M.",The art of continuous change: Linking complexity theory and time-paced evolution in relentlessly shifting organizations,1997,Administrative Science Quarterly,Article,CHILD
"Clarke, T.",Theories of Corporate Governance: The Philosophical Foundations of Corporate Governance,2004,Theories of Corporate Governance: The Philosophical Foundations of Corporate Governance,Article,CHILD
"Clegg, S.",Weber and Foucault: Social Theory for the Study of Organizations,1994,Organization,Article,CHILD
"Cooke-Davies, T.","The """"real"""" success factors on projects",2002,International Journal of Project Management,Article,CHILD
"Crawford, L., Pollack, J.",How generic are project management knowledge and practice?,2007,Project Management Journal,Article,CHILD
"Curlee, W.",Modern virtual project management: The effects of a centralized and decentralized project management office,2008,Project Management Journal,Article,CHILD
"Dinsmore, P.C., Rocha, L.",Enterprise Project Governance,2012,Enterprise Project Governance,Article,CHILD
"Donaldson, L.",The contingency theory of organizational design: Challenges and opportunities,2006,Organization Design: The Evolving State-of-the-Art,Article,CHILD
"Fortune, J., White, D.",Framing of project critical success factors by a systems model,2006,International Journal of Project Management,Article,CHILD
"Fortune, J., White, D., Jugdev, K., Walker, D.",Looking again at current practice in project management,2011,International Journal of Managing Projects in Business,Article,CHILD
"Freeman, M., Beale, P.",Measuring project success,1992,Project Management Journal,Article,CHILD
"Hanisch, B., Wald, A.",A bibliometric view on the use of contingency theory in project management research,2012,Project Management Journal,Article,CHILD
"Harrington, H.J., Voehl, F., Zlotin, B., Zusman, A.","The Directed Evolution methodology: A collection of tools, software and methods for creating systemic change",2012,The TQM Journal,Article,CHILD
"Hernandez, M.",Toward an understanding of the psychology of stewardship,2012,Academy of Management Review,Article,CHILD
"Hobbs, B., Aubry, M., Thuillier, D.",The project management office as an organisational innovation,2008,International Journal of Project Management,Article,CHILD
"Hoegl, M., Gemuenden, H.G.",Teamwork Quality and the Success of Innovative Projects: A Theoretical Concept and Empirical Evidence,2001,Organization Science,Article,CHILD
"Hyväri, I.",Success of projects in different organizational conditions,2006,Project Management Journal,Article,CHILD
"Ika, L.A.",Project success as a topic in project management journals,2009,Project Management Journal,Article,CHILD
"Andersen, E.S., Jessen, S.A.",Project evaluation scheme: A tool for evaluating project status and predicting project results,2000,Project Management,Article,CHILD
"Jha, K.N., Iyer, K.C.",Critical determinants of project coordination,2006,International Journal of Project Management,Article,CHILD
"Jugdev, K., Müller, R.",A retrospective look at our evolving understanding of project success,2005,Project Management Journal,Article,CHILD
"Jugdev, K., Thomas, J., Delisle, C.L.",Rethinking project management: Old truths and new insights,2001,Project Management Journal,Article,CHILD
"Khan, K., Turner, J.R., Maqsood, T.",Factors that influence the success of public sector projects in Pakistan,2013,Proceedings of IRNOP 2013 Conference,Article,CHILD
"Klakegg, O.J., Williams, T., Magnussen, O.M., Glasspool, H.",Governance frameworks for public project development and estimation,2008,Project Management Journal,Article,CHILD
"Mengel, T., Cowan-Sahadath, K., Follert, F.","The value of project management to organizations in Canada and Germany, or do values add value? Five case studies",2009,Project Management Journal,Article,CHILD
"Miller, R., Hobbs, B.",Governance regimes for large complex projects,2005,Project Management Journal,Article,CHILD
"Milosevic, D., Patanakul, P.",Standardized project management may increase development projects success,2005,International Journal of Project Management,Article,CHILD
"Müller, R.",Project Governance,2009,Project Governance,Article,CHILD
"Müller, R., Jugdev, K.","Critical success factors in projects: Pinto, Slevin, and Prescott – the elucidation of project success",2012,International Journal of Managing Projects in Business,Review,CHILD
"Müller, R., Lecoeuvre, L.",Operationalizing governance categories of projects,2014,International Journal of Project Management,Article,CHILD
"Müller, R., Turner, R.",The Influence of Project Managers on Project Success Criteria and Project Success by Type of Project,2007,European Management Journal,Article,CHILD
"Müller, R., Geraldi, J., Turner, J.R.",Relationships between leadership and success in different types of project complexities,2012,IEEE Transactions on Engineering Management,Article,CHILD
"Müller, R., Andersen, E.S., Kvalnes, O., Shao, J., Sankaran, S., Rodney Turner, J., Biesenthal, C., Walker, D., Gudergan, S.","The interrelationship of governance, trust, and ethics in temporary organizations",2013,Project Management Journal,Article,CHILD
"Müller, R., Pemsel, S., Shao, J.",Organizational enablers for governance and governmentality of projects: A literature review,2014,International Journal of Project Management,Article,CHILD
"Ouchi, W.G.","Markets, bureaucracies, and clans",1980,Administrative Science Quarterly,Article,CHILD
"Ouchi, W., Price, R.","Hierarchies, clans, and Theory Z: a new perspective on organization development",1978,Organ. Dyn.,Article,CHILD
"Packendorff, J.",Inquiring into the temporary organization: New directions for project management research,1995,Scandinavian Journal of Management,Article,CHILD
"H Payne, J., Rodney Turner, J.",Company-wide project management: The planning and control of programmes of projects of different type,1999,International Journal of Project Management,Article,CHILD
"Pinto, J.K.","Project management, governance, and the normalization of deviance",2014,International Journal of Project Management,Article,CHILD
"Pinto, J.K., Slevin, D.P.",Project success: Definitions and measurement techniques,1988,Project Management Journal,Article,CHILD
"Podsakoff, P.M., Organ, D.W.",Self-Reports in Organizational Research: Problems and Prospects,1986,Journal of Management,Article,CHILD
"Renz, P.",Project governance: implementing corporate governance and business ethics in nonprofit organizations,2008,J. Manag. Governance,Article,CHILD
"Ruparelia, N.B.",Software development lifecycle models,2010,SIGSOFT Softw. Eng. Notes,Article,CHILD
"Sauser, B.J., Reilly, R.R., Shenhar, A.J.",Why projects fail? How contingency theory can provide new insights - A comparative analysis of NASA's Mars Climate Orbiter loss,2009,International Journal of Project Management,Article,CHILD
"Schultz, R.L., Slevin, D.P., Pinto, J.K.",Strategy and tactics in a process model of project implementation,1987,Interfaces,Article,CHILD
"Sharma, S., Durand, R.M., Gur-Arie, O.",Identification and analysis of moderator variables,1981,Journal of Marketing Research,Article,CHILD
"Shenhar, A.J., Levy, O., Dvir, D.",Mapping the dimensions of project success,1997,Project Management Journal,Article,CHILD
"Shenhar, A.J., Dvir, D., Levy, O., Maltz, A.C.",Project success: A multidimensional strategic concept,2001,Long Range Planning,Article,CHILD
"Shenhar, A.J., Dvir, D., Lechier, T., Poli, M.",One size does not fit all-true for projects true for frameworks,2002,Proceedings of PMI Research Conference,Article,CHILD
"Shenhar, A.J., Tishler, A., Dvir, D., Lipovetsky, S., Lechler, T.","Refining the search for project success factors: A multivariate, typological approach",2002,R and D Management,Article,CHILD
"Shenhar, A., Dvir, D., Milosevic, D., Mulenburg, J., Patanakul, P., Reilly, R., Ryan, M., Sage, A., Sauser, B., Srivannaboon, S., Stefanovic, J., Thamhain, H.",Toward a nasa-specific project management framework,2005,EMJ - Engineering Management Journal,Article,CHILD
"Tishler, A., Dvir, D., Shenhar, A., Lipovetsky, S.",Identifying critical success factors in defense development projects: A multivariate analysis,1996,Technological Forecasting and Social Change,Article,CHILD
"Turner, J.R.",Towards a theory of project management: The nature of the project governance and project management,2006,International Journal of Project Management,Editorial,CHILD
"Turner, J.R., Keegan, A.",Mechanisms of governance in the project-based organization: Roles of the broker and steward,2001,European Management Journal,Article,CHILD
"Turner, J.R., Müller, R.",Choosing appropriate project managers: matching their leadership style to the type of project,2006,Choosing Appropriate Project Managers: Matching Their Leadership Style to the Type of Project,Article,CHILD
"Rodney Turner, J., Müller, R., Dulewicz, V.",Comparing the leadership styles of functional and project managers,2009,International Journal of Managing Projects in Business,Article,CHILD
"Turner, R., Ledwith, A., Kelly, J.",Project management in small to medium-sized enterprises: Matching processes to the nature of the firm,2010,International Journal of Project Management,Article,CHILD
"Vaskimo, J.",Project management methodologies: an invitation for research,2011,"IPMA World Congress 2011 on October 12, 2011 in Brisbane, Queensland",Article,CHILD
"Walker, D.H.T., Segon, M., Rowlinson, S.",Business ethics and corporate citizenship,2007,Procurement Systems: A Cross-Industry Project Management Perspective,Book Chapter,CHILD
"Wells, H.",How effective are project management methodologies? An explorative evaluation of their benefits in practice,2012,Project Management Journal,Article,CHILD
"Wells, H.",An exploratory examination into the implications of type-agnostic selection and application of project management methodologies (PMMs) for managing and delivering IT/IS projects,2013,"Proceedings IRNOP 2013 Conference, June 17-19, 2013, Oslo, Norway",Article,CHILD
"White, D., Fortune, J.",Current practice in project management - An empirical study,2002,International Journal of Project Management,Article,CHILD
"Winch, G.M.",Governing the project process: A conceptual framework,2001,Construction Management and Economics,Article,CHILD
Reference Count: 71,,,,,
,,,,,
"Havermans L.A., Keegan A., Den Hartog D.N.",Choosing your words carefully: Leaders' narratives of complex emergent problem resolution,2015,International Journal of Project Management,Article,PARENT
"Aaltonen, K., Jaakko, K., Tuomas, O.",Stakeholder salience in global projects,2008,International Journal of Project Management,Article,CHILD
"Alderman, N., Ivory, C., McLoughlin, I., Vaughan, R.",Sense-making as a process within complex service-led projects,2005,International Journal of Project Management,Article,CHILD
"Amtoft, M.",Storytelling as a support tool for project management,1994,International Journal of Project Management,Article,CHILD
"Baccarini, D.",The concept of project complexity - A review,1996,International Journal of Project Management,Article,CHILD
"Bartel, C.A., Garud, R.",The role of narratives in sustaining organizational innovation,2009,Organization Science,Article,CHILD
"Ochs, E.",Narrative,1997,Discourse As Structure and Process,Article,CHILD
"Beck, T.E., Plowman, D.A.",Experiencing rare and unusual events richly: The role of middle managers in animating and guiding organizational interpretation,2009,Organization Science,Article,CHILD
"Blomquist, T., Hällgren, M., Nilsson, A., Söderholm, A.",Project-as-practice: In search of project management research that matters,2010,Project Management Journal,Article,CHILD
"Boddy, D., Paton, R.",Responding to competing narratives: Lessons for project managers,2004,International Journal of Project Management,Article,CHILD
"Bogner, W.C., Barr, P.S.",Making Sense in Hypercompetitive Environments: A Cognitive Explanation for the Persistence of High Velocity Competition,2000,Organization Science,Article,CHILD
"Boje, D.M., Oswick, C., Ford, J.D.",Language and organization: The doing of discourse,2004,Academy of Management Review,Editorial,CHILD
"Bowen, P.A., Edwards, P.J.",Interpersonal communication in cost planning during the building design phase,1996,Construction Management and Economics,Article,CHILD
"Cicmil, S., Williams, T., Thomas, J., Hodgson, D.",Rethinking Project Management: Researching the actuality of projects,2006,International Journal of Project Management,Article,CHILD
"Cooke-Davies, T., Cicmil, S., Crawford, L., Richardson, K.","We're not in Kansas anymore, Toto: Mapping the strange landscape of complexity theory, and its relationship to project management",2007,Project Management Journal,Article,CHILD
"Cunliffe, A.L.",Managers as practical authors: Reconstructing our understanding of management practice,2001,Journal of Management Studies,Article,CHILD
"Cunliffe, A., Coupland, C.",From hero to villain to hero: Making experience sensible through embodied narrative sensemaking,2012,Human Relations,Article,CHILD
"De Dreu, C.K.",When too little or too much hurts: Evidence for a curvilinear relationship between task conflict and innovation in teams,2006,Journal of Management,Article,CHILD
"Deuten, J.J., Rip, A.",Narrative Infrastructure in Product Creation Processes,2000,Organization,Article,CHILD
"Dewulf, A., Gray, B., Putnam, L., Lewicki, R., Aarts, N., Bouwen, R., Van Woerkum, C.",Disentangling approaches to framing in conflict and negotiation research: A meta-paradigmatic perspective,2009,Human Relations,Article,CHILD
"Dutton, J.E., Jackson, S.E.",Categorizing strategic issues: Links to organizational action,1987,Academy of Management Review,Article,CHILD
"Fairhurst, G.T.",Considering context in discursive leadership research,2009,Human Relations,Article,CHILD
"Farh, J.-L., Lee, C., Farh, C.I.C.",Task Conflict and Team Creativity: A Question of How Much and When,2010,Journal of Applied Psychology,Article,CHILD
"Fincham, R.",Narratives of success and failure in systems development,2002,British Journal of Management,Article,CHILD
"Flyvbjerg, B.",From nobel prize to project management: Getting risks right,2006,Project Management Journal,Article,CHILD
"Gebert, D., Boerner, S., Kearney, E.",Fostering team innovation: Why is it important to combine opposing action strategies?,2010,Organization Science,Article,CHILD
"Geraldi, J., Maylor, H., Williams, T.","Now, let's make it really complex (complicated): A systematic review of the complexities of projects",2011,International Journal of Operations and Production Management,Review,CHILD
"Gil, N.A.",Language as a resource in project management: A case study and a conceptual framework,2010,IEEE Transactions on Engineering Management,Article,CHILD
"Hanisch, B., Wald, A.",Effects of complexity on the success of temporary organizations: Relationship quality and transparency as substitutes for formal coordination mechanisms,2014,Scandinavian Journal of Management,Article,CHILD
"Hargadon, A.B., Bechky, B.A.",When collections of creatives become creative collectives: A field study of problem solving at work,2006,Organization Science,Review,CHILD
