Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Bergström, J., Van Winsen, R., Henriqson, E.",On the rationale of resilience in the domain of safety: A literature review,2015,Reliability Engineering and System Safety,Article,CHILD
"Broadribb, M.P.",What have we really learned? Twenty five years after Piper Alpha,2015,Process Safety Progress,Article,CHILD
"Carr, A.",Chipotle eats itself,2018,[No title available],Article,CHILD
"Carlo, J.L., Lyytinen, K., Boland Jr., R.J.",Dialectics of collective minding: Contradictory appropriations of information technology in a high-risk project,2012,MIS Quarterly: Management Information Systems,Review,CHILD
"Chassin, M.R., Loeb, J.M.","The ongoing quality improvement journey: Next stop, high reliability",2011,Health Affairs,Article,CHILD
"Chassin, M.R., Loeb, J.M.",High-reliability health care: Getting there from here,2013,Milbank Quarterly,Article,CHILD
"Costella, M.F., Saurin, T.A., de Macedo Guimarães, L.B.",A method for assessing health and safety management systems from the resilience engineering perspective,2009,Safety Science,Article,CHILD
"Crosby, P.B.",Quality is Free: The Art of Making Quality Certain,1979,Quality Is Free,Article,CHILD
"Fernandez, O., Labib, A.W., Walmsley, R., Petty, D.J.",A decision support maintenance management system: Development and implementation,2003,International Journal of Quality and Reliability Management,Article,CHILD
"Grabowsky, M., Roberts, K.H.",Reliability seeking virtual organizations Challenges for high reliability organizations and resilience engineering,2016,Saf. Sci.,Article,CHILD
"Gupta, A.",Organization's size and span of control,2010,Pract. Manage.: Transform. Theories Practices,Article,CHILD
"Hudson, P.",Implementing a safety culture in a major multi-national,2007,Safety Science,Article,CHILD
"Haavik, T.K., Antonsen, S., Rosness, R., Hale, A.",HRO and RE: a pragmatic perspective,2016,Saf. Sci.,Article,CHILD
"Harvey, E.J., Waterson, P., Dainty, A.R.",Applying HRO and resilience engineering to construction: Barriers and opportunities,2016,Saf. Sci.,Article,CHILD
"Introna, V., Cesarotti, V., Benedetti, M., Biagiotti, S., Rotunno, R.",Energy Management Maturity Model: An organizational tool to foster the continuous reduction of energy consumption in companies,2014,Journal of Cleaner Production,Article,CHILD
"Jeffcott, S., Pidgeon, N., Weyman, A., Walls, J.","Risk, trust, and safety culture in U.K. train operating companies",2006,Risk Analysis,Article,CHILD
"Kosieradzka, A.",Maturity Model for Production Management,2017,Procedia Engineering,Conference Paper,CHILD
"Labib, A.",Learning from Failures: Decision Analysis of Major Disasters,2014,Learning from Failures: Decision Analysis of Major Disasters,Book,CHILD
"Labib, A., Harris, M.J.",Learning how to learn from failures: The Fukushima nuclear disaster,2015,Engineering Failure Analysis,Article,CHILD
"Labib, A., Read, M.",Not just rearranging the deckchairs on the Titanic: Learning from failures through Risk and Reliability Analysis,2013,Safety Science,Article,CHILD
"Labib, A., Read, M.",A hybrid model for learning from failures: The Hurricane Katrina disaster,2015,Expert Systems with Applications,Article,CHILD
"Le Coze, J.C.",Vive la diversité! High Reliability Organisation (HRO) and Resilience Engineering (RE),2016,Safety Science,Article,CHILD
"Li, W., Zhang, L., Liang, W.",An Accident Causation Analysis and Taxonomy (ACAT) model of complex industrial system from both system safety and control theory perspectives,2017,Safety Science,Article,CHILD
"Miller, B.M., Horsley, S.",Digging deeper: Crisis management in the coal industry,2009,Journal of Applied Communication Research,Article,CHILD
"Moura, R., Beer, M., Patelli, E., Lewis, J., Knoll, F.",Learning from major accidents to improve system design,2016,Safety Science,Article,CHILD
"Nestle, M.",Safe food: The politics of food safety,2010,Safe Food: The Politics of Food Safety,Article,CHILD
"Nikkhou, S., Taghizadeh, K., Hajiyakhchali, S.",Designing a portfolio management maturity model (elena),2016,Procedia - Social and Behavioral Sciences,Article,CHILD
"O'Neil, P.D.",High reliability systems and the provision of a critical transportation service,2011,Journal of Contingencies and Crisis Management,Article,CHILD
"O'Neil, P.D., Krane, D.",Policy and Organizational Change in the Federal Aviation Administration: The Ontogenesis of a High-Reliability Organization,2012,Public Administration Review,Article,CHILD
"Perrow, C.",Normal Accidents: Living with High Risk Technologies,2011,Normal Accidents: Living with High Risk Technologies,Book,CHILD
"Provera, B., Montefusco, A., Canato, A.",A 'No Blame' approach to organizational learning,2010,British Journal of Management,Article,CHILD
"Righi, A.W., Saurin, T.A., Wachs, P.",A systematic literature review of resilience engineering: Research areas and a research agenda proposal,2015,Reliability Engineering and System Safety,Review,CHILD
"Riley, W.",High reliability and implications for nursing leaders,2009,Journal of Nursing Management,Article,CHILD
"Saka-Helmhout, A.",Unravelling learning within multinational corporations,2007,British Journal of Management,Article,CHILD
"Samuels, J.G.",The application of high-reliability theory to promote pain management,2010,Journal of Nursing Administration,Article,CHILD
"Savioja, P., Norros, L., Salo, L., Aaltonen, I.",Identifying resilience in proceduralised accident management activity of NPP operating crews,2014,Safety Science,Article,CHILD
"Boin, A., Schulman, P.",Assessing NASA's safety culture: The limits and possibilities of high-reliability theory,2008,Public Administration Review,Review,CHILD
"Stringfield, S., Reynolds, D., Schaffer, E.C.",Improving secondary students' academic achievement through a focus on reform reliability: 4- and 9-year findings from the High Reliability Schools project,2008,School Effectiveness and School Improvement,Review,CHILD
"Sullivan, J.L., Rivard, P.E., Shin, M.H., Rosen, A.K.",Applying the high reliability health care maturity model to assess hospital performance: A VA case study,2016,Joint Commission Journal on Quality and Patient Safety,Article,CHILD
"Taylor, D.L., Angelle, P.S.",High Reliability Organisations and Transformational Leadership as Lenses for Examining a School Improvement Effort,2000,[No title available],Article,CHILD
"Tsoukas, H., Mylonopoulos, N.",Introduction: Knowledge Construction and Creation in Organizations,2004,British Journal of Management,Review,CHILD
"Un, C.A., Cuervo-Cazurra, A.",Strategies for Knowledge Creation in Firms,2004,British Journal of Management,Review,CHILD
"Valorinta, M.",Information technology and mindfulness in organizations,2009,Industrial and Corporate Change,Article,CHILD
"Vogus, T.J., Sutcliffe, K.M.",The Safety Organizing Scale: Development and validation of a behavioral measure of safety culture in hospital nursing units,2007,Medical Care,Article,CHILD
"Vogus, T.J., Sutcliffe, K.M.","The impact of safety organizing, trusted leadership, and care pathways on reported medication errors in hospital nursing units",2007,Medical Care,Article,CHILD
"Vogus, T.J., Cooil, B., Sitterding, M., Everet, L.Q.","Safety organizing, emotional exhaustion, and turnover in hospital nursing units",2014,Medical Care,Article,CHILD
"Waring, A.",Managerial and non-technical factors in the development of human-created disasters: A review and research agenda,2015,Safety Science,Review,CHILD
"Weick, K.E.",Puzzles in organizational learning: An exercise in disciplined imagination,2002,British Journal of Management,Article,CHILD
"Weick, K.E., Sutcliffe, K.M.",Managing the unexpected: sustained performance in a complex world,2015,Managing the Unexpected: Sustained Performance in a Complex World,Article,CHILD
"Zietsma, C., Winn, M., Branzei, O., Vertinsky, I.",The war of the woods: Facilitators and impediments of organizational learning processes,2002,British Journal of Management,Article,CHILD
Reference Count: 57,,,,,
,,,,,
"Hernantes J., Maraña P., Gimenez R., Sarriegi J.M., Labaka L.",Towards resilient cities: A maturity model for operationalizing resilience,2019,Cities,Article,PARENT
"Aldunce, P., Beilin, R., Handmer, J., Howden, M.",Stakeholder participation in building resilience to disasters in a changing climate,2016,Environmental Hazards,Review,CHILD
"Cavallo, A., Ireland, V.",Preparing for complex interdependent risks: A System of Systems approach to building disaster resilience,2014,International Journal of Disaster Risk Reduction,Article,CHILD
"Collier, M.J., Nedović-Budić, Z., Aerts, J., Connop, S., Foley, D., Foley, K., Newport, D., McQuaid, S., Slaev, A., Verburg, P.",Transitioning to resilience and sustainability in urban communities,2013,Cities,Article,CHILD
"Desouza, K.C., Flanery, T.H.","Designing, planning, and managing resilient cities: A conceptual framework",2013,Cities,Article,CHILD
"Gonzalez, J., Bang, M., Eden, C., Eriksson, H., Gimenez, R., Hernantes, J., Howick, S., Marana, P., Pyrko, I., Radianti, J., Rankin, A., Sarriegi, J.",Stalking Resilience: Cities as Vertebrae in Society's Resilience Backbone,2017,[No title available],Article,CHILD
"Hernantes, J., Labaka, L., Laugé, A., Sarriegi, J.M.",Group model building: A collaborative modelling methodology applied to critical infrastructure protection,2012,International Journal of Organizational Design and Engineering,Article,CHILD
"Jabareen, Y.",Planning the resilient city: Concepts and strategies for coping with climate change and environmental risk,2013,Cities,Article,CHILD
"Kontokosta, C.E., Malik, A.",The Resilience to Emergencies and Disasters Index: Applying big data to benchmark and validate neighborhood resilience capacity,2018,Sustainable Cities and Society,Article,CHILD
"Lu, P., Stead, D.","Understanding the notion of resilience in spatial planning: A case study of Rotterdam, The Netherlands",2013,Cities,Article,CHILD
"Malalgoda, C., Amaratunga, D., Haigh, R.",Challenges in creating a disaster resilient built environment,2014,Procedia Economics and Finance,Article,CHILD
"Meerow, S., Newell, J.P., Stults, M.",Defining urban resilience: A review,2016,Landscape and Urban Planning,Review,CHILD
"Park, J., Seager, T.P., Rao, P.S.C., Convertino, M., Linkov, I.",Integrating risk and resilience approaches to catastrophe management in engineering systems,2013,Risk Analysis,Note,CHILD
"Serre, D., Barroca, B., Balsells, M., Becue, V.",Contributing to urban resilience to floods with neighbourhood design: the case of Am Sandtorkai/Dalmannkai in Hamburg,2018,Journal of Flood Risk Management,Conference Paper,CHILD
"Serre, D., Heinzlef, C.",Assessing and mapping urban resilience to floods with respect to cascading effects through critical infrastructure networks,2018,International Journal of Disaster Risk Reduction,Article,CHILD
Smart Mature Resilience,Smart mature resilience,2016,Smart Mature Resilience,Article,CHILD
Smart Mature Resilience,Delphi analysis report,2016,[No title available],Article,CHILD
"Spaans, M., Waterhout, B.",Building up resilience in cities worldwide – Rotterdam as participant in the 100 Resilient Cities Programme,2017,Cities,Article,CHILD
UNISDR (United Nations International Strategy for Disaster Reduction),Sendai Framework for Disaster Risk Reduction 2015–2030,2015,Sendai Framework for Disaster Risk Reduction 2015-2030,Article,CHILD
"Voorberg, W.H., Bekkers, V.J.J.M., Tummers, L.G.",A Systematic Review of Co-Creation and Co-Production: Embarking on the social innovation journey,2015,Public Management Review,Article,CHILD
"Weichselgartner, J., Kelman, I.",Geographies of resilience: Challenges and opportunities of a descriptive concept,2014,Progress in Human Geography,Article,CHILD
"Wendler, R.",The maturity of maturity model research: A systematic mapping study,2012,Information and Software Technology,Conference Paper,CHILD
Reference Count: 21,,,,,
,,,,,
"Cukier D., Kon F.",A maturity model for software startup ecosystems,2018,Journal of Innovation and Entrepreneurship,Article,PARENT
"Abrahamsson, P., Salo, O., Ronkainen, J., Warsta, J.",Agile software development methods - review and analysis,2002,Agile Software Development Methods: Review and Analysis,Article,CHILD
"Acs, Z.J., Armington, C.",Employment growth and entrepreneurial activity in cities,2004,Regional Studies,Article,CHILD
"Acs, Z.J., Szerb, L., Autio, E.",The global entrepreneurship and development index,2015,Global Entrepreneurship and Development Index 2014,Article,CHILD
"Bell-Masterson, J., Stangler, D.",Measuring an entrepreneurial ecosystem,2015,Available at SSRN,Article,CHILD
"Berbegal-Mirabent, J., Sabaté, F., Cañabate, A.",Brokering knowledge from universities to the marketplace: The role of knowledge transfer offices,2012,Management Decision,Article,CHILD
"Björklund, T., Krueger, N.",Generating resources through co-evolution of entrepreneurs and ecosystems,2015,J. Enterprising Communities,Article,CHILD
"Blank, S.",The Four Steps to the Epiphany,2005,The Four Steps to the Epiphany,Article,CHILD
"Brännback, M., Carsrud, A., Krueger, N., Elfving, J.",Challenging the triple helix model of regional innovation systems: A venture-centric model,2008,International Journal of Technoentrepreneurship,Article,CHILD
"Breznitz, D., Taylor, M.",The communal roots of entrepreneurial-technological growth - social fragmentation and stagnation: Reflection on Atlanta's technology cluster,2014,Entrepreneurship and Regional Development,Article,CHILD
"Cukier, D., Kon, F., Krueger, N.O.",Designing a maturity model for software startup ecosystems,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Cukier, D., Kon, F., Thomas, L.S.",Software startup ecosystems evolution: The New York City case study,2016,Proceedings 2Nd International Workshop on Software Startups,Article,CHILD
"Etzkowitz, H., Leydesdorff, L.","The dynamics of innovation: From National Systems and """"mode 2"""" to a Triple Helix of university-industry-government relations",2000,Research Policy,Article,CHILD
"Feldman, M.P.",The University and Economic Development: The Case of Johns Hopkins University and Baltimore,1994,Economic Development Quarterly,Article,CHILD
"Feld, B.",Startup communities: Building an entrepreneurial ecosystem in your city,2012,Startup communities: Building an entrepreneurial ecosystem in your city,Article,CHILD
"Foster, G., Shimizu, C., Ciesinski, S., Davila, A., Hassan, S., Jia, N., Morris, R.",Entrepreneurial ecosystems around the globe and company growth dynamics,2013,Entrepreneurial Ecosystems Around the Globe and Company Growth Dynamics,Article,CHILD
"Frenkel, A., Maital, S.",Mapping national innovation ecosystems: Foundations for policy consensus,2014,Mapping National Innovation Ecosystems: Foundations for Policy Consensus,Book,CHILD
