Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Sheppard B.H., Hartwick J., Warshaw P.R.",The theory of reasoned action: A meta-analysis of past research with recommendations for modifications and future research,1988,Journal of Consumer Research,,CHILD
Sherer S.A.,Purchasing software systems. Managing the risk,1993,Information and Management,Article,CHILD
Silva L.,Post-positivist review of Technology Acceptance Model,2007,Journal of the Association for Information Systems,Review,CHILD
"Straub Jr. D.W., Burton-Jones A.","Veni, vidi, vici: Breaking the TAM logjam",2007,Journal of the Association for Information Systems,Article,CHILD
Szajna B.,Software evaluation and choice: Predictive validation of the technology acceptance instrument,1994,MIS Quarterly: Management Information Systems,Article,CHILD
Szajna B.,Empirical evaluation of the revised technology acceptance model,1996,Management Science,Article,CHILD
"Taylor S., Todd P.",Assessing IT usage: The role of prior experience,1995,MIS Quarterly: Management Information Systems,Article,CHILD
"Taylor S., Todd P.A.",Understanding information technology usage: A test of competing models,1995,Information Systems Research,Article,CHILD
"Van Den Putte B., Hoogstraten J., Meertens R.",A comparison of behavioural alternative models in the context of the theory of reasoned action,1996,British Journal of Social Psychology,Article,CHILD
"Venkatesh V., Bala H.",Technology acceptance model 3 and a research agenda on interventions,2008,Decision Sciences,Article,CHILD
"Venkatesh V., Davis F.D., Morris M.G.","Dead or alive? The development, trajectory and future of technology adoption research",2007,Journal of the Association for Information Systems,Article,CHILD
"Venkatesh V., Morris M.G., Davis G.B., Davis F.D.",User acceptance of information technology: Toward a unified view,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Warshaw P.R., Dröge C.",Economic utility versus the attitudinal perspective of consumer choice,1986,Journal of Economic Psychology,Article,CHILD
"Wixom B.H., Todd P.A.",A theoretical integration of user satisfaction and technology acceptance,2005,Information Systems Research,Article,CHILD
Reference Count: 45,,,,,
,,,,,
"Vehring N., Riemer K., Klein S.","""don't pressure me!"" exploring the anatomy of voluntariness in the organizational adoption of network technologies",2011,"International Conference on Information Systems 2011, ICIS 2011",Conference Paper,PARENT
"Agarwal R., Prasad J.",The role of innovation characteristics and perceived voluntariness in the acceptance of information technologies,1997,Decision Sciences,Article,CHILD
"Brown S.A., Massey A.P., Montoya-Weiss M.M., Burkman J.R.",Do I really have to? User acceptance of mandated technology,2002,European Journal of Information Systems,Article,CHILD
"Cameron A.F., Webster J.",Unintended consequences of emerging communication technologies: Instant messaging in the workplace,2005,Computers in Human Behavior,Article,CHILD
Davis F.D.,"Perceived usefulness, perceived ease of use, and user acceptance of information technology",1989,MIS Quarterly: Management Information Systems,Article,CHILD
"Davis F.D., Bagozzi R.P., Warshaw P.R.",User acceptance of computer technology: A comparison of two theoretical models,1989,Management Science,,CHILD
Gibson J.J.,The ecological approach to visual perception,1979,The Ecological Approach to Visual Perception,,CHILD
"Karahanna E., Straub D.W., Chervany N.L.",Information technology adoption across time: A cross-sectional comparison of pre-adoption and post-adoption beliefs,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Klein S., Vehring N., Kramer M.","Introducing real time communication: Frames, modes & rules",2010,"23rd Bled eConference eTrust: Implications for the Individual, Enterprises and Society - Proceedings",Conference Paper,CHILD
Lowry G.,Modelling user acceptance of building management systems,2002,Automation in Construction,Article,CHILD
"Moore G.C., Benbasat I.",Development of an instrument to measure the perceptions of adopting an information technology innovation,1991,Information Systems Research,Article,CHILD
Orlikowski Wanda J.,Learning from notes: Organizational issues in groupware implementation,1992,Proceedings of the Conference on Computer-Supported Cooperative Work,Conference Paper,CHILD
"Rawstorne P., Jayasuriya R., Caputi P.",An integrative model of information systems use in mandatory environments,1998,"Proceedings of the International Conference on Information Systems, ICIS 1998",Conference Paper,CHILD
"Riemer K., Frößler F.",Introducing real-time collaboration systems: Development of a conceptual scheme and research directions,2007,Communications of the Association for Information Systems,,CHILD
"Riemer K., Frößler F., Klein S.",Real time communication-modes of use in distributed teams,2007,"Proceedings of the 15th European Conference on Information Systems, ECIS 2007",Conference Paper,CHILD
Sanderson Duncan,CSCW implementation process: An interpretative model and case study of the implementation of a videoconference system,1992,Proceedings of the Conference on Computer-Supported Cooperative Work,Conference Paper,CHILD
Sewell G.,The discipline of teams: The control of team-based industrial work through electronic and peer surveillance,1998,Administrative Science Quarterly,Article,CHILD
"van Slyke C., Dick G., Case T., Ilie V.",The importance of compatibility and pressure on intentions to engage in distance learning,2010,Communications of the Association for Information Systems,Article,CHILD
"Venkatesh V., Davis F.D.",Theoretical extension of the Technology Acceptance Model: Four longitudinal field studies,2000,Management Science,Article,CHILD
"Venkatesh V., Morris M.G., Davis G.B., Davis F.D.",User acceptance of information technology: Toward a unified view,2003,MIS Quarterly: Management Information Systems,Article,CHILD
Walsham G.,Interpretive case studies in IS research: Nature and method,1995,European Journal of Information Systems,Article,CHILD
Walsham G.,Doing interpretive research,2006,European Journal of Information Systems,Article,CHILD
"Wang W., Butler J.E.",Effects of Adoption Determinants in Voluntary Contexts on IS Mandated Usage,2007,Journal of Information Science and Technology,,CHILD
Reference Count: 22,,,,,
,,,,,
Hester A.J.,A comparative analysis of the usage and infusion of wiki and non-wiki-based knowledge management systems,2011,Information Technology and Management,Article,PARENT
"Adler P.S., Kwon S.-W.",Social capital: Prospects for a new concept,2002,Academy of Management Review,Review,CHILD
"Agarwal R., Prasad J.",The role of innovation characteristics and perceived voluntariness in the acceptance of information technologies,1997,Decision Sciences,Article,CHILD
"Agarwal R., Prasad J.",The antecedents and consequents of user perceptions in information technology adoption,1998,Decision Support Systems,Article,CHILD
"Agarwal R., Prasad J.",A Conceptual and Operational Definition of Personal Innovativeness in the Domain of Information Technology,1998,Information Systems Research,Article,CHILD
"Alavi M., Leidner D.E.",Review: Knowledge management and knowledge management systems: Conceptual foundations and research issues,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Armistead C., Meakins M.",Managing knowledge in times of organisational change and restructuring,2007,Knowledge and Process Management,Article,CHILD
"Bandyopadhyay K., Fraccastoro K.A.",The effect of culture on user acceptance of information technology,2007,Communications of the Association for Information Systems,,CHILD
"Baroudi J.J., Orlikowski W.J.",The problem of statistical power in MIS research,1989,MIS Quarterly: Management Information Systems,Article,CHILD
"Bock G.-W., Zmud R.W., Kim Y.-G., Lee J.-N.","Behavioral intention formation in knowledge sharing: Examining the roles of extrinsic motivators, social-psychological forces, and organizational climate",2005,MIS Quarterly: Management Information Systems,Article,CHILD
"Burton-Jones A., Straub Jr. D.W.",Reconceptualizing system usage: An approach and empirical test,2006,Information Systems Research,Article,CHILD
Butler T.,From data to knowledge and back again: Understanding the limitations of KMS,2003,Knowledge and Process Management,Article,CHILD
Chin W.W.,How to write up and report PLS analyses,2010,Handbook of Partial Least Squares,,CHILD
"Chin W.W., Marcelin B.L., Newsted P.R.",A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and an electronic-mail emotion/adoption study,2003,Information Systems Research,Article,CHILD
"Choudhury V., Karahanna E.",The relative advantage of electronic channels: A multidimensional view,2008,MIS Quarterly: Management Information Systems,Article,CHILD
Coleman J.S.,Social capital in the creation of human capital,1988,American Journal of Sociology,,CHILD
"Compeau D.R., Higgins C.A.",Application of social cognitive theory to training for computer skills,1995,Information Systems Research,Article,CHILD
"Compeau D.R., Meister D.R., Higgins C.A.",From prediction to explanation: Reconceptualizing and extending the perceived characteristics of innovating,2007,Journal of the Association for Information Systems,Article,CHILD
Davis F.D.,"Perceived usefulness, perceived ease of use, and user acceptance of information technology",1989,MIS Quarterly: Management Information Systems,Article,CHILD
"Davis F.D., Bagozzi R.P., Warshaw P.R.",User acceptance of computer technology: A comparison of two theoretical models,1989,Management Science,,CHILD
"Eder L.B., Igbaria M.",Determinants of intranet diffusion and infusion,2001,Omega,Article,CHILD
"Erdfelder E., FAul F., Buchner A., Lang A.-G.",Statistical power analyses using G*Power 3.1: Tests for correlation and regression analyses,2009,Behavior Research Methods,Article,CHILD
"Hasan H., Pfaff C.C.",The Wiki: An environment to revolutionise employees' interaction with corporate knowledge,2006,ACM International Conference Proceeding Series,Conference Paper,CHILD
"Hester A.J., Scott J.E.",Organizational wiki usage: Aconceptual model,2007,ICIS 2007 Proceedings - Twenty Eighth International Conference on Information Systems,Conference Paper,CHILD
"Hester A.J., Scott J.E.",A conceptual model of wiki technology diffusion,2008,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Igbaria M., Pavri F.N., Huff S.L.",Microcomputer applications: An empirical look at usage,1989,Information and Management,Article,CHILD
"Kane G.C., Fichman R.G.","The shoemaker's children: Using wikis for information systems teaching, research, and publication",2009,MIS Quarterly: Management Information Systems,Article,CHILD
"Kankanhalli A., Tan B.C.Y., Wei K.-K.",Contributing knowledge to electronic knowledge repositories: An empirical investigation,2005,MIS Quarterly: Management Information Systems,Article,CHILD
"Karahanna E., Straub D.W., Chervany N.L.",Information technology adoption across time: A cross-sectional comparison of pre-adoption and post-adoption beliefs,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Kauffman R., Wood C.",Research strategies for e-business: A philosophy of science view in the age of the internet,2008,"Economics, Information Systems, and Electronic Commerce: Empirical Research",,CHILD
Khan J.I.,"Emerging era of cooperative empowerment: Grid, peer-to-peer, and community computing",2005,"Proceedings of 1st International Conference on Information and Communication Technology, ICICT 2005",Conference Paper,CHILD
"Ko D.-G., Kirsch L.J., King W.R.",Antecedents of knowledge transfer from consultants to clients in enterprise system implementations,2005,MIS Quarterly: Management Information Systems,Article,CHILD
"Lapointe L., Rivard S.",A multilevel model of resistance to information technology implementation,2005,MIS Quarterly: Management Information Systems,Review,CHILD
"Lee Y., Kozar K.A., Larsen K.R.T.","The technology acceptance model: Past, present, and future",2003,Communications of the Association for Information Systems,,CHILD
"Lewis W., Agarwal R., Sambamurthy V.",Sources of influence on beliefs about information technology use: An empirical study of knowledge workers,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Limayem M., Hirt S.G.",Force of habit and information systems usage: Theory and initial validation,2003,Journal of the Association for Information Systems,,CHILD
"Limayem M., Hirt S.G., Cheung C.M.K.",How habit limits the predictive power of intention: The case of information systems continuance,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Lu Y., Quan J., Cao X.",The perceived attributes of Wi-Fi technology and the diffusion gap among university faculty members: A case study,2009,Communications of the Association for Information Systems,Article,CHILD
"Lyytinen K., Rose G.M.",The disruptive nature of information technology innovations: The case of internet computing in systems development organizations,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Majchrzak A., Wagner C., Yates D.",Corporate wiki users: Results of a survey,2006,Proceedings of WikiSym'06 - 2006 International Symposium on Wikis,Conference Paper,CHILD
"Marcoulides G.A., Saunders C.",PLS: A silver bullet?,2006,MIS Quarterly: Management Information Systems,Review,CHILD
Markus M.L.,"Power, Politics, and MIS Implementation",1983,Communications of the ACM,Article,CHILD
"Moore G.C., Benbasat I.",Development of an instrument to measure the perceptions of adopting an information technology innovation,1991,Information Systems Research,Article,CHILD
"Nahapiet J., Ghoshal S.","Social capital, intellectual capital, and the organizational advantage",1998,Academy of Management Review,Article,CHILD
"Nambisan S., Agarwal R., Tanniru M.",Organizational mechanisms for enhancing user innovation in information technology,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Plouffe C.R., Hulland J.S., Vandenbosch M.",Research Report: Richness Versus Parsimony in Modeling Technology Adoption Decisions - Understanding Merchant Adoption of a Smart Card-Based Payment System,2001,Information Systems Research,Article,CHILD
Portes A.,Social Capital: Its Origins and Applications in Modern Sociology,1998,Annual Review of Sociology,Article,CHILD
"Ram S., Sheth J.N.",Consumer resistance to innovations: The marketing problem and its solutions,1989,Journal of Consumer Marketing,Article,CHILD
Raman M.,"Wiki technology as a ""free"" collaborative tool within an organizational setting",2006,Information Systems Management,Article,CHILD
"Sherif K., Zmud R.W., Browne G.J.",Managing peer-to-peer conflicts in disruptive information technology innovations: The case of software reuse,2006,MIS Quarterly: Management Information Systems,Article,CHILD
"Straub D., Limayem M., Karahanna-Evaristo E.",Measuring system usage: Implications for IS theory testing,1995,Management Science,,CHILD
"Sun H., Zhang P.",Causal relationships between perceived enjoyment and perceived ease of use: An alternative approach,2006,Journal of the Association for Information Systems,,CHILD
"Thompson R.L., Higgins C.A., Howell J.M.",Influence of experience on personal computer utilization: Testing a conceptual model,1994,Journal of Management Information Systems,Article,CHILD
"Venkatesh V., Brown S.A., Maruping L.M., Bala H.","Predicting different conceptualizations of system USE: The competing roles of behavioral intention, facilitating conditions, and behavioral expectation",2008,MIS Quarterly: Management Information Systems,Article,CHILD
"Venkatesh V., Morris M.G.","Why don't men ever stop to ask for directions? Gender, social influence, and their role in technology acceptance and usage behavior",2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Venkatesh V., Morris M.G., Davis G.B., Davis F.D.",User acceptance of information technology: Toward a unified view,2003,MIS Quarterly: Management Information Systems,Article,CHILD
Wagner C.,Wiki: A technology for conversational knowledge management and group collaboration,2004,Communications of the Association for Information Systems,,CHILD
"Wagner C., Bolloju N.","Supporting knowledge management in organizations with conversational technologies: Discussion forums, weblogs, and wikis",2005,Journal of Database Management,Review,CHILD
"Wagner C., Majchrzak A.",Enabling customer-centricity using wikis and the wiki Way,2006,Journal of Management Information Systems,Article,CHILD
"Wagner C., Prasarnphanich P.",Innovating collaborative content creation: The role of altruism and wiki technology,2007,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Wasko M.M., Faraj S.",Why should I share? Examining social capital and knowledge contribution in electronic networks of practice,2005,MIS Quarterly: Management Information Systems,Article,CHILD
Wiebrands C.,Collaboration and Communication Via Wiki: The Experience of Curtin University Library and Information Service,2006,Australian Library and Information Association 2006 Biennial Conference,,CHILD
"Yates D., Wagner C., Majchrzak A.",Factors affecting shapers of organizational wikis,2010,Journal of the American Society for Information Science and Technology,Article,CHILD
"Yi M.Y., Jackson J.D., Park J.S., Probst J.C.",Understanding information technology acceptance by individual professionals: Toward an integrative view,2006,Information and Management,Article,CHILD
Reference Count: 63,,,,,
,,,,,
"Abbasi M.S., Chandio F.H., Soomro A.F., Shah F.","Social influence, voluntariness, experience and the internet acceptance: An extension of technology acceptance model within a south-Asian country context",2011,Journal of Enterprise Information Management,Article,PARENT
"Agarwal R., Prasad J.",The role of innovation characteristics and perceived voluntariness in the acceptance of information technologies,1997,Decision Sciences,Article,CHILD
"Agarwal R., Prasad J.",Are individual differences germane to the acceptance of new information technologies?,1999,Decision Sciences,Article,CHILD
Ajzen I.,The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
"Baron R.M., Kenny D.A.","The Moderator-Mediator Variable Distinction in Social Psychological Research. Conceptual, Strategic, and Statistical Considerations",1986,Journal of Personality and Social Psychology,Article,CHILD
"Chin W.W., Marcolin B.L., Newsted P.R.",A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and voice mail emotion/adoption study,1996,Proceedings of the Seventeenth International Conference on Information Systems,,CHILD
"Choudrie J., Lee H.",Broadband development in South Korea: Institutional and cultural factors,2004,European Journal of Information Systems,Article,CHILD
Churchill G.A.,A paradigm for developing better measures of marketing constructs,1979,Journal of Marketing Research,,CHILD
Davis F.D.,"Perceived usefulness, perceived ease of use, and user acceptance of information technology",1989,MIS Quarterly: Management Information Systems,Article,CHILD
"Davis F.D., Bagozzi R.P., Warshaw P.R.",User acceptance of computer technology: A comparison of two theoretical models,1989,Management Science,,CHILD
"Fornell C., Larcker D.F.",Evaluating structural equation models with unobservable variables and measurement error,1981,Journal of Marketing Research,,CHILD
"Hartwick J., Barki H.",Explaining the role of user participation in information system use,1994,Management Science,Article,CHILD
