Authors,Title,Year,Source title,Link,Document Type,Source
"Boehm B.W., Ross R.","Theory-W Software Project Management: Principles and Examples",1989,"IEEE Transactions on Software Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024681034&doi=10.1109%2f32.29489&partnerID=40&md5=c25043ab8386cb79187f0af5b1ea7e99",Article,Scopus
"Lewin A.Y., Minton J.W.","Determining organizational effectiveness: Another look, and an agenda for research",1986,"Management Science",,,Scopus
"Fischhoff B., Watson S.R., Hope C.","Defining risk",1984,"Policy Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001981286&doi=10.1007%2fBF00146924&partnerID=40&md5=b4a4695efad3f58cf52bfbff231e8ae9",Article,Scopus
"Fiegenbaum A., Hart S., Schendel D.","Strategic reference point theory",1996,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030363288&doi=10.1002%2f%28SICI%291097-0266%28199603%2917%3a3%3c219%3a%3aAID-SMJ806%3e3.0.CO%3b2-N&partnerID=40&md5=a0c612b27df1307b0834d2d55d2f28d6",Article,Scopus
"Barki H., Rivard S., Talbot J.","An integrative contingency model of software project risk management",2001,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034899940&doi=10.1080%2f07421222.2001.11045666&partnerID=40&md5=78cb074e7784d14a515d53987c97ea21",Article,Scopus
"Neumann P.G.",[No title available],1995,"Computer Related Risks",,,Scopus
"Hamilton S., Chervany N.L.","Evaluating information system effectiveness - Part I: Comparing evaluation approaches",1981,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009193192&doi=10.2307%2f249291&partnerID=40&md5=8b3140b4c20a19954102592de1d99d84",Review,Scopus
"Sampson A.",[No title available],1975,"The Seven Sisters: The Great Oil Companies and the World They Shaped",,,Scopus
"Charette R.N.",[No title available],1989,"Software Engineering Risk Analysis and Management",,,Scopus
"Dekker S.W.A.",[No title available],2005,"Ten Questions about Human Error: A New View of Human Factors and System Safety",,,Scopus
"Bieri J.","Cognitive complexity-simplicity and predictive behavior",1955,"Journal of Abnormal and Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000986852&doi=10.1037%2fh0043308&partnerID=40&md5=c30a5eaaad455bc3751f810f97466bd9",Article,Scopus
"Markus M.L., Keil M.","If we build it, they will come: Designing information systems that people want to use",1994,"Sloan Management Review",,,Scopus
"Miller K.D., Bromiley P.","Strategic risk and corporate performance: An analysis of alternative risk measures",1990,"Academy of Management Journal",,,Scopus
"Tait P., Vessey I.","The effect of user involvement on system success: A contingency approach",1988,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249119617&doi=10.2307%2f248809&partnerID=40&md5=6123cbeab2156f4b44fd12a79fcb878a",Article,Scopus
"Donaldson G., Lorsch J.W.",[No title available],1983,"Decision Making at the Top",,,Scopus
"MacCrimmon K.R., Wehrung D.A.","Characteristics of risk taking executives",1990,"Management Science",,,Scopus
"Miller D.","TOWARD A NEW CONTINGENCY APPROACH: THE SEARCH FOR ORGANIZATIONAL GESTALTS",1981,"Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980258822&doi=10.1111%2fj.1467-6486.1981.tb00088.x&partnerID=40&md5=d6e386253d622bd340e8f3173c858cce",Article,Scopus
"Wateridge J.","How can IS/IT projects be measured for success?",1998,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031996797&doi=10.1016%2fS0263-7863%2897%2900022-7&partnerID=40&md5=045d1265709408d561d00aa949e3ff45",Article,Scopus
"Sapolsky H.",[No title available],1972,"The Polaris System Development",,,Scopus
"Atchison W.F., Conte S.D., Hamblen J.W., Hull T.E., Keenan T.A., Kehl W.B., McCluskey E.J., Navarro S.O., Rheinboldt W.C., Schweppe E.J., Viavant W., Young D.M., Jr.","Curriculum 68: Recommendations for academic programs in computer science: A report of the ACM curriculum committee on computer science",1968,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886882069&doi=10.1145%2f362929.362976&partnerID=40&md5=55850ba85825d48765fe3630b63159f7",Article,Scopus
"Lock D.",[No title available],1996,"Project Management",,,Scopus
"Franz C.R., Robey D.","ORGANIZATIONAL CONTEXT, USER INVOLVEMENT, AND THE USEFULNESS OF INFORMATION SYSTEMS",1986,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985748304&doi=10.1111%2fj.1540-5915.1986.tb00230.x&partnerID=40&md5=9a26906ade077344beefb0a44168c81f",Article,Scopus
"Tierney K.J.","From the margins to the mainstream? Disaster research at the crossroads",2007,"Annual Review of Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848878616&doi=10.1146%2fannurev.soc.33.040406.131743&partnerID=40&md5=920d2dacb4fa772246fa42c365ee3924",Article,Scopus
"Frohlich M.T.","E-integration in the supply chain: Barriers and performance",2002,"Decision Sciences",,,Scopus
"Ropponen J., Lyytinen K.","Components of software development risk: how to address them? A project manager survey",2000,"IEEE Transactions on Software Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033734394&doi=10.1109%2f32.841112&partnerID=40&md5=2b8d52eef402756e45895056cede6ff1",Article,Scopus
"Scribner S.","Thinking in action: Some characteristics of practical thought",1986,"Practical Intelligence: Nature and Origins of Competence in the Everyday World",,,Scopus
"Ibbs C.W., Kwak Y.H.","Assessing project management maturity",2000,"Project Management Journal",,,Scopus
"Miller D.","Environmental fit versus internal fit",1992,"Organization Science",,,Scopus
"Lawrence T.B., Winn M.I., Jennings P.D.","The temporal dynamics of institutionalization",2001,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035486480&doi=10.5465%2fAMR.2001.5393901&partnerID=40&md5=476dc1e0a29db117751af4308ac60ec7",Article,Scopus
"Hoffman A.J.","Linking organizational and field-level analyses: The Diffusion of corporate environmental practice",2001,"Organization and Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035018535&doi=10.1177%2f1086026601142001&partnerID=40&md5=9bdcd53ead2b25d885b861cb3d4de84d",Article,Scopus
"Nelson R.R.","IT project management: Infamous failures, classic mistakes, and best practices",2007,"MIS Quarterly Executive",,,Scopus
"Ehie I.C., Madsen M.","Identifying critical issues in enterprise resource planning (ERP) implementation",2005,"Computers in Industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844456317&doi=10.1016%2fj.compind.2005.02.006&partnerID=40&md5=5f6d0c3552d859a2fee7d189103999f0",Article,Scopus
"Gordon G.G.","Industry determinants of organizational culture",1991,"Academy of Management Review",,,Scopus
"Dixon M.",[No title available],2000,"Project Management Body of Knowledge",,,Scopus
"Williams T.","Assessing and moving on from the dominant project management discourse in the light of project overruns",2005,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744465195&doi=10.1109%2fTEM.2005.856572&partnerID=40&md5=ef36a19487f803963576a8a78d0f2ffe",Review,Scopus
"Maylor H.",[No title available],2003,"Project Management",,,Scopus
"Jaafari A.","Management of risks, uncertainties and opportunities on projects: Time for a fundamental shift",2001,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035254835&doi=10.1016%2fS0263-7863%2899%2900047-2&partnerID=40&md5=5141e92f0abc659c0f99c499ae5e9d8c",Article,Scopus
"Nutley S., Walter I., Davies H.T.O.","From Knowing to Doing: A Framework for Understanding the Evidence-into-Practice Agenda",2003,"Evaluation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846645647&doi=10.1177%2f1356389003009002002&partnerID=40&md5=4c042accdb5432f6c39ef337977d3d36",Article,Scopus
"Hrebiniak L.G., Joyce W.F.",[No title available],1984,"Implementing Strategy",,,Scopus
"Austing R.H., Barnes B.H., Bonnette D.T., Engel G.L., Stokes G.","Curriculum ‘78: Recommendations for the Undergraduate Program in Computer Science— a report of the ACM curriculum committee on computer science",1979,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976695748&doi=10.1145%2f359080.359083&partnerID=40&md5=a2596d1aad2499a3ddce0ecd70cd2cbd",Article,Scopus
"Arbnor I., Bjerke B.",[No title available],1997,"Methodology for Creating Business Knowledge",,,Scopus
"Benaroch M.","Managing information technology investment risk: A real options perspective",2002,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036754796&doi=10.1080%2f07421222.2002.11045726&partnerID=40&md5=9a3f27186d86fc772caa0a4837863d92",Review,Scopus
"Lyytinen K., Robey D.","Learning failure in information systems development",1999,"Information Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033416832&doi=10.1046%2fj.1365-2575.1999.00051.x&partnerID=40&md5=9222198ac50c763ce0bfa1d8035ee752",Article,Scopus
"Conklin J., Begeman M.L.","GIBIS: A hypertext tool for exploratory policy discussion",1988,"Proceedings of the 1988 ACM Conference on Computer-Supported Cooperative Work, CSCW 1988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033559688&doi=10.1145%2f62266.62278&partnerID=40&md5=6ee6781e2de1a3ca8e1c65b27a3666d8",Conference Paper,Scopus
"Hedberg B., Jönsson S.","Designing semi-confusing information systems for organizations in changing environments",1978,"Accounting, Organizations and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001973957&doi=10.1016%2f0361-3682%2878%2990006-5&partnerID=40&md5=2ea8810f347f190c2d9345a8c555640b",Article,Scopus
"Snook S.A.",[No title available],2000,"Friendly Fire: The Accidental Shootdown of US Black Hawks over Northern Iraq",,,Scopus
"Zhi H.","Risk management for overseas construction projects",1995,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011127465&doi=10.1016%2f0263-7863%2895%2900015-I&partnerID=40&md5=5888a917927d25bd4580fbbfea608032",Article,Scopus
"Boehm B., Turner R.","Using risk to balance agile and plan-driven methods",2003,"Computer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037706721&doi=10.1109%2fMC.2003.1204376&partnerID=40&md5=09f5841c4ff8468160653e9eb065c833",Review,Scopus
"Lyytinen K., Mathiassen L., Ropponen J.","Attention Shaping and Software Risk -A Categorical Analysis of Four Classical Risk Management Approaches",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032348156&doi=10.1287%2fisre.9.3.233&partnerID=40&md5=a83ee7fbaaf05033c2d5332c0dadd9a9",Article,Scopus
"Davidson E.J.","Technology frames and framing: A socio-cognitive investigation of requirements determination",2002,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8444245730&doi=10.2307%2f4132312&partnerID=40&md5=8a4d19c10402e1228f3b63800893c83a",Review,Scopus
"Slovic P., Fischhoff B., Lichtenstein S.","Perceived risk: Psychological factors and social implications",1981,"Proceedings of the Royal Society of London",,,Scopus
"Nelson R.R., Cheney P.H.","Training end users: An exploratory study",1987,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249083397&doi=10.2307%2f248985&partnerID=40&md5=d5f4cdbcf3f9cdec9bd8c79e0b70c815",Article,Scopus
"Scott J.E., Vessey I.","Managing Risks in Enterprise Systems Implementations",2002,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041375495&doi=10.1145%2f505248.505249&partnerID=40&md5=b7ce38072cb1ef383317614e96b50335",Article,Scopus
"Herbsleb J., Zubrow D., Goldenson D., Hayes W., Paulk M.","Software Quality and the Capability Maturity Model",1997,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031166786&doi=10.1145%2f255656.255692&partnerID=40&md5=0d85eda44537bf70d524649e7599bd3f",Article,Scopus
"Igbaria M., Greenhaus J.H., Parasuraman S.","Career orientations of MIS employees: An empirical analysis",1991,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349144798&doi=10.2307%2f249376&partnerID=40&md5=36093dff75c92fc7566cb0cefd24f7bf",Article,Scopus
"Flyvbjerg B.","From nobel prize to project management: Getting risks right",2006,"Project Management Journal",,,Scopus
"Nolan R., McFarlan F.W.","Information technology and the board of directors",2005,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144549861&partnerID=40&md5=0885c30ff5ad6a51badbcc6cd775dd2d",Review,Scopus
"Withey M., Daft R.L., Cooper W.H.","Measures of Perrow's work unit technology: An empirical assessment and a new scale",1983,"Academy of Management Journal",,,Scopus
"Stewart V., Stewart A.",[No title available],1981,"Business Applications of Repertory Grid",,,Scopus
"Rajagopal P.","An innovation - Diffusion view of implementation of enterprise resource planning (ERP) systems and development of a research model",2002,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036885543&doi=10.1016%2fS0378-7206%2801%2900135-5&partnerID=40&md5=7e444a97551627b7e542ffd4d65621fc",Article,Scopus
"Markus M.L., Mao J.-Y.","Participation in development and implementation - Updating an old, tired concept for today's IS contexts",2004,"Journal of the Association for Information Systems",,,Scopus
"Clemons E.K.","Evaluation of strategic investments in Information Technology",1991,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025755093&doi=10.1145%2f99977.99985&partnerID=40&md5=84e566f477b82ddb23f206fa2d480933",Article,Scopus
"Carlsson B.","Flexibility and the theory of the firm",1989,"International Journal of Industrial Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042023811&doi=10.1016%2f0167-7187%2889%2990018-0&partnerID=40&md5=e0e5ede04140bcbe89e57fe183d44787",Article,Scopus
"Trist E.L.","The sociotechnical perspective",1981,"Perspectives on Organization Design and Behavior",,,Scopus
"Van De Ven A.H., Delbecq A.L.","A task contingent model of work-unit structure",1974,"Administrative Science Quarterly",,,Scopus
"Sutcliffe K.M.","What executives notice: Accurate perceptions in top management teams",1994,"Academy of Management Journal",,,Scopus
"Bannerman P.L.","Risk and risk management in software projects: A reassessment",2008,"Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949092999&doi=10.1016%2fj.jss.2008.03.059&partnerID=40&md5=eb3b0d1b3e777aa0e2e0f378b5b0948f",Article,Scopus
"Hirschheim R., Newman M.","Symbolism and information systems development: Myth, metaphor and magic",1991,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002137352&doi=10.1287%2fisre.2.1.29&partnerID=40&md5=7fa673bacc56c56278168357b930c8a4",Article,Scopus
"Linstone H.A., Turoff M.","Introduction",1975,"The Delphi Method: Techniques and Applications",,,Scopus
"Wallace L., Keil M.","Software project risks and their effect on outcomes",2004,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243202765&doi=10.1145%2f975817.975819&partnerID=40&md5=26507e0a525700a0e8a09e6c042494e7",Review,Scopus
"Cusumano M.A.",[No title available],1991,"Japan's Software Factories",,,Scopus
"Klein G.","The recognition-primed decision (RPD) model: Looking back, looking forward",1997,"Naturalistic Decision Making",,,Scopus
"Sarker S., Lee A.S.","Using a case study to test the role of three key social enablers in ERP implementation",2003,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043032763&doi=10.1016%2fS0378-7206%2802%2900103-9&partnerID=40&md5=6954cd931ae928e4d03354e4d28e4b10",Article,Scopus
"Sternberg R.J., Horvath J.A.",[No title available],1999,"Tacit Knowledge in Professional Practice",,,Scopus
"Sommer S.C., Loch C.H.","Selectionism and learning in projects with complexity and unforeseeable uncertainty",2004,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344229311&doi=10.1287%2fmnsc.1040.0274&partnerID=40&md5=f232dfe1a6443b49a9bf1f0749b2ea0c",Article,Scopus
"Teger A.I.",[No title available],1980,"Too Much Invested to Quit",,,Scopus
"Irani Z., Love P.E.D.","The propagation of technology management taxonomies for evaluating investments in Information Systems",2000,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034434544&doi=10.1080%2f07421222.2000.11045650&partnerID=40&md5=0a6fb597c4c03a7e27f186ece713d978",Article,Scopus
"Arbuckle J.L.",[No title available],1999,"AMOS: Analysis of Moment Structures User's Guide",,,Scopus
"Baker F.T.","Chief programmer team management of production programming",1972,"IBM Systems Journal",,,Scopus
"Mathiassen L.","Collaborative practice research",2002,"Information Technology & People","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986155772&doi=10.1108%2f09593840210453115&partnerID=40&md5=0548fa935682cdd2e77958acc22022b4",Article,Scopus
"Buse A.","The likelihood ratio, Wald, and Lagrange multiplier tests: An expository note",1982,"The American Statistician",,,Scopus
"Burns T.","Micropolitics: Mechanisms of institutional change",1961,"Administrative Science Quarterly",,,Scopus
"Larrick R.P., Soll J.B.","Intuitions about combining opinions: Misappreciation of the averaging principle",2006,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644530360&doi=10.1287%2fmnsc.1050.0459&partnerID=40&md5=9199f3406210fa2033a49ec7e984ec15",Article,Scopus
"Raz T., Michael E.","Use and benefits of tools for project risk management",2001,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035201702&doi=10.1016%2fS0263-7863%2899%2900036-8&partnerID=40&md5=ababb8d8d8bc1caa250143d0bfb848b6",Article,Scopus
"Holland C., Light B., Gibson N.","A critical success factors model for enterprise resource planning implementation",1999,"Proceedings of the 7th European Conference on Information Systems",,,Scopus
"Weill P., Olson M.H.","An assessment of the contingency theory of management information systems",1989,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450033559&doi=10.1080%2f07421222.1989.11517849&partnerID=40&md5=632adf0d36de56011aa4ae35fd1f0bac",Article,Scopus
[No author name available],"APM Body of Knowledge",2006,"APM Body of Knowledge",,,Scopus
"Butler B.S., Gray P.H.","Reliability, mindfulness, and information systems",2006,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845983993&doi=10.2307%2f25148728&partnerID=40&md5=c902e5d41dece2c597ffd7fbf72399d5",Article,Scopus
"Howell M., Prevenier W.",[No title available],2001,"From Reliable Sources: An Introduction to Historical Methods",,,Scopus
"Galletta D.F., Lederer A.L.","Some Cautions on the Measurement of User Information Satisfaction",1989,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985773726&doi=10.1111%2fj.1540-5915.1989.tb01558.x&partnerID=40&md5=f6f6ea8c3402b229f8d29756739e8384",Article,Scopus
"Robey Daniel, Farrow Dana","USER INVOLVEMENT IN INFORMATION SYSTEM DEVELOPMENT - A CONFLICT MODEL AND EMPIRICAL TEST.",1982,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019900375&doi=10.1287%2fmnsc.28.1.73&partnerID=40&md5=577288061ffd14a2ad955a462906d808",Article,Scopus
"Kappelman L.A., McKeeman R., Zhang L.","Early warning signs of IT project failure: The dominant dozen",2006,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749596996&doi=10.1201%2f1078.10580530%2f46352.23.4.20060901%2f95110.4&partnerID=40&md5=7297cfebb91e7d07bfd493d3e69399d9",Review,Scopus
"Alavi M.","An assessment of the prototyping approach to information systems development",1984,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021450940&doi=10.1145%2f358080.358095&partnerID=40&md5=01e851c07437f6857214a5e6bdcf6747",Article,Scopus
"Lucas H.C.","Empirical evidence for a descriptive model of implementation",1978,"MIS Quarterly",,,Scopus
"Keller R.T.","Technology-information processing fit and the performance of R&D project groups: A test of contingency theory",1994,"Academy of Management Journal",,,Scopus
"Galliers R.D., Sutherland A.R.","Information systems management and strategy formulation: the ‘stages of growth’ model revisited",1991,"Information Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026054207&doi=10.1111%2fj.1365-2575.1991.tb00030.x&partnerID=40&md5=ed66925e06c127b9ca962b052c492832",Article,Scopus
"Bradbury J.A.","The Policy Implications of Differing Concepts of Risk",1989,"Science, Technology & Human Values","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965673680&doi=10.1177%2f016224398901400404&partnerID=40&md5=31df6b2a5580be5f1523227e218d31f6",Article,Scopus
"Ross J., Staw B.M.","Expo 86: An escalation prototype",1986,"Administrative Science Quarterly",,,Scopus
"Mulaik S.A., Millsap R.E.","Doing the four-step right",2000,"Structural Equation Modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011169760&doi=10.1207%2fS15328007SEM0701_02&partnerID=40&md5=9c409c274fe1ddd9a22a31adbead897a",Article,Scopus
"Gupta A.","Enterprise resource planning: The emerging organizational value systems",2000,"Industrial Management and Data Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000644106&doi=10.1108%2f02635570010286131&partnerID=40&md5=a0ab270678bf412ed71a19beeb766a4f",Article,Scopus
"Ashton R.H., Kramer S.S.","Students as surrogates in behavioral accounting research: Some evidence",1980,"Journal of Accounting Research",,,Scopus
"Lucas H.C.",[No title available],1981,"Implementation: The Key to Successful Information Systems",,,Scopus
"Stinchcombe A.L.","Contracts as hierarchical documents",1985,"Organization Theory and Project Management",,,Scopus
"Bahli B., Rivard S.","The information technology outsourcing risk: A transaction cost and agency theory-based perspective",2003,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242611448&doi=10.1080%2f0268396032000130214&partnerID=40&md5=293443dc7b33bac16aee90cc0ebd2ca5",Review,Scopus
"Boehm B.W.","Software and its impact: A quantitative assessment",1973,"Datamation",,,Scopus
"Carr M.J., Konda S.L., Monarch I., Ulrich F.C., Walker C.F.","Taxonomy-based risk identification",1993,"Taxonomy-Based Risk Identification",,,Scopus
"Putnam L.H., Myers W.",[No title available],1992,"Measures for Excellence: Reliable Software on Time, Within Budget",,,Scopus
"Gresov C.","Exploring fit and misfit with multiple contingencies",1989,"Administrative Science Quarterly",,,Scopus
"Agarwal N., Rathod U.","Defining 'success' for software projects: An exploratory revelation",2006,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646478288&doi=10.1016%2fj.ijproman.2005.11.009&partnerID=40&md5=8c259d035c59fad25ed34571434d48a5",Article,Scopus
"Lammers J., Galinsky A.D., Gordijn E.H., Otten S.","Illegitimacy moderates the effects of power on approach",2008,"Psychological Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949124763&doi=10.1111%2fj.1467-9280.2008.02123.x&partnerID=40&md5=986d25634d9d2d075b50d533a42d06f7",Article,Scopus
"Pinto J.K.","Project Management: Achieving Competitive Advantage",2007,"Project Management: Achieving Competitive Advantage",,,Scopus
"Hirschheim R., Lacity M.","The myths and realities of information technology insourcing",2000,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038629761&doi=10.1145%2f328236.328112&partnerID=40&md5=df870d07fb5d7a4a9dcd3b2afec0dea1",Article,Scopus
"Swanson E.B.",[No title available],1988,"Information System Implementation: Bridging the Gap between Design and Utilization",,,Scopus
"Boland R.J.","Phenomenology: A preferred approach to research on information systems",1985,"Research Methods in Information Systems",,,Scopus
"Markus M.L., Benjamin R.I.","The magic bullet theory in IT-enabled transformation",1997,"Sloan Management Review",,,Scopus
"Jones C.","Assessment and control of software risks",1994,"Assessment and Control of Software Risks",,,Scopus
"Staw B.M., Fox F.V.","Escalation: The Determinants of Commitment to a Chosen Course of Action",1977,"Human Relations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964124504&doi=10.1177%2f001872677703000503&partnerID=40&md5=5d0b748f371d4f6b4420d60752d644c2",Article,Scopus
"Newman M., Sabherwal R.","Determinants of commitment to information systems development: A longitudinal investigation",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001879712&doi=10.2307%2f249541&partnerID=40&md5=53532d9e2b45028176ca4c390ef3f42c",Article,Scopus
"Adler P.S., Shenbar A.","Adapting your technological base: The organizational challenge",1990,"Sloan Management Review",,,Scopus
"Markkeil M., Carmel E.","Customer-Developer Links in Software Development",1995,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029306416&doi=10.1145%2f203356.203363&partnerID=40&md5=9a60a393900322baad35c402facd3599",Article,Scopus
"Raz T., Shenhar A.J., Dvir D.","Risk management, project success, and technological uncertainty",2002,"R and D Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036522380&doi=10.1111%2f1467-9310.00243&partnerID=40&md5=8eef95e0bd7d71b101ecc7c2cf895bef",Article,Scopus
"Ramesh B., Tiwana A.","Supporting collaborative process knowledge management in new product development teams",1999,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033318931&doi=10.1016%2fS0167-9236%2899%2900045-7&partnerID=40&md5=61c73ff28d9cad5d4d6eee967db05d5d",Article,Scopus
"Bromiley P., Curley S.P.","Individual differences in risk taking",1992,"Risk-taking Behavior",,,Scopus
[No author name available],"Extreme Chaos",2001,"Extreme Chaos",,,Scopus
"Iivari J., Hirschheim R., Klein H.K.","A Paradigmatic Analysis Contrasting Information Systems Development Approaches and Methodologies",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032334755&doi=10.1287%2fisre.9.2.164&partnerID=40&md5=049bde72baf3a948f04a74f435222295",Article,Scopus
"Baronas A.-M.K., Louis M.R.","Restoring a sense of control during implementation: How user involvement leads to system acceptance",1988,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011921970&doi=10.2307%2f248811&partnerID=40&md5=0a59606229e9c629c4197e0bb194696d",Article,Scopus
"Lapinski A.R., Horman M.J., Riley D.R.","Lean processes for sustainable project delivery",2006,"Journal of Construction Engineering and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748796091&doi=10.1061%2f%28ASCE%290733-9364%282006%29132%3a10%281083%29&partnerID=40&md5=ed55f1f249c912d233a14237e67c5f1a",Article,Scopus
"Boeije H.",[No title available],2005,"Analyseren in Kwalitatief Onderzoek",,,Scopus
"Saarinen T.","An expanded instrument for evaluating information system success",1996,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30244533716&doi=10.1016%2fS0378-7206%2896%2901075-0&partnerID=40&md5=1b2a1b30c97404c4e797144d74c24e29",Article,Scopus
"Pava C.",[No title available],1983,"Managing New Office Technology: An Organizational Strategy",,,Scopus
"Vlek C., Stallen P.-J.","Rational and personal aspects of risk",1980,"Acta Psychologica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008495213&doi=10.1016%2f0001-6918%2880%2990038-4&partnerID=40&md5=9533ecb92f53bfc77f0e36ea78f834f6",Article,Scopus
"Shenhar A.J., Tishler A., Dvir D., Lipovetsky S., Lechler T.","Refining the search for project success factors: A multivariate, typological approach",2002,"R and D Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036001524&doi=10.1111%2f1467-9310.00244&partnerID=40&md5=7685685167a8b26a8531a5d61cce6479",Article,Scopus
"Raftery J.",[No title available],1994,"Risk Analysis in Project Management",,,Scopus
"Lyytinen K.","Different Perspectives on Information Systems: Problems and Solutions",1987,"ACM Computing Surveys (CSUR)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023300121&doi=10.1145%2f28865.28867&partnerID=40&md5=aa5f65d24efa3c6b820ac2be0ac15674",Article,Scopus
"Miller K.D., Waller H.G.","Scenarios, real options and integrated risk management",2003,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037305730&doi=10.1016%2fS0024-6301%2802%2900205-4&partnerID=40&md5=15615c3445727603767dffc298dc4f0c",Article,Scopus
