Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Liu, C.-F.",Key factors influencing the intention of telecare adoption: An institutional perspective,2011,Telemedicine and e-Health,Review,CHILD
"Liu, C.-F., Hwang, H.-G., Chang, H.-C.",E-healthcare maturity in Taiwan,2011,Telemedicine and e-Health,Article,CHILD
"Low, C., Hsueh Chen, Y.",Criteria for the evaluation of a cloud-based hospital information system outsourcing provider,2012,Journal of Medical Systems,Conference Paper,CHILD
"Low, C., Chen, Y., Wu, M.",Understanding the determinants of cloud computing adoption,2011,Industrial Management and Data Systems,Article,CHILD
"Luxton, D.D., Kayl, R.A., Mishkind, M.C.",MHealth data security: The need for HIPAA-compliant standardization,2012,Telemedicine and e-Health,Article,CHILD
"Marston, S., Li, Z., Bandyopadhyay, S., Zhang, J., Ghalsasi, A.",Cloud computing - The business perspective,2011,Decision Support Systems,Article,CHILD
"Mell, P., Grance, T.",The NIST definition of cloud computing,2011,NIST Special Publication,Article,CHILD
"Premkumar, G., Ramamurthy, K.",The Role of Interorganizational and Organizational Factors on the Decision Mode for Adoption of Interorganizational Systems,1995,Decision Sciences,Article,CHILD
"Soliman, K.S., Janz, B.D.",An exploratory study to identify the critical factors affecting the decision to establish Internet-based interorganizational information systems,2004,Information and Management,Article,CHILD
"Subashini, S., Kavitha, V.",A survey on security issues in service delivery models of cloud computing,2011,Journal of Network and Computer Applications,Review,CHILD
"Sultan, N.A.","Reaching for the """"cloud"""": How SMEs can manage",2011,International Journal of Information Management,Article,CHILD
The Economist Intelligence Unit,Script-clinical economics: Estimating the value of healthcare services,2000,"Healthcare International, 2nd quarter",Article,CHILD
"Thong, J.Y.L.",An integrated model of information systems adoption in small businesses,1999,Journal of Management Information Systems,Article,CHILD
"Yusof, M.Mohd., Kuljis, J., Papazafeiropoulou, A., Stergioulas, L.K.","An evaluation framework for Health Information Systems: human, organization and technology-fit factors (HOT-fit)",2008,International Journal of Medical Informatics,Article,CHILD
"Yusof, M.Mohd., Papazafeiropoulou, A., Paul, R.J., Stergioulas, L.K.",Investigating evaluation frameworks for health information systems,2008,International Journal of Medical Informatics,Article,CHILD
"Zissis, D., Lekkas, D.",Addressing cloud computing security issues,2012,Future Generation Computer Systems,Article,CHILD
Reference Count: 29,,,,,
,,,,,
"Kung L., Cegielski C., Kung H.-J.",Environmental pressure on software as a service adoption: An integrated perspective,2013,"19th Americas Conference on Information Systems, AMCIS 2013 - Hyperconnected World: Anything, Anywhere, Anytime",Conference Paper,PARENT
"Abrahamson, E.",Management fashion,1996,Academy of Management Review,Article,CHILD
"Abrahamson, E., Rosenkopf, L.",Institutional and competitive bandwagons: Using mathematical modeling as a tool to explore innovation diffusion,1993,Academy of Management Review,Article,CHILD
"Basaglia, S., Caporarello, L., Magni, M., Pennarola, F.",Environmental and organizational drivers influencing the adoption of VoIP,2009,Information Systems and e-Business Management,Article,CHILD
"Benlian, A., Hess, T., Buxmann, P.",Drivers of SaaS-adoption - An empirical study of different application types,2009,Business &amp; Information Systems Engineering,Article,CHILD
"Bradford, M., Florin, J.",Examining the role of innovation diffusion factors on the implementation success of enterprise resource planning systems,2003,International Journal of Accounting Information Systems,Article,CHILD
"Carroll, G.R., Delacroix, J.",Organizational mortality in the newspaper industries of Argentina and Ireland: An ecological approach,1982,Administrative Science Quarterly,Article,CHILD
"Catteddu, D., Hogben, G.","Cloud computing: Benefits, risks and recommendations for information security",2009,"Cloud Computing: Benefits, Risks and Recommendations for Information Security",Article,CHILD
"Chen, M., Zhang, D., Zhou, L.",Empowering collaborative commerce with Web services enabled business process management systems,2007,Decision Support Systems,Article,CHILD
"Cegielski, C.G.",Who Values Technology Certification?,2004,Communications of the ACM,Review,CHILD
"Damanpour, F., Schneider, M.","Phases of the adoption of innovation in organizations: Effects of environment, organization and top managers",2006,British Journal of Management,Article,CHILD
"DiMaggio, P.J., Powell, W.W.",The iron cage revisited: Institutional isomorphism and collective rationality in organizational fields,1983,American Sociological Review,Article,CHILD
"Feuerlicht, G.",Next generation SOA: Can SOA survive cloud computing?,2010,Advances in Intelligent and Soft Computing,Conference Paper,CHILD
"Jeyaraj, A., Rottman, J.W., Lacity, M.C.","A review of the predictors, linkages, and biases in IT innovation adoption research",2006,Journal of Information Technology,Review,CHILD
"Khalifa, M., Davison, R.M.",SME adoption of IT: The case of electronic trading systems,2006,IEEE Transactions on Engineering Management,Article,CHILD
"Liu, H., Ke, W., Wei, K.K., Gu, J., Chen, H.",The role of institutional pressures and organizational culture in the firm's intention to adopt internet-enabled supply chain management systems,2010,Journal of Operations Management,Article,CHILD
"Meyer, J.W., Rowan, B.",Institutionalized organizations: Formal structure as myth and ceremony,1977,American Journal of Sociology,Article,CHILD
"Podsakoff, P.M., Organ, D.W.",Self-Reports in Organizational Research: Problems and Prospects,1986,Journal of Management,Article,CHILD
"Premkumar, G., Ramamurthy, K., Crum, M.",Determinants of EDI adoption in the transportation industry,1997,European Journal of Information Systems,Article,CHILD
"Rogelberg, S.G., Stanton, J.M.",Introduction: Understanding and dealing with organizational survey nonresponse,2007,Organizational Research Methods,Article,CHILD
"Teo, H.H., Wei, K.K., Benbasat, I.",Predicting intention to adopt interorganizational linkages: An institutional perspective,2003,MIS Quarterly: Management Information Systems,Review,CHILD
"Tolbert, P.S.",Institutional environments and resource dependence: Sources of administrative structure in institutions of higher education,1985,Administrative Science Quarterly,Article,CHILD
"Wu, F., Lee, Y.-K.",Determinants of e-communication adoption: The internal push versus external pull factors,2005,Marketing Theory,Article,CHILD
"Wu, W.-W.",Mining significant factors affecting the adoption of SaaS using the rough set approach,2011,Journal of Systems and Software,Article,CHILD
Reference Count: 23,,,,,
,,,,,
"Rieger P., Gewald H., Schumacher B.","Cloud-computing in banking influential factors, benefits and risks from a decision maker's perspective",2013,"19th Americas Conference on Information Systems, AMCIS 2013 - Hyperconnected World: Anything, Anywhere, Anytime",Conference Paper,PARENT
"Buyya, R., Broberg, J., Goscinski, A.",Cloud Computing: Principles and Paradigms,2011,Cloud Computing: Principles and Paradigms,Book,CHILD
"Duan, X., Deng, H., Corbitt, B.",A critical analysis of e-market adoption in Australian small and medium sized enterprises,2010,PACIS 2010 - 14th Pacific Asia Conference on Information Systems,Conference Paper,CHILD
"Gröh, A., Gewald, H., Stuska, T.",Next generation outsourcing - A research agenda guided by practice,2012,"Proceedings - Pacific Asia Conference on Information Systems, PACIS 2012",Conference Paper,CHILD
"Lampe, U., Wenge, O., Müller, A., Schaarschmidt, R.",Cloud computing in the financial industry - A road paved with security pitfalls?,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",Conference Paper,CHILD
"Mai, Heike",IT in banks: What does it cost? - High IT costs call for an eye on efficiency,2012,Deutsche Bank DB Research,Article,CHILD
"Mell, P., Grance, T.",The NIST definition of cloud computing,2011,NIST Special Publication,Article,CHILD
"Meuser, M., Nagel, U.","Expertinneninterviews - Vielfach erprobt, wenig bedacht. Ein Beitrag zur qualitativen Methodendiskussion",1991,"Qualitativ-empirische Sozialforschung. Konzepte, Methoden, Analysen",Article,CHILD
"Nedbal, D., Wetzlinger, W., Auinger, A., Wagner, G.",Sustainable IS initialization through outsourcing: A theory-based approach,2011,"17th Americas Conference on Information Systems 2011, AMCIS 2011",Conference Paper,CHILD
"Oliveira, T., Martins, M.F.",Literature review of information technology adoption models at firm level,2011,The Electronic Journal Information Systems Evaluation,Article,CHILD
"Pfohl, H.-C.",Logistiksysteme,2010,Logistiksysteme: Betriebswirtschaftliche Grundlagen,Article,CHILD
"Rosenberg, J., Mateos, A.",The Cloud at Your Service,2011,The Cloud at Your Service,Article,CHILD
"Stolpmann, M.",Wie sichern wir unseren Erfolg?: Instrumente,2007,Methoden Und Maßnahmen Zur Qualitätsicherung In Hotellerie Und Gastronomie,Article,CHILD
"Sultan, N.",Cloud computing for education: A new dawn?,2010,International Journal of Information Management,Article,CHILD
"Thong, J.Y.L.",An integrated model of information systems adoption in small businesses,1999,Journal of Management Information Systems,Article,CHILD
"Williamson, O.E.",The economics of organization: The transaction cost approach,1981,American Journal of Sociology,Article,CHILD
"Wolf, M., Vykoukal, J., Beck, R.",Innovating Mindfully with Service-Oriented Grids: The Role of Organizational Mindfulness in Turbulent Environments,2009,DIGIT 2009 Proceedings,Article,CHILD
"Wolf, M.",Determinants of grid assimilation in the financial services industry - An institutional theory perspective,2010,"18th European Conference on Information Systems, ECIS 2010",Conference Paper,CHILD
"Wolf, M., Beck, R., König, W.",Environmental dynamics as driver of ondemand computing infrastructures - Empirical insights from the financial services industry in UK,2012,ECIS 2012 - Proceedings of the 20th European Conference on Information Systems,Conference Paper,CHILD
"Wu, Y., Cegielsk, C., Hall, D.",An information processing paradigm of it innovation adoption,2012,SAIS 2012 Proceedings,Article,CHILD
"Zhu, K., Kraemer, K.L.",Post-adoption variations in usage and value of e-business by organizations: Cross-country evidence from the retail industry,2005,Information Systems Research,Review,CHILD
Reference Count: 20,,,,,
,,,,,
"Jain A., Thietart R.-A.",Knowledge based transactions and decision framing in Information Technology Outsourcing,2013,Journal of Strategic Information Systems,Article,PARENT
"Anderson, E., Schmittlein, D.C.",Integration of the sales force: An empirical examination,1984,Rand Journal of Economics,Article,CHILD
"Ang, S., Straub, D.W.",Production and transaction economies and IS outsourcing: A study of the U.S. banking industry,1998,MIS Quarterly: Management Information Systems,Article,CHILD
"Armstrong, J.S., Overton, T.S.",Estimating nonresponse bias in mail surveys,1977,Journal of Marketing Research,Article,CHILD
"Aubert, B.A., Rivard, S., Patry, M.",A transaction cost model of IT outsourcing,2004,Information and Management,Article,CHILD
"Aubert, B.A., Houde, J.-F., Patry, M., Rivard, S.",A multi-level investigation of information technology outsourcing,2012,Journal of Strategic Information Systems,Article,CHILD
"Coase, R.H.",The Nature of the Firm,1937,Economica,Article,CHILD
"Cohen, W.M., Levinthal, D.A.",Absorptive capacity: A new perspective on learning and innovation,1990,Administrative Science Quarterly,Article,CHILD
"Conner, K.R., Prahalad, C.K.",A Resource-based Theory of the Firm: Knowledge Versus Opportunism,1996,Organization Science,Article,CHILD
"David, R.J., Han, S.-K.",A systematic assessment of the empirical support for transaction cost economics,2004,Strategic Management Journal,Review,CHILD
"Dibbern, J., Winkler, J., Heinzl, A.",Explaining variations in client extra costs between software projects offshored to India,2008,MIS Quarterly: Management Information Systems,Article,CHILD
"Foss, N.J.",Knowledge-based Approaches to the Theory of the Firm: Some Critical Comments,1996,Organization Science,Review,CHILD
"Foss, N.J.",More Critical Comments on Knowledge-based Theories of the Firm,1996,Organization Science,Review,CHILD
"Goodman, P.S., Fichman, M., Lerch, F.J., Snyder, P.R.","Customer-firm relationships, involvement, and customer satisfaction",1995,Academy of Management Journal,Article,CHILD
"Grossman, S., Hart, O.",The costs and benefits of ownership: A theory of vertical and lateral integration,1986,Journal of Political Economy,Article,CHILD
"Hart, O., Moore, J.",Property rights and the nature of the firm,1990,Journal of Political Economy,Article,CHILD
"Heckman, J.J.",Sample selection bias as a specification error,1979,Econometrica,Article,CHILD
"Heiman, B., Nickerson, J.A.",Towards reconciling transaction cost economics and the knowledge-based view of the firm: The context of interfirm collaborations,2002,International Journal of the Economics of Business,Article,CHILD
"Hirschheim, R., Lacity, M.",The myths and realities of information technology insourcing,2000,Communications of the ACM,Article,CHILD
"Kahneman, D., Tversky, A.",Prospect theory: An analysis of decision under risk,1979,Econometrica,Article,CHILD
"Alaghehband, F.K., Rivard, S., Wu, S., Goyette, S.",An assessment of the use of transaction cost theory in information technology outsourcing,2011,Journal of Strategic Information Systems,Article,CHILD
"Kogut, B., Zander, U.","Knowledge of the firm, combinative capabilities, and the replication of technology",1992,Organization Science,Article,CHILD
"Kuruvilla, S., Ranganathan, A.","Economic development strategies and macro- and micro-level human resource policies: The case of India's """"outsourcing"""" industry",2008,Industrial and Labor Relations Review,Article,CHILD
"Lacity, M.C., Khan, S.A., Willcocks, L.P.",A review of the IT outsourcing literature: Insights for practice,2009,Journal of Strategic Information Systems,Article,CHILD
"Lacity, M.C., Willcocks, L.P., Khan, S.",Beyond Transaction Cost Economics: Towards an endogenous theory of Information Technology Outsourcing,2011,Journal of Strategic Information Systems,Article,CHILD
"Leiblein, M.J., Reuer, J.J., Dalsace, F.",Do make or buy decisions matter? The influence of organizational governance on technological performance,2002,Strategic Management Journal,Article,CHILD
"Liebeskind, J.P.","Knowledge, strategy, and the theory of the firm",1996,Strategic Management Journal,Article,CHILD
"Luftman, J., Ben-Zvi, T.",Key issues for IT executives 2011: Cautious optimism in uncertain economic times,2011,MIS Quarterly Executive,Article,CHILD
"Mani, D., Barua, A., Whinston, A.",An empirical analysis of the impact of information capabilities design on business process outsourcing performance,2010,MIS Quarterly: Management Information Systems,Article,CHILD
"Masten, S.E.","Transaction costs, mistakes, and performance: Assessing the importance of governance",1993,Managerial and Decision Economics,Article,CHILD
"Mayer, K.J., Nickerson, J.A.",Antecedents and performance implications of contracting for knowledge workers: Evidence from information technology services,2005,Organization Science,Article,CHILD
"Mayer, K.J., Salomon, R.M.","Capabilities, contractual hazards, and governance: Integrating resource-based and transaction cost perspectives",2006,Academy of Management Journal,Article,CHILD
"Mohr, J., Spekman, R.","Characteristics of partnership success: Partnership attributes, communication behavior, and conflict resolution techniques",1994,Strategic Management Journal,Article,CHILD
"Monteverde, K., Teece, D.J.",Supplier switching costs and vertical integration in the automobile industry,1982,Bell Journal of Economics,Article,CHILD
"Parmigiani, A.",Why do firms both make and buy? An investigation of concurrent sourcing,2007,Strategic Management Journal,Article,CHILD
"Podsakoff, P.M., Organ, D.W.",Self-Reports in Organizational Research: Problems and Prospects,1986,Journal of Management,Article,CHILD
"Polyani, M.",The tacit dimension,1966,The Tacit Dimension,Article,CHILD
"Prahalad, C.K., Hamel, G.",The core competence of the corporation,1990,Harvard Business Review,Article,CHILD
"Reed, R., DeFillippi, R.J.","Causal ambiguity, barriers to imitation, and sustainable competitive advantage",1990,Academy of Management Review,Article,CHILD
"Rottman, J.W., Lacity, M.C.",Proven practices for effectively offshoring IT work,2006,MIT Sloan Management Review,Review,CHILD
"Rumelt, R.P.",Towards a strategic theory of the firm,1984,Competitive Strategic Management,Article,CHILD
"Shaver, J.M.",Accounting for endogeneity when assessing strategy performance: Does entry mode choice affect FDI survival?,1998,Management Science,Article,CHILD
"Sheatsley, P.B.",Questionnaire construction and item writing,1983,Handbook of Survey Research,Article,CHILD
"Simon, H.A.",A formal theory of the employment relationship,1951,Econometrica,Article,CHILD
"Spector, P.E.",Summated rating scale construction: An introduction,1992,Summated Rating Scale Construction: An Introduction,Article,CHILD
"Susarla, A., Barua, A., Whinston, A.","A transaction cost perspective of the """"software as a service"""" business model",2009,Journal of Management Information Systems,Article,CHILD
"Susarla, A., Subramanyam, R., Karhade, P.",Contractual provisions to mitigate holdup: Evidence from information technology outsourcing,2010,Information Systems Research,Article,CHILD
"Szulanski, G.",Exploring internal stickiness: Impediments to the transfer of best practice within the firm,1996,Strategic Management Journal,Article,CHILD
"Teece, D.J.","Profiting from technological innovation: Implications for integration, collaboration, licensing and public policy",1986,Research Policy,Article,CHILD
"Veugelers, R., Cassiman, B.",Make and buy in innovation strategies: Evidence from Belgian manufacturing firms,1999,Research Policy,Article,CHILD
"Wernerfelt, B.",A resource‐based view of the firm,1984,Strategic Management Journal,Article,CHILD
"Williamson, O.E.",Strategy research: Governance and competence perspectives,1999,Strategic Management Journal,Article,CHILD
"Zander, U., Kogut, B.",Knowledge and the speed of the transfer and imitation of organizational capabilities: An empirical test,1995,Organization Science,Article,CHILD
Reference Count: 52,,,,,
,,,,,
"Borgman H.P., Bahli B., Heier H., Schewski F.",Cloudrise: Exploring cloud computing adoption and governance with the TOE framework,2013,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,PARENT
"Kaufman, L.M.",Data security in the world of cloud computing,2009,IEEE Security and Privacy,Article,CHILD
"Zhang, L.-J., Zhou, Q.",CCOA: Cloud Computing Open Architecture,2009,"2009 IEEE International Conference on Web Services, ICWS 2009",Conference Paper,CHILD
"Armbrust, M., Fox, A., Griffith, R., Joseph, A.D., Katz, R., Konwinski, A., Lee, G., Patterson, D., Rabkin, A., Stoica, I., Zaharia, M.",A view of cloud computing,2010,Communications of the ACM,Review,CHILD
[No author name available],IT-Trends bis,2010,CIO: IT Strategie für Manager,Article,CHILD
"Goodburn, M.A., Hill, S.",The cloud transforms business,2010,Financial Executive,Article,CHILD
"Chow, R., Golle, P., Jakobsson, M., Shi, E., Staddon, J., Masuoka, R., Molina, J.",Controlling data in the cloud: Outsourcing computation without outsourcing control,2009,Proceedings of the ACM Conference on Computer and Communications Security,Conference Paper,CHILD
"Baker, J.",The technology-organization-environment framework,2012,Information Systems Theory,Article,CHILD
"Ramdani, B., Kawalek, P., Lorenzo, O.",Predicting SMEs' adoption of enterprise systems,2009,Journal of Enterprise Information Management,Article,CHILD
"Thong, J.Y.L.",An integrated model of information systems adoption in small businesses,1999,Journal of Management Information Systems,Article,CHILD
"Grover, V.",An Empirically Derived Model for the Adoption of Customer‐based Interorganizational Systems,1993,Decision Sciences,Article,CHILD
"Tornatzky, Louis G., Klein, Katherine J.",INNOVATION CHARACTERISTICS AND INNOVATION ADOPTION-IMPLEMENTATION: A META-ANALYSIS OF FINDINGS.,1982,IEEE Transactions on Engineering Management,Article,CHILD
"Kim, W.",Cloud computing: Today and Tomorrow,2009,Journal of Object Technology,Article,CHILD
"Gong, C., Liu, J., Zhang, Q., Chen, H., Gong, Z.",The characteristics of cloud computing,2010,Proceedings of the International Conference on Parallel Processing Workshops,Conference Paper,CHILD
"Vaquero, L.M., Rodero-Merino, L., Caceres, J., Lindner, M.",A break in the clouds: Towards a cloud definition,2009,ACM SIGCOMM Computer Communication Review,Article,CHILD
"Premkumar, G., Roberts, M.",Adoption of new information technologies in rural small businesses,1999,Omega,Article,CHILD
"Jarvenpaa, S.L., Ives, B.",Executive involvement and participation in the management of information technology,1991,MIS Quarterly: Management Information Systems,Article,CHILD
"Keen, P.G.W., Bronsema, G.S., Zuboff, S.",Implementing common systems: One organization's experience,1982,"Systems, Objectives, Solutions",Article,CHILD
"Schultz, R.L., Slevin, D.P., Pinto, J.K.",Strategy and tactics in a process model of project implementation,1987,Interfaces,Article,CHILD
"Tyran, C.K., George, J.F.",The Implementation of Expert Systems: A Survey of Successful Implementations,1993,ACM SIGMIS Database,Article,CHILD
"Chau, P.Y.K., Jim, C.C.F.",Adoption of electronic data interchange in small and medium-sized enterprises,2002,Journal of Global Information Management,Article,CHILD
"Fichman, R.G.",Information technology diffusion: A review of empirical research,1992,Proceedings of the Thirteenth International Conference on Information Systems,Article,CHILD
"Zhu, K., Kraemer, K.L., Xu, S.",A cross-country study of electronic business adoption using the technology-organization-environment framework,2002,Proceedings of the 23rd International Conference on Information Systems,Article,CHILD
"Van Grembergen, W., De Haes, S.",Implementing information technology governance: Models practices and cases,2008,Hershey: IGI Global,Article,CHILD
"Porter, M.E., Millar, V.E.",How information gives you competitive advantage,1985,Harvard Business Review,Article,CHILD
"Nolan, R., McFarlan, F.W.",Information technology and the board of directors,2005,Harvard Business Review,Review,CHILD
"Hvalshagen, M.",Transforming the it organization for the state of virginia,2004,Information Systems Management,Article,CHILD
"Gatignon, H., Robertson, T.S.",Technology diffusion: An empirical test of competitive effects,1989,Journal of Marketing,Article,CHILD
"Zmud, Robert W.",DIFFUSION OF MODERN SOFTWARE PRACTICES - INFLUENCE OF CENTRALIZATION AND FORMALIZATION.,1982,Management Science,Article,CHILD
"McFarlan, F.W.",Portfolio approach to information systems,1981,Portfolio Approach to Information Systems,Article,CHILD
"Heier, H., Borgman, H.P., Mileos, C.","Examining the relationship between IT governance software, processes, and business value: A quantitative research approach",2009,"Proceedings of the 42nd Annual Hawaii International Conference on System Sciences, HICSS",Conference Paper,CHILD
"Heier, H., Borgman, H.P., Bahli, B.",Cloudrise: Opportunities and challenges for IT governance at the dawn of cloud computing,2012,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Mishra, A.N., Konana, P., Barua, A.",Antecedents and consequences of Internet use in procurement: An empirical investigation of U.S. manufacturing firms,2007,Information Systems Research,Article,CHILD
Reference Count: 32,,,,,
,,,,,
Seethamraju R.,Determinants of SaaS ERP systems adoption,2013,"Proceedings - Pacific Asia Conference on Information Systems, PACIS 2013",Conference Paper,PARENT
"Scupola, A.",SMEs' e-commerce adoption: Perspectives from Denmark and Australia,2009,Journal of Enterprise Information Management,Article,CHILD
"Ahrens, T., Dent, J.F.",Accounting and organizations: Realizing the richness of field research,1998,Journal of Management Accounting Research,Article,CHILD
"Benlian, A., Hess, T.",Opportunities and risks of software-as-a-service: Findings from a survey of IT executives,2011,Decision Support Systems,Article,CHILD
"Benlian, A., Hess, T., Buxmann, P.",Drivers of SaaS-adoption - An empirical study of different application types,2009,Business &amp; Information Systems Engineering,Article,CHILD
