Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Stock, T., Seliger, G.",Opportunities of Sustainable Manufacturing in Industry 4.0,2016,Procedia CIRP,Conference Paper,CHILD
"Wang, X., Ong, S.K., Nee, A.Y.C.",A comprehensive survey of augmented reality assembly research,2016,Advances in Manufacturing,Article,CHILD
"McAfee, A., Brynjolfsson, E.",Big data: The management revolution,2012,Harvard Business Review,Note,CHILD
"Tseng, M.M., Hu, S.J.",Mass customization,2014,Cirp Encyclopedia of Production Engineering,Article,CHILD
"Miorandi, D., Sicari, S., De Pellegrini, F., Chlamtac, I.","Internet of things: Vision, applications and research challenges",2012,Ad Hoc Networks,Short Survey,CHILD
"Rüßmann, M., Lorenz, M., Gerbert, P., Waldner, M., Justus, J., Engel, P., Harnisch, M.",Industry 4.0: The Future of Productivity and Growth in Manufacturing Industries,2015,Industry 4.0: The Future of Productivity and Growth in Manufacturing Industries,Article,CHILD
"Xu, X.",From cloud computing to cloud manufacturing,2012,Robotics and Computer-Integrated Manufacturing,Article,CHILD
"Zhang, L., Luo, Y., Tao, F., Li, B.H., Ren, L., Zhang, X., Guo, H., Cheng, Y., Hu, A., Liu, Y.",Cloud manufacturing: a new manufacturing paradigm,2014,Enterprise Information Systems,Article,CHILD
"Holmström, J., Partanen, J.",Digital manufacturing-driven transformations of service supply chains for complex products,2014,Supply Chain Management,Article,CHILD
"Setia, P., Venkatesh, V., Joglekar, S.",Leveraging digital technologies: How information quality leads to localized capabilities and customer service performance,2013,MIS Quarterly: Management Information Systems,Article,CHILD
"Brettel, M., Friederichsen, N., Keller, M., Rosenberg, M.","How virtualization, decentralization and network building change the manufacturing landscape: An industry 4.0 perspective",2014,"International Journal of Mechanical, Industrial Science and Engineering",Article,CHILD
"Ameri, F., Patil, L.",Digital manufacturing market: A semantic web-based framework for agile supply chain deployment,2012,Journal of Intelligent Manufacturing,Article,CHILD
"Fawcett, S.E., Wallin, C., Allred, C., Fawcett, A.M., Magnan, G.M.",Information technology as an enabler of supply chain collaboration: A dynamic-capabilities perspective,2011,Journal of Supply Chain Management,Article,CHILD
"Lee, J., Lapira, E., Bagheri, B., Kao, H.-A.",Recent advances and trends in predictive manufacturing systems in big data environment,2013,Manufacturing Letters,Article,CHILD
"Bo, Y., Guangwen, H.",Supply chain information transmission based on RFID and internet of things,2009,"2009 Second ISECS International Colloquium on Computing, Communication, Control, and Management, CCCM 2009",Conference Paper,CHILD
"Prinz, C., Morlock, F., Freith, S., Kreggenfeld, N., Kreimeier, D., Kuhlenkötter, B.",Learning Factory Modules for Smart Factories in Industrie 4.0,2016,Procedia CIRP,Conference Paper,CHILD
"Osterwalder, A., Pigneur, Y., Tucci, C.L.","Clarifying business models: Origins, present, and future of the concept",2005,Communications of the Association for Information Systems,Article,CHILD
"Zott, C., Amit, R., Massa, L.",The business model: Recent developments and future research,2011,Journal of Management,Review,CHILD
"Teece, D.J.","Business models, business strategy and innovation",2010,Long Range Planning,Article,CHILD
"Bocken, N.M.P., Short, S.W., Rana, P., Evans, S.",A literature and practice review to develop sustainable business model archetypes,2014,Journal of Cleaner Production,Review,CHILD
"Boons, F., Lüdeke-Freund, F.",Business models for sustainable innovation: State-of-the-art and steps towards a research agenda,2013,Journal of Cleaner Production,Article,CHILD
"Wirtz, B.W., Pistoia, A., Ullrich, S., Göttel, V.","Business Models: Origin, Development and Future Research Perspectives",2016,Long Range Planning,Article,CHILD
"Mourtzis, D., Doukas, M.",Design and planning of manufacturing networks for mass customisation and personalisation: Challenges and outlook,2014,Procedia CIRP,Conference Paper,CHILD
"Baines, T.S., Lightfoot, H.W., Benedettini, O., Kay, J.M.",The servitization of manufacturing: A review of literature and reflection on future challenges,2009,Journal of Manufacturing Technology Management,Review,CHILD
"Tao, F., Cheng, Y., Zhang, L., Nee, A.Y.C.",Advanced manufacturing systems: socialization characteristics and trends,2017,Journal of Intelligent Manufacturing,Article,CHILD
"Kolberg, D., Zühlke, D.",Lean Automation enabled by Industry 4.0 Technologies,2015,IFAC-PapersOnLine,Conference Paper,CHILD
"Kagermann, H.",Change through digitization—value creation in the age of industry 4.0,2015,Management of Permanent Change,Book Chapter,CHILD
"Ren, L., Zhang, L., Wang, L., Tao, F., Chai, X.",Cloud manufacturing: key characteristics and applications,2017,International Journal of Computer Integrated Manufacturing,Article,CHILD
Reference Count: 47,,,,,
,,,,,
"Pramanik M.I., Lau R.Y.K., Demirkan H., Azad M.A.K.",Smart health: Big data enabled health paradigm within smart cities,2017,Expert Systems with Applications,Review,PARENT
"Agarwal, R., Dhar, V.","Big data, data science, and analytics: The opportunity and challenge for IS research",2014,Information Systems Research,Editorial,CHILD
"Baig, M.M., Gholamhosseini, H.",Smart health monitoring systems: An overview of design and modeling,2013,Journal of Medical Systems,Article,CHILD
"Balakrishna, C.",Enabling technologies for smart city services and applications,2012,"Proceedings - 6th International Conference on Next Generation Mobile Applications, Services, and Technologies, NGMAST 2012",Conference Paper,CHILD
"Becker, K.G., Hosack, D.A., Dennis Jr., G., Lempicki, R.A., Bright, T.J., Cheadle, C., Engel, J.",PubMatrix: A tool for multiplex literature mining,2003,BMC Bioinformatics,Article,CHILD
"Bendl, J., Stourac, J., Salanda, O., Pavelka, A., Wieben, E.D., Zendulka, J., Brezovsky, J., Damborsky, J.",PredictSNP: Robust and Accurate Consensus Classifier for Prediction of Disease-Related Mutations,2014,PLoS Computational Biology,Article,CHILD
"Bhasin, M., Raghava, G.P.S.",GPCRpred: An SVM-based method for prediction of families and subfamilies of G-protein coupled receptors,2004,Nucleic Acids Research,Article,CHILD
"Burbidge, R., Trotter, M., Buxton, B., Holden, S.",Drug design by machine learning: Support vector machines for pharmaceutical data analysis,2001,Computers and Chemistry,Article,CHILD
"Caragliu, A., del Bo, C., Nijkamp, P.",Smart cities in Europe,2011,Journal of Urban Technology,Article,CHILD
"Cerrato, P.",Hospital rooms get smart,2011,Information Week,Article,CHILD
"Chapman, W.W., Dowling, J.N., Wagner, M.M.",Fever detection from free-text clinical records for biosurveillance,2004,Journal of Biomedical Informatics,Article,CHILD
"Chella, A., Frixione, M., Gaglio, S.",A cognitive architecture for robot self-consciousness,2008,Artificial Intelligence in Medicine,Article,CHILD
"Chen, H., Chiang, R.H.L., Storey, V.C.",Business intelligence and analytics: From big data to big impact,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Chen, H., Fuller, S.S., Friedman, C., Hersh, W.","Knowledge management, data mining, and text mining in medical informatics",2005,Medical Informatics: Knowledge Management and Data Mining in Biomedicine,Article,CHILD
"Chen, M., Ma, Y., Ullah, S., Cai, W., Song, E.",ROCHAS: Robotics and cloud-assisted healthcare system for empty nester,2013,"Proceedings of the 8th International Conference on Body Area Networks, BodyNets 2013",Conference Paper,CHILD
"Cheng, T., Li, Q., Zhou, Z., Wang, Y., Bryant, S.H.",Structure-based virtual screening for drug discovery: A problem-centric review,2012,AAPS Journal,Review,CHILD
"Chourabi, H., Nam, T., Walker, S., Gil-Garcia, J.R., Mellouli, S., Nahon, K., Pardo, T.A., Scholl, H.J.",Understanding smart cities: An integrative framework,2012,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Cocchia, A.",Smart and digital city: A systematic literature review,2014,How to Create Public and Economic Value with High Technology in Urban Space,Article,CHILD
"Cohen, A.M., Hersh, W.R.",A survey of current work in biomedical text mining,2005,Briefings in Bioinformatics,Review,CHILD
"Corchado, J.M., Bajo, J., Abraham, A.",GerAmi: Improving healthcare delivery in geriatric residences,2008,IEEE Intelligent Systems,Article,CHILD
"Corney, D.P.A., Buxton, B.F., Langdon, W.B., Jones, D.T.",BioRAT: Extracting biological information from full-length papers,2004,Bioinformatics,Article,CHILD
"Dameri, R.P., Cocchia, A.",Smart city and digital city: Twenty years of terminology evolution,2013,X Conference of the Italian Chapter of AIS,Article,CHILD
"Demirkan, H., Delen, D.",Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud,2013,Decision Support Systems,Article,CHILD
"Ebel, T., Larsen, E., Shah, K.",Strengthening health care's supply chain: A five-step plan,2013,McKinsey Quarterly,Article,CHILD
"Friedman, C., Hripcsak, G.",Evaluating natural language processors in the clinical domain,1998,Development,Article,CHILD
"Glenisson, P., Coessens, B., Van Vooren, S., Mathys, J., Moreau, Y., De Moor, B.",TXTGate: profiling gene groups with text-based information.,2004,Genome biology,Article,CHILD
"Groves, P., Kayyali, B., Knott, D., Van Kuiken, S.",The 'big data' revolution in healthcare,2013,McKinsey Quarterly,Article,CHILD
"Hande, A., Polk, T., Walker, W., Bhatia, D.",Self-powered wireless sensor networks for remote patient monitoring in hospitals,2006,Sensors,Article,CHILD
"Hao, H.",The development of online doctor reviews in China: An analysis of the largest online doctor review website in China,2015,Journal of Medical Internet Research,Article,CHILD
"Herland, M., Khoshgoftaar, T.M., Wald, R.",A review of data mining using big data in health informatics,2014,Journal of Big Data,Article,CHILD
"Hou, T., Wang, J., Li, Y.",ADME evaluation in drug discovery. 8. The prediction of human intestinal absorption by a support vector machine,2007,Journal of Chemical Information and Modeling,Article,CHILD
"Hughes, B., Joshi, I., Wareham, J.",Health 2.0 and medicine 2.0: Tensions and controversies in the field,2008,Journal of Medical Internet Research,Review,CHILD
"Isern, D., Moreno, A., Sánchez, D., Hajnal, A., Pedone, G., Varga, L.Z.",Agent-based execution of personalised home care treatments,2011,Applied Intelligence,Article,CHILD
"Isern, D., Sánchez, D., Moreno, A.",HeCaSe2: A multi-agent ontology-driven guideline enactment engine,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Manyika, J., Chui, M., Brown, B., Bughin, J., Dobbs, R., Roxburgh, C., Byers, A.H.","Big data: The next frontier for innovation, competition, and productivity",2011,"Big Data: The Next Frontier for Innovation, Competition, and Productivity",Article,CHILD
"Jha, A.K., Ferris, T.G., Donelan, K., DesRoches, C., Shields, A., Rosenbaum, S., Blumenthal, D.",How common are electronic health records in the United States? A summary of the evidence,2006,Health Affairs,Article,CHILD
"Kaminker, J.S., Zhang, Y., Watanabe, C., Zhang, Z.",CanPredict: A computational tool for predicting cancer-associated missense mutations,2007,Nucleic Acids Research,Article,CHILD
"Karabatak, M., Ince, M.C.",An expert system for detection of breast cancer based on association rules and neural network,2009,Expert Systems with Applications,Article,CHILD
"Keleş, A., Keleş, A.",ESTDD: Expert system for thyroid diseases diagnosis,2008,Expert Systems with Applications,Article,CHILD
"Kitchin, R.","Big Data, new epistemologies and paradigm shifts",2014,Big Data and Society,Article,CHILD
"Kitchin, R.",The real-time city? Big data and smart urbanism,2014,GeoJournal,Article,CHILD
"Koh, H.C., Tan, G.",Data mining applications in healthcare,2011,Journal of Healthcare Information Management,Article,CHILD
"Kononenko, I.","Machine learning for medical diagnosis: History, state of the art and perspective",2001,Artificial Intelligence in Medicine,Article,CHILD
"Lanfranco, A.R., Castellanos, A.E., Desai, J.P., Meyers, W.C.",Robotic Surgery: A Current Perspective,2004,Annals of Surgery,Review,CHILD
"Lau, R.Y.K., Zhao, J.L., Chen, G., Guo, X.",Big data commerce,2016,Information and Management,Editorial,CHILD
"Leijdekkers, P., Gay, V.",Personal heart monitoring and rehabilitation system using smart phones,2006,"International Conference on Mobile Business, ICMB 2006",Conference Paper,CHILD
"Lukoianova, T.","Veracity roadmap: Is big data objective, truthful and credible?",2014,Advances in Classification Research Online,Conference Paper,CHILD
"Magoulas, G.D., Prentza, A.",Machine learning in medical applications,2001,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Maki, H., Ogawa, H., Matsuoka, S., Yonezawa, Y., Caldwell, W.M.",A daily living activity remote monitoring system for solitary elderly people,2011,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",Conference Paper,CHILD
"Menon, S., Sarkar, S.",Privacy and big data: Scalable approaches to sanitize large transactional databases for sharing,2016,MIS Quarterly,Article,CHILD
"Mohan, A., Bauer, D., Blough, D.M., Ahamad, M., Bamba, B., Krishnan, R., Liu, L., Mashima, D., Palanisamy, B.","A patient-centric, attribute-based, source-verifiable framework for health record sharing",2009,GIT CERCS Technical Report No. GIT-CERCS-09-11,Article,CHILD
"Moreno, A., Garbay, C.",Software agents in health care,2003,Artificial Intelligence in Medicine,Editorial,CHILD
"Nealon, J., Moreno, A.",Applications of Software Agent Technology in the Health Care domain,2003,Applications of Software Agent Technology in the Health Care Domain,Article,CHILD
"Novichkova, S., Egorov, S., Daraselia, N.","MedScan, a natural language processing engine for MEDLINE abstracts",2003,Bioinformatics,Article,CHILD
"Pramanik, M.I., Lau, R.Y.K., Yue, W.T.",A privacy preserving framework for big data in e-government,2016,"Pacific Asia Conference on Information Systems, PACIS 2016 - Proceedings",Conference Paper,CHILD
"Pramanik, M.I., Lau, R.Y.K., Yue, W.T., Ye, Y., Li, C.",Big data analytics for security and criminal investigations,2017,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,Review,CHILD
"Pramanik, M.I., Zhang, W., Lau, R.Y.K., Li, C.",A Framework for Criminal Network Analysis Using Big Data,2017,"Proceedings - 13th IEEE International Conference on E-Business Engineering, ICEBE 2016 - Including 12th Workshop on Service-Oriented Applications, Integration and Collaboration, SOAIC 2016",Conference Paper,CHILD
"Qin, H., Li, H., Zhao, X.",Development status of domestic and foreign smart city,2010,Global Presence,Article,CHILD
"Raghupathi, W., Raghupathi, V.",Big data analytics in healthcare: Promise and potential,2014,Health Information Science and Systems,Article,CHILD
"Raja, U., Mitchell, T., Day, T., Hardin, J.M.",Text mining in healthcare. Applications and opportunities.,2008,Journal of healthcare information management : JHIM,Article,CHILD
"Richard, N., Dojat, M., Garbay, C.",Automated segmentation of human brain MR images using a multi-agent approach,2004,Artificial Intelligence in Medicine,Article,CHILD
"Ritter, F., Boskamp, T., Homeyer, A., Laue, H., Schwier, M., Link, F., Peitgen, H.-O.",Medical image analysis,2011,IEEE Pulse,Article,CHILD
"Röcker, C., Ziefle, M., Holzinger, A.",From Computer Innovation to Human Integration: Current Trends and Challenges for Pervasive HealthTechnologies,2014,Pervasive Health,Article,CHILD
"Sakr, S., Elgammal, A.",Towards a Comprehensive Data Analytics Framework for Smart Healthcare Services,2016,Big Data Research,Article,CHILD
"Sakr, S., Liu, A., Fayoumi, A.G.",The family of mapreduce and large-scale data processing systems,2013,ACM Computing Surveys,Article,CHILD
"Solanas, A., Patsakis, C., Conti, M., Vlachos, I., Ramos, V., Falcone, F., Postolache, O., Perez-Martinez, P., Pietro, R., Perrea, D., Martinez-Balleste, A.",Smart health: A context-aware health paradigm within smart cities,2014,IEEE Communications Magazine,Article,CHILD
"Su, K., Li, J., Fu, H.",Smart city and the applications,2011,"2011 International Conference on Electronics, Communications and Control, ICECC 2011 - Proceedings",Conference Paper,CHILD
"Suryadevara, N.K., Mukhopadhyay, S.C.",Determining wellness through an ambient assisted living environment,2014,IEEE Intelligent Systems,Article,CHILD
"Tablado, A., Illarramendi, A., Bagüés, M.I., Bermúdez, J., Goñi, A.",An intelligent system for assisting elderly people,2005,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Tentori, M., Favela, J., Rodríguez, M.D.",Privacy-aware autonomous agents for pervasive healthcare,2006,IEEE Intelligent Systems,Review,CHILD
"Tolchinsky, P., Cortés, U., Modgil, S., Caballero, F., López-Navidad, A.",Increasing human-organ transplant availability: Argumentation-based agent deliberation,2006,IEEE Intelligent Systems,Review,CHILD
"Varshney, U.",Pervasive Healthcare,2003,Computer,Review,CHILD
"Varshney, U.",Pervasive healthcare and wireless health monitoring,2007,Mobile Networks and Applications,Article,CHILD
"Varshney, U.",Smart medication management system and multiple interventions for medication adherence,2013,Decision Support Systems,Article,CHILD
"Varshney, U.",Mobile health: Four emerging themes of research,2014,Decision Support Systems,Article,CHILD
"Webb, K., White, T.",Cell modeling using agent-based formalisms,2004,"Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS 2004",Conference Paper,CHILD
"Wimmer, H., Yoon, V.Y., Sugumaran, V.",A multi-agent system to support evidence based medicine and clinical decision making via data sharing and data privacy,2016,Decision Support Systems,Article,CHILD
"Wu, X., Zhu, X., Wu, G.-Q., Ding, W.",Data mining with big data,2014,IEEE Transactions on Knowledge and Data Engineering,Article,CHILD
"Yandell, M.D., Majoros, W.H.",Genomics and natural language processing,2002,Nature Reviews Genetics,Review,CHILD
"Yuan, S., Lai, X., Zhao, X., Xu, X., Zhang, L.",Distributed structural health monitoring system based on smart wireless sensor and multi-agent technology,2006,Smart Materials and Structures,Conference Paper,CHILD
"Zhan, C., Miller, M.R.","Excess Length of Stay, Charges, and Mortality Attributable to Medical Injuries during Hospitalization",2003,Journal of the American Medical Association,Article,CHILD
"Zhou, J., Xiong, W., Tian, Q., Qi, Y., Liu, J., Leow, W.K., Han, T., Venkatesh, S.K., Chang, S., Wang, S.",Semi-automatic segmentation of 3D liver tumors from CT scans using voxel classification and propagational learning,2008,Proceedings of MICCAI workshop,Article,CHILD
Reference Count: 81,,,,,
,,,,,
"Günther W.A., Rezazade Mehrizi M.H., Huysman M., Feldberg F.",Debating big data: A literature review on realizing value from big data,2017,Journal of Strategic Information Systems,Article,PARENT
"Aaltonen, A., Tempini, N.",Everything counts in large amounts: A critical realist case study on data-based production,2014,Journal of Information Technology,Article,CHILD
"Abbasi, A., Sarker, S., Chiang, R.H.L.",Big data research in information systems: Toward an inclusive research agenda,2016,Journal of the Association for Information Systems,Editorial,CHILD
"Agrawal, K.P.",Investigating the determinants of Big Data Analytics (BDA) adoption in asian emerging economies,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Alshboul, Y., Wang, Y., Nepali, R.K.",Big data lifecycle: Threats and security model,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Arnott, D., Pervan, G.",A critical analysis of decision support systems research revisited: The rise of design science,2014,Journal of Information Technology,Article,CHILD
"Baesens, B., Bapna, R., Marsden, J.R., Vanthienen, J., Zhao, J.L.",Transformational issues of big data and analytics in networked business,2014,MIS Quarterly: Management Information Systems,Editorial,CHILD
"Besson, P., Rowe, F.",Strategizing information systems-enabled organizational transformation: A transdisciplinary review and new directions,2012,Journal of Strategic Information Systems,Article,CHILD
"Bhimani, A.",Exploring big data's strategic consequences,2015,Journal of Information Technology,Note,CHILD
"Bholat, D.",Big Data and central banks,2015,Big Data and Society,Note,CHILD
"Boell, S.K., Cecez-Kecmanovic, D.",On being 'systematic' in literature reviews in IS,2015,Journal of Information Technology,Review,CHILD
"Brinkhues, R.A., Da Silva Freitas, J.C., Maçada, A.C.G.",Information Management Capability as competitive imperfection in the strategic factor market of Big Data,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Cao, G., Duan, Y.","A path model linking business analytics, data-driven culture, and competitive advantage",2014,ECIS 2014 Proceedings - 22nd European Conference on Information Systems,Conference Paper,CHILD
"Casadesus-Masanell, R., Ricart, J.E.",From strategy to business models and onto tactics,2010,Long Range Planning,Article,CHILD
"Cech, T.G., Spaulding, T.J., Cazier, J.A.",Applying business analytic methods to improve organizational performance in the public school system,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Chae, B.",A complexity theory approach to IT-enabled services (IESs) and service innovation: Business analytics as an illustration of IES,2014,Decision Support Systems,Article,CHILD
"Chasalow, L.C., Baker, E.W.",Factors contributing to Business Intelligence success: The impact of dynamic capabilities,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Chatfield, A.T., Reddick, C.G., Al-Zubaidi, W.H.A.",Capability challenges in transforming government through open and big data: Tales of two cities,2015,"2015 International Conference on Information Systems: Exploring the Information Frontier, ICIS 2015",Conference Paper,CHILD
"Chaudhuri, S., Dayal, U., Narasayya, V.",An overview of business intelligence technology,2011,Communications of the ACM,Review,CHILD
"Chen, H., Chiang, R.H.L., Storey, V.C.",Business intelligence and analytics: From big data to big impact,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Chen, D.Q., Preston, D.S., Swink, M.",How the use of big data analytics affects value creation in supply chain management,2015,Journal of Management Information Systems,Article,CHILD
"Clarke, R.","Big data, big risks",2016,Information Systems Journal,Article,CHILD
"Constantiou, I.D., Kallinikos, J.","New games, new rules: Big data and the changing context of strategy",2015,Journal of Information Technology,Article,CHILD
"Davenport, T.H.",Competing on analytics,2006,Harvard Business Review,Review,CHILD
"Davenport, T.H., Barth, P., Bean, R.",How 'big data' is different,2012,MIT Sloan Management Review,Article,CHILD
"Davenport, T.H., Kudyba, S.",Designing and developing analytics-based data products,2016,MIT Sloan Management Review,Note,CHILD
"Davern, M.J., Kauffman, R.J.",Discovering potential and realizing value from information technology investments,2000,Journal of Management Information Systems,Article,CHILD
"Dinter, B., Schieder, C., Gluchowski, P.",A stakeholder lens on metadata management in business intelligence and big data - Results of an empirical investigation,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Doz, Y.L., Kosonen, M.",Embedding strategic agility: A leadership agenda for accelerating business model renewal,2010,Long Range Planning,Article,CHILD
"Duan, Y., Cao, G.",An analysis of the impact of business analytics on innovation,2015,"23rd European Conference on Information Systems, ECIS 2015",Conference Paper,CHILD
"Ekbia, H., Mattioli, M., Kouper, I., Arave, G., Ghazinejad, A., Bowman, T., Suri, V.R., Tsou, A., Weingart, S., Sugimoto, C.R.","Big data, bigger dilemmas: A critical review",2015,Journal of the Association for Information Science and Technology,Review,CHILD
"Fichman, R.G., Dos Santos, B.L., Zheng, Z.",Digital innovation as a fundamental and powerful concept in the information systems curriculum,2014,MIS Quarterly: Management Information Systems,Review,CHILD
"Flyverbom, M.",Transparency: Mediation and the management of visibilities,2016,International Journal of Communication,Article,CHILD
"Fogarty, D., Bell, P.C.",Should Yo u Outsource Analytics?,2014,MIT Sloan Management Review,Article,CHILD
"Galliers, R.D.",A Manifesto for Information Management Research,1995,British Journal of Management,Article,CHILD
"Gao, J., Koronios, A., Selle, S.",Towards a process view on critical success factors in Big Data analytics projects,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"George, G., Haas, M.R., Pentland, A.",From the editors: Big data and management,2014,Academy of Management Journal,Review,CHILD
"Ghasemaghaei, M., Hassanein, K., Turel, O.",Impacts of big data analytics on organizations: A resource fit perspective,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Ghoshal, A., Larson, E.C., Subramanyam, R., Shaw, M.J.","The impact of business analytics strategy on social, mobile, and cloud computing adoption",2014,"35th International Conference on Information Systems ""Building a Better World Through Information Systems"", ICIS 2014",Conference Paper,CHILD
"Gillon, K., Aral, S., Lin, C.-Y., Mithas, S., Zozulia, M.",Business analytics: Radical shift or incremental change?,2014,Communications of the Association for Information Systems,Article,CHILD
"Goes, P.B.",Big data and is research,2014,MIS Quarterly,Article,CHILD
"Goes, P.B.",Big data - Analytics engine for digital transformation: Where is is?,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Greenaway, K.E., Chan, Y.E., Crossler, R.E.",Company information privacy orientation: A conceptual framework,2015,Information Systems Journal,Article,CHILD
"Hazen, B.T., Boone, C.A., Ezell, J.D., Jones-Farmer, L.A.","Data quality for data science, predictive analytics, and big data in supply chain management: An introduction to the problem and suggestions for research and applications",2014,International Journal of Production Economics,Article,CHILD
"Holsapple, C., Lee-Post, A., Pakath, R.",A unified foundation for business analytics,2014,Decision Support Systems,Article,CHILD
"Işik, Ö., Jones, M.C., Sidorova, A.",Business intelligence success: The roles of BI capabilities and decision environments,2013,Information and Management,Article,CHILD
"Jagadish, H.V., Gehrke, J., Labrinidis, A., Papakonstantinou, Y., Patel, J.M., Ramakrishnan, R., Shahabi, C.",Big data and its technical challenges,2014,Communications of the ACM,Review,CHILD
"Jarzabkowski, P., Spee, A.P.",Strategy-as-practice: A review and future directions for the field,2009,International Journal of Management Reviews,Article,CHILD
"Jia, L., Hall, D., Song, J.",The conceptualization of data-driven decision making capability,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Jiang, J., Gallupe, R.B.",Environmental scanning and business insight capability: The role of business analytics and knowledge integration,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",Conference Paper,CHILD
"Jones, O., Gatrell, C.",Editorial: The future of writing and reviewing for IJMR,2014,International Journal of Management Reviews,Editorial,CHILD
"Kallinikos, J., Constantiou, I.D.",Big data revisited: A rejoinder,2015,Journal of Information Technology,Article,CHILD
