Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Nour S., D’Costa A.P.",ICT Opportunities and Challenges for Development in the Arab Region,2019,"The New Economy in Development: ICT Challenges and Opportunities (Series of Technology, Globalization, and Development",,CHILD
"Oliner S.D., Sichel D.E.",The resurgence of growth in the late 1990s: Is information technology the story?,2000,Journal of Economic Perspectives,Review,CHILD
Piatkowski M.,"The contribution of ICT investment to economic growth and labor productivity in Poland, 1995-2000",2003,The Contribution of ICT Investment to Economic Growth and Labor Productivity in Poland 1995-2000,,CHILD
Pisciotta A.,Global trends in privatisation and liberalization,1997,"Telecom Reform: Principles, Policies and Regulatory Practices",,CHILD
Pritchard S.,How can so many businesses cope without computers,2006,Financial Times,,CHILD
"Remenyi D., Williams B.",Some aspects of methodology for research in information systems,1995,Journal of Information Technology,Article,CHILD
"Röller L.-H., Waverman L.",Telecommunications infrastructure and economic development: A simultaneous approach,2001,American Economic Review,Article,CHILD
"Shih E., Kraemer K.L., Dedrick J.",IT diffusion in developing countries,2008,Communications of the ACM,Article,CHILD
Shirazi F.,The contribution of ICT to freedom and democracy: An empirical analysis of archival data on the Middle East,2008,The Electronic Journal on Information Systems in Developing Countries,,CHILD
"Smith P.L., Wellenius B.",Mitigating regulatory risk in telecommunications,1999,Public Policy for the Private Sector,,CHILD
Reference Count: 25,,,,,
,,,,,
"Davis C.A., Jr., Fonseca F.",Considerations from the development of a local spatial data infrastructure,2011,Spatial Data Infrastructures in Context: North and South,Book Chapter,PARENT
"Borges K.A.V., Davis C.A., Laender A.H.F.",OMT-G: An object-oriented data model for geographic applications,2001,GeoInformatica,Article,CHILD
"Braa J., Monteiro E., Sahay S.",Networks of action: Sustainable health information systems across developing countries,2004,MIS Quarterly: Management Information Systems,Article,CHILD
"Davis C.A., Jr.",Geographical information interchange: The experience on standardization and cooperation in Minas Gerais state (in Portuguese),2002,Geographic Data: Aspects and perspectives,,CHILD
"Davis C.A., Jr., Zuppo C.A.",Updating urban geographic databases: Methodology and challenges,1995,Proceedings of GIS/LIS'95 Annual Conference and Exposition,,CHILD
"Fonseca F.T., Egenhofer M.J., Davis Jr. C.A., Borges K.A.V.",Ontologies and knowledge sharing in urban GIS,2000,"Computers, Environment and Urban Systems",Article,CHILD
"Fonseca F., Egenhofer M., Davis C., Câmara G.",Semantic granularity in ontology-driven geographic information systems,2002,Annals of Mathematics and Artificial Intelligence,Conference Paper,CHILD
Meinberg F.F.,Tools for the analysis of traffic accidents using GIS (in Portuguese),2003,Informática Pública,,CHILD
"Oliveira S.M., Sousa R.P., Davis C.A., Jr., Amaral F.M.",GIS in the definition of spatial reference units for Belo Horizonte’s urban quality of living indicator (in Portuguese),1996,EspaçoBH,,CHILD
"Pessanha J.E.M., Carvalho F.R.",Creation of an information system based on methods standardization for zoonosis control in the city of Belo Horizonte (in Portuguese),1999,Informática Pública,,CHILD
Sagasti F.,Knowledge and innovation for development: The sisyphus challenge of the 21st century,2004,Knowledge and Innovation for Development: The Sisyphus Challenge of the 21st Century,Book,CHILD
[No author name available],Knowledge for development,1999,Knowledge for Development,,CHILD
Reference Count: 11,,,,,
,,,,,
"Brown D.H., Thompson S.","Priorities, policies and practice of e-government in a developing country context: ICT infrastructure and diffusion in Jamaica",2011,European Journal of Information Systems,Article,PARENT
"Bekkers V., Homburg V.",The Myths of E-government: Looking beyond the assumptions of a new and better government,2007,Information Society,Article,CHILD
"Beynon-Davies P., Martin S.",Electronic local government and the modernisation agenda: Progress and prospects for public service improvement,2004,Local Government Studies,Article,CHILD
"Brown D.H., Lockett N.",Potential of critical e-applications for engaging SMEs in e-business: A provider perspective,2004,European Journal of Information Systems,Article,CHILD
"Bui T.X., Sankaran S., Sebastian I.M.",A framework for measuring national e-readiness,2003,International Journal of Electronic Business,,CHILD
"Chen Y.N., Chen H.M., Huang W., Ching R.K.H.",E-government strategies in developed and developing countries: An implementation framework and case study,2006,Journal of Global Information Management,Article,CHILD
Cordella A.,E-government: Towards the e-bureaucratic form?,2007,Journal of Information Technology,Article,CHILD
"DeLone W.H., McLean E.R.",The DeLone and McLean model of information systems success: A ten-year update,2003,Journal of Management Information Systems,Conference Paper,CHILD
"Dhillon G.S., Weerakkody V., Dwivedi Y.K.",Realising transformational stage e-government: A UK local authority perspective,2008,Electronic Government,Article,CHILD
Flyvbjerg B.,Five misunderstandings about case-study research,2006,Qualitative Inquiry,Article,CHILD
Fountain J.E.,Paradoxes of public sector customer service,2001,Governance,Article,CHILD
"Friedland R., Alford R.R.","Bringing society back in: Symbols, practices, and institutional contradictions",1991,The New Institutionalism in Organizational Analysis,,CHILD
"Gibbs J., Kraemer K.L., Dedrick J.",Environment and policy factors shaping e-commerce diffusion: A cross-country comparison,2002,UC Irvine: Center for Research on Information Technology and Organizations,,CHILD
Gilbert A.L.,A transaction costs model of international information technology transfers: The dynamics of intelligence and control,1992,The Global Issues of Information Technology Management,,CHILD
Hanna N.K.,Why national strategies are needed for ICT-enabled development,2003,Why national strategies are needed for ICT-enabled development,,CHILD
Heeks R.,Reinventing government in the information age,1999,Reinventing Government in the Information Age,,CHILD
Heeks R.,"Information systems and developing countries: Failure, success, and local improvisations",2002,Information Society,Article,CHILD
"Henriksen H.Z., Andersen K.V.",Diffusion of e-commerce in Denmark: An analysis of institutional intervention,2004,"Knowledge, Technology, and Policy",,CHILD
"Huang W., D'Ambra J., Bhalla V.",An empirical investigation of the adoption of egovernment in Australian citizens: Some unexpected research findings,2002,Journal of Computer Information Systems,Article,CHILD
"Irani Z., Love P.E.D., Jones S.",Learning lessons from evaluating eGovernment: Reflective case experiences that support transformational government,2008,Journal of Strategic Information Systems,Article,CHILD
Kallinikos J.,The Consequences of information: Institutional implications of technological Change,2006,The Consequences of Information: Institutional Implications of Technological Change,Book,CHILD
"King J.L., Gurbaxani V., Kraemer K.L., McFarlan F.W., Raman K.S., Yap C.S.",Institutional factors in information technology innovation,1994,Information Systems Research,Article,CHILD
"King J.L., Kraemer K.L.","Information infrastructure, national policy, and global competitiveness",1995,Information Infrastructure and Policy,,CHILD
"King S., Cotterill S.",Transformational Government? The role of information technology in delivering citizen-centric local public services,2007,Local Government Studies,Article,CHILD
Margetts H.,E-government in Britain - A decade on,2006,Parliamentary Affairs,Review,CHILD
Mason J.,Qualitative researching,1996,Qualitative Researching,,CHILD
Montealegre R.,A Temporal Model of Institutional Interventions for Information Technology Adoption in Less-Developed Countries,1999,Journal of Management Information Systems,Article,CHILD
"Norris D.F., Moon M.J.",Advancing E-government at the grassroots: Tortoise or hare¿,2005,Public Administration Review,Review,CHILD
"O'Donnell O., Boyle R., Timonen V.",Transformational aspects of e-Government in Ireland: Issues to be addressed,2003,Electronic Journal of e-Government,,CHILD
Rahman H.,e-Government readiness: From the design table to the grass roots,2007,ACM International Conference Proceeding Series,Conference Paper,CHILD
"Schware R., Deane A.","Deploying e-government programs: The strategic importance of ""I"" before ""E""",2003,Info,Article,CHILD
West D.M.,E-Government and the Transformation of Service Delivery and Citizen Attitudes,2004,Public Administration Review,Article,CHILD
Reference Count: 31,,,,,
,,,,,
"Islam M.S., Grönlund A.",Bangladesh calling: Farmers' technology use practices as a driver for development,2011,Information Technology for Development,Article,PARENT
"Andrade A.E.D., Urquhart C.",The value of extended networks: Social capital in an ICT intervention in rural Peru,2009,Information Technology for Development,Article,CHILD
"Barrantes R., Galperin H.",Can the poor afford mobile telephony? Evidence from Latin America,2008,Telecommunications Policy,Article,CHILD
Bayes A.,Infrastructure and rural development: Insights from a Grameen Bank village phone initiative in Bangladesh,2001,Agricultural Economics,Conference Paper,CHILD
"Cecchini S., Scott C.",Can information and communications technology applications contribute to poverty reduction? Lessons from rural India,2003,Information Technology for Development,Article,CHILD
Clayton E.,"Agriculture, poverty and freedom in developing countries.",1983,"Agriculture, poverty and freedom in developing countries.",Article,CHILD
van Crowder L.,Marketing information systems for small-scale farmers,1997,Information Development,Article,CHILD
"Demoussis M., Giannakopoulos N.",The dynamics of home computer ownership in Greece,2006,Information Economics and Policy,Article,CHILD
[No author name available],GDP: What is it all about?,2001,India: Equitymaster Agora Research Private Limited,,CHILD
Feder E.,Perverse Development,1983,Perverse Development,,CHILD
Garside B.,Village voice: Towards inclusive information technologies,2009,Village voice: towards inclusive information technologies. International Institute for Environment and Development,,CHILD
[No author name available],Using ICT for alleviation of poverty in Bangladesh,2005,Grameen Dialogue,,CHILD
Griffin K.,The green revolution: An economic analysis,1972,The Green Revolution: An Economic Analysis,,CHILD
"Islam M.S., Alwadhi S.",Sustainable rural IS implementation process for developing countries: Agriculture market information services (AMIS) in Bangladesh,2008,Proceedings of the 1st International Conference On M4D Mobile Communication Technology for Development,,CHILD
"Islam M.S., Grönlund Å.",Agriculture market information e-service in Bangladesh: A stakeholder-oriented case analysis,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Conference Paper,CHILD
"Jain A., Hundal B.S.",Factors influencing mobile services adoption in rural India,2007,Asia Pacific Journal of Rural Development,,CHILD
Joshi P.C.,"Poverty, land hunger and emerging class conflicts in rural India",1982,Rural Poverty and Agrarian Reform,,CHILD
"Khan A.R., Rochat R.W., Jahan F.A., Begum S.F.",Induced abortion in a rural area of Bangladesh.,1986,Studies in Family Planning,Article,CHILD
"Kwon Hyosun Stella, Chidambaram Laku",Test of the technology acceptance model. The case of cellular telephone adoption,2000,Proceedings of the Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Lipton M., Longhurst R.","Modern Varieties, International Agricultural Research and the Poor",1985,"Modern varieties, international agricultural research and the poor",,CHILD
"Mallorie E., Ashraf A.",Rural markets in the coastal char region,2005,,,CHILD
"Mathur A., Ambani D.",Ict and rural societies: Opportunities for growth,2005,International Information and Library Review,Article,CHILD
"Mokotjo W., Kalusopa T.",Evaluation of the Agricultural Information Service (AIS) in Lesotho,2010,International Journal of Information Management,Article,CHILD
"Muto M., Yamano T.",The Impact of Mobile Phone Coverage Expansion on Market Participation: Panel Data Evidence from Uganda,2009,World Development,Article,CHILD
Rao S.S.,Role of ICTs in India's rural community information systems,2004,Info,Article,CHILD
"Rice R.E., Katz J.E.","Comparing internet and mobile phone usage: Digital divides of usage, adoption, and dropouts",2003,Telecommunications Policy,Article,CHILD
Rigg J.,Land ownership and land tenure as measures of wealth and marginalisation: evidence from northeast Thailand,1988,Area,Article,CHILD
Sen A.K.,What is development about?,2000,Frontiers of Development Economics: The Future in Perspective,,CHILD
Shepherd A.W.,Making marketing information services relevant to farmers,2003,Journal on Agricultural Marketing,,CHILD
Economist T.,The real digital divide,2005,The Economist,,CHILD
Tripp R.,Agricultural technology policies for rural development,2001,Development Policy Review,Article,CHILD
"Walsham G., Sahay S.",Research on information systems in developing countries: Current landscape and future prospects,2006,Information Technology for Development,,CHILD
Reference Count: 31,,,,,
,,,,,
"Dewan S., Ganley D., Kraemer K.L.",Complementarities in the diffusion of personal computers and the internet: Implications for the global digital divide,2010,Information Systems Research,Article,PARENT
Balakrishnan N.,Information and communication technologies and the digital divide in the Third World countries,2001,Current Science,Article,CHILD
Bass F.M.,A new product growth model for consumer durables,1969,Management Science,,CHILD
Bayus B.L.,Forecasting sales of new contingent products: An application to the compact disc market,1987,The Journal of Product Innovation Management,Article,CHILD
"Bayus B.L., Kim N., Shocker A.D.",Growth models for multiproduct interactions: current status and new directions,2000,New-Product Diffusion Models,,CHILD
"Beilock R., Dimitrova D.V.",An exploratory model of inter-country Internet diffusion,2003,Telecommunications Policy,Article,CHILD
"Best M., Wilson E.J. III",The velocity of rebirth,2006,Inform. Tech. Internat. Development,,CHILD
"Bucklin L.P., Sengupta S.",The co-diffusion of complementary innovations: Supermarket scanners and UPC symbols,1993,The Journal of Product Innovation Management,Article,CHILD
"Caselli F., Coleman II W.J.",Cross-country technology diffusion: The case of computers,2001,American Economic Review,Article,CHILD
"Chandrasekaran D., Tellis G.J.",New product growth models in marketing: A critical review of models and findings,2005,Review of Marketing Research,,CHILD
"Chinn M.D., Fairlie R.W.",The determinants of the global digital divide: A cross-country analysis of computer and internet penetration,2007,Oxford Economic Papers,Article,CHILD
"Corrocher N., Ordanini A.",Measuring the digital divide: A framework for the analysis of cross-country differences,2002,Journal of Information Technology,Article,CHILD
"Danaher P.J., Hardie B.G.S., Putsis Jr. W.P.",Marketing-mix variables and the diffusion of successive generations of a technological innovation,2001,Journal of Marketing Research,Article,CHILD
"Dekimpe M.G., Parker P.M., Sarvary M.",Global diffusion of technological innovations: A coupled-hazard approach,2000,Journal of Marketing Research,Article,CHILD
"Dewan S., Kraemer K.L.",Information technology and productivity: Evidence from country-level data,2000,Management Science,Article,CHILD
"Dewan S., Riggins F.J.",The digital divide: Current and future research directions,2005,Journal of the Association for Information Systems,,CHILD
"Upton D.M., Fuller V.A.",The ITC e-Choupal Initiative,2004,The ITC eChoupal initiative,,CHILD
"Ganesh J., Kumar V., Subramaniam V.",Learning effect in multinational diffusion of consumer durables: An exploratory investigation,1997,Journal of the Academy of Marketing Science,,CHILD
"Gatignon H., Robertson T.S.",A propositional inventory for new diffusion research,1985,Journal of Consumer Research,,CHILD
Hargittai E.,Hurdles to information seeking: Spelling and typographical mistakes during users' online behavior,2006,Journal of the Association for Information Systems,,CHILD
"Helsen K., Jedidi K., DeSarbo W.S.",A new approach to country segmentation utilizing multinational diffusion patterns,1993,Journal of Marketing,,CHILD
"Islam T., Meade N.",The Diffusion of Successive Generations of a Technology: A More General Model,1997,Technological Forecasting and Social Change,Article,CHILD
James J.,Low-cost information technology in developing countries: Current opportunities and emerging possibilities,2002,Habitat International,Article,CHILD
"Kiiski S., Pohjola M.",Cross-country diffusion of the Internet,2002,Information Economics and Policy,Article,CHILD
"Kim N., Chang D.R., Shocker A.D.",Modeling intercategory and generational dynamics for a growing information technology industry,2000,Management Science,Article,CHILD
"Kumar R., Best M.",Social impact and diffusion of telecenter use: A study from the sustainable access in rural India project,2006,Journal of Community Informatics,,CHILD
"Kumar V., Ganesh J., Echambadi R.",Cross-national diffusion research: what do we know and how certain are we?,1998,Journal of Product Innovation Management,Article,CHILD
"Mahajan V., Muller E.","Timing, diffusion, and substitution of successive generations of technological innovations: The IBM mainframe case",1996,Technological Forecasting and Social Change,Article,CHILD
"Mahajan V., Peterson R.A.",Innovation diffusion in a dynamic potential adopter population,1978,Management Science,,CHILD
"Mahajan V., Muller E., Bass F.M.",New product diffusion models in marketing: A review and directions for research,1990,Journal of Marketing,,CHILD
"Norton J.A., Bass F.M.",A diffusion theory model of adoption and substitution for successive generations of high-technology products,1987,Management Science,,CHILD
"Oxley J.E., Yeung B.",E-Commerce readiness: Institutional environment and international competitiveness,2001,Journal of International Business Studies,Article,CHILD
"Parker G.G., Van Alstyne M.W.",Two-sided network effects: A theory of information product design,2005,Management Science,Review,CHILD
"Peterson R.A., Mahajan V.",Multi-product growth models,1978,Research in Marketing,,CHILD
"Quibria M.G., Ahmed S.N., Tschang T., Reyes-Macasaquit M.-L.",Digital divide: Determinants and policies with special reference to Asia,2003,Journal of Asian Economics,Article,CHILD
"Rai Arun, Ravichandran T., Samaddar Subhashish",How to anticipate the Internet's global diffusion,1998,Communications of the ACM,Article,CHILD
"Robinson Bruce, Lakhani Chet",DYNAMIC PRICE MODELS FOR NEW-PRODUCT PLANNING.,1975,Management Science,Article,CHILD
"Rochet J.-C., Tirole J.",Platform competition in two-sided markets,2003,Journal of the European Economic Association,Article,CHILD
"Takada H., Jain D.",Cross-national analysis of diffusion of consumer durable goods in pacific rim countries,1991,Journal of Marketing,,CHILD
"Teng J.T.C., Grover V., Güttler W.",Information technology innovations: General diffusion patterns and its relationships to innovation characteristics,2002,IEEE Transactions on Engineering Management,Article,CHILD
Van Den Bulte C.,New product diffusion acceleration: Measurement and analysis,2000,Marketing Science,Article,CHILD
"Van Den Bulte C., Lilien G.L.",Bias and systematic change in the parameter estimates of macro-level diffusion models,1997,Marketing Science,Article,CHILD
[No author name available],World Development Indicators on CD-ROM,2000,World Development Indicators on CD-ROM,,CHILD
Reference Count: 42,,,,,
,,,,,
Maldonado E.,The process of introducing FLOSS in the public administration: The case of Venezuela,2010,Journal of the Association for Information Systems,Article,PARENT
"Agarwal R., Tanniru M., Wilemon D.",Assimilating information technology innovations: Strategies and moderating influences,1997,IEEE Transactions on Engineering Management,Article,CHILD
Ball S.,"What is policy? Texts, trajectories and toolboxes",1994,Education Reform: A Critical and Post-Structural Approach,,CHILD
Borins S.,Innovations in Government,2008,"Innovations in Government: Research, Recognition, and Replication",,CHILD
Creswell J.W.,Qualitative inquiry and research design: Choosing among five traditions,1998,Qualitative Inquiry and Research Design: Choosing Among Five Traditions,,CHILD
"Davis F.D., Bagozzi R.P., Warshaw P.R.",User acceptance of computer technology: A comparison of two theoretical models,1989,Management Science,,CHILD
Farazmand A.,Innovation in Strategic Human Resource Management: Building Capacity in the Age of Globalization,2004,Public Organization Review,,CHILD
"Fichman R.G., Kemerer C.F.",The assimilation of software process innovations: An organizational learning perspective,1997,Management Science,Review,CHILD
Frederickson H.G.,The repositioning of American public administration,1999,PS - Political Science and Politics,Review,CHILD
Gallivan M.J.,Organizational Adoption and Assimilation of Complex Technological Innovations: Development and Application of a New Framework,2001,Data Base for Advances in Information Systems,Article,CHILD
Heeks R.,"Information systems and developing countries: Failure, success, and local improvisations",2002,Information Society,Article,CHILD
"Kraemer K.L., Perry J.L.",Innovation and computing in the public sector: Areviewof research,1999,"Knowledge, Technology, and Policy",,CHILD
Lewis J.A.,Government open source policies,0000,Government Open Source Policies,,CHILD
Lowi T.,Decision making vs. policy making: Toward an antidote for technocracy,1970,Public Administration Review,,CHILD
Mason J.,Qualitative researching,1996,Qualitative Researching,,CHILD
Orlikowski W.J.,CASE tools as organizational change: Investigating incremental and radical changes in systems development,1993,MIS Quarterly: Management Information Systems,Article,CHILD
"Perry J.L., Kraemer K.L., Dunkle D., King J.",Motivations to Innovate in Public Organizations,1991,National Public Management Research Conference,,CHILD
"Strauss A., Corbin J.",Grounded theory methodology: An overview,1998,Strategies of Qualitative Inquiry,,CHILD
"Walsham G., Sahay S.",Research on information systems in developing countries: Current landscape and future prospects,2006,Information Technology for Development,,CHILD
"Zaltman G., Duncan R., Holbek J.",Innovations and organizations,1973,Innovations and Organizations,,CHILD
Zucker L.G.,Institutional theories of organization.,1987,Annual review of sociology. Vol. 13,Article,CHILD
Reference Count: 20,,,,,
,,,,,
"Ngwenyama O., Morawczynski O.",Factors affecting ICT expansion in emerging economies: An analysis of ICT infrastructure expansion in five Latin American countries,2009,Information Technology for Development,Article,PARENT
"Aduwa-Ogiegbaen S.E., Iyamu E.O.S.",Using information and communication technology in secondary schools in Nigeria: Problems and prospects,2005,Educational Technology and Society,Review,CHILD
Antonelli C.,The digital divide: Understanding the economics of new information and communication technology in the global economy,2003,Information Economics and Policy,Article,CHILD
"Birdsall N., Nellis J.",Winners and losers: Assessing the distributional impact of privatization,2003,World Development,Article,CHILD
Bogetoft P.,DEA-based yardstick competition: The optimality of best practice regulation,1997,Annals of Operations Research,Article,CHILD
Bollou F.,ICT Infrastructure expansion in Sub-Saharan Africa: An analysis of six West African Countries from 1995 to 2002,2006,Electronic Journal of Information Systems in Developing Countries,,CHILD
"Bowlin W.F., Charnes A., Cooper W.W., Sherman H.D.",Data envelopment analysis and regression approaches to efficiency estimation and evaluation,1984,Annals of Operations Research,Article,CHILD
"Celler B.G., Lovell N.H., Basilakis J.",Using information technology to improve the management of chronic disease,2003,Medical Journal of Australia,Review,CHILD
"Carayannis E.G., Sagi J.",Exploiting opportunities of the new economy: Developing nations in support of the ICT industry,2002,Technovation,Article,CHILD
"Charnes A., Cooper W.W., Rhodes E.",Measuring the efficiency of decision making units,1978,European Journal of Operational Research,Article,CHILD
"Charnes A., Cooper W.W., Rhodes E.",Evaluating program and managerial efficiency: An application of data envelopment analysis to program follow through,1981,Management Science,,CHILD
"Chen Y., Zhu J.",Measuring information technology's indirect impact on firm performance,2004,Information Technology and Management,,CHILD
Colle R.D.,Building ICT4D capacity in and by African universities,2005,International Journal of Education and Development Using Information and Communication Technology (IJEDICT),,CHILD
"Colombo M.G., Mosconi R.",Complementarity and cumulative learning effects in the early diffusion of multiple technologies,1995,Journal of Industrial Economics,,CHILD
"Cronin F.J., Parker E.B., Colleran E.K., Gold M.A.",Telecommunications infrastructure investment and economic development,1993,Telecommunications Policy,Article,CHILD
"Estache A., Perelman S., Trujillo L.",Infrastructure performance and reform in developing and transition economies: Evidence from a survey of productivity measures,2005,World Bank Policy Research Working Paper 3514,,CHILD
Roberto Evaristo J.,The impact of privatization on organizational information needs:Lessons from the Brazilian Telecommunications Holding Company,1998,Information Technology & People,Article,CHILD
"Feder G., Slade R.",The acquisition of information and the adoption of new technology,1984,American Journal of Agricultural Economics,Article,CHILD
Fielding D.,Health and wealth: A structural model of social and economic development,2002,Review of Development Economics,Article,CHILD
"Gasmi F., Laffont J.J., Sharkey W.W.","Competition, universal service and telecommunications policy in developing countries",2000,Information Economics and Policy,Conference Paper,CHILD
"Gutierrez L.H., Berg S.",Telecommunications liberalization and regulatory governance: Lessons from Latin America,2000,Telecommunications Policy,Article,CHILD
"Henderson J., Dicken P., Hess M., Coe N., Wai-Chung Yeung H.",Global production networks and the analysis of economic development,2002,Review of International Political Economy,Article,CHILD
"Hoskisson R.E., Eden L., Lau C.M., Wright M.",Strategy in emerging economies,2000,Academy of Management Journal,Article,CHILD
[No author name available],Measuring ICT for social and economic development,2006,Measuring ICT for Social and Economic Development,,CHILD
Jain P.,Empowering Africa's development using ICT in a knowledge management approach,2006,Electronic Library,Review,CHILD
"Jalava J., Pohjola M.",Economic growth in the New Economy: Evidence from advanced economies,2002,Information Economics and Policy,Article,CHILD
Kankaanranta M.,International perspectives on the pedagogically innovative uses of technology,2005,Human Technology,,CHILD
Kessides C.,The contributions of infrastructure to economic development: a review of experience and policy implications,1993,World Bank Discussion Papers,Article,CHILD
Kneller R.,"Frontier technology, absorptive capacity and distance",2005,Oxford Bulletin of Economics and Statistics,Article,CHILD
Lall S.,Promoting Technology Development: The Role of Technology Transfer and Indigenous Effort,1993,Third World Quarterly,Article,CHILD
Lamberton D.M.,An information infrastructure for development,2001,Prometheus (United Kingdom),Article,CHILD
"Adam L., Wood F.",Investigation of the impact of information and communication technologies in sub-Saharan Africa,1999,Journal of Information Science,Article,CHILD
Madon S.,The Internet and socio-economic development: Exploring the interaction,2000,Information Technology & People,Article,CHILD
"McDonald J.F., Moffitt R.A.",The uses of tobit analysis,1980,Review of Economics and Statistics,,CHILD
"Meso P., Datta P., Mbarlka V.",Moderating information and communication technologies' influences on socioeconomic development with good governance: A study of the developing countries,2006,Journal of the American Society for Information Science and Technology,Article,CHILD
Montealegre R.,A Temporal Model of Institutional Interventions for Information Technology Adoption in Less-Developed Countries,1999,Journal of Management Information Systems,Article,CHILD
Munnell A.H.,Infrastructure investment and economic growth,1992,Journal of Economic Perspectives,,CHILD
"Hanna N., Guy K., Arnold E.",The Diffusion of Information Technology: Experience of Industrial Countries and Lessons for Developing Countries,1995,The Diffusion of Information Technology: Experience of Industrial Countries and Lessons for Developing Countries,,CHILD
"Ngwenyama O., Andoh-Baidoo F.K., Bollou F., Morawczynski O.","Is there a relationship between ICT, health, education and development? An empirical analysis of five West African countries from 1997-2003",2006,Electronic Journal of Information Systems in Developing Countries,,CHILD
Nwagwu W.,Deficits in the visibility of African scientists: implications for developing information and communication technology (ICT) capacity,2005,"World Review of Science, Technology and Sustainable Development",Article,CHILD
Papageorgiou C.,"Technology adoption, human capital, and growth theory",2002,Review of Development Economics,Article,CHILD
Papageorgiou C.,Distinguishing between the effects of primary and post-primary education on economic growth,2003,Review of Development Economics,Article,CHILD
"Parente S.L., Prescott E.C.",Barriers to technology adoption and development,1994,Journal of Political Economy,Article,CHILD
Pohjola M.,The New Economy in growth and development,2002,Oxford Review of Economic Policy,Article,CHILD
Pohjola M.,The adoption and diffusion of ICT across countries: Patterns and determinants,2003,The New Economy Handbook,,CHILD
"Rahm M.R., Huffman W.E.",The adoption of reduced tillage: The role of human capital and other variables,1984,American Journal of Agricultural Economics,,CHILD
Rauch J.E.,"Bureaucracy, infrastructure, and economic growth: Evidence from U.S. cities during the progressive era",1995,American Economic Review,,CHILD
"Röller L.-H., Waverman L.",Telecommunications infrastructure and economic development: A simultaneous approach,2001,American Economic Review,Article,CHILD
"Ros A.J., Banerjee A.",Telecommunications privatization and tariff rebalancing: Evidence from Latin America,2000,Telecommunications Policy,Article,CHILD
"Strang D., Meyer J.W.",Institutional conditions for diffusion,1993,Theory and Society,Article,CHILD
Tamura R.,Human capital and the switch from agriculture to industry,2002,Journal of Economic Dynamics and Control,Article,CHILD
"Von Lubitz D., Wickramasinghe N.",Healthcare and technology: The doctrine of networkcentric healthcare,2006,International Journal of Electronic Healthcare,Review,CHILD
"Wang C.H., Gopal R.D., Zionts S.",Use of Data Envelopment Analysis in assessing Information Technology impact on firm performance,1997,Annals of Operations Research,Article,CHILD
"Werthner H., Klein S.",ICT and the changing landscape of global tourism distribution,1999,Electronic Markets,,CHILD
Wozniak G.D.,The adoption of interrelated innovations: A human capital approach,1984,Review of Economics and Statistics,,CHILD
Wozniak G.D.,"Human capital, information, and the early adoption of new technology",1987,Journal of Human Resources,,CHILD
