Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Grasmick H.G., Bryjak G.J.",The deterrent effect of perceived severity of punishment,1980,Social Forces,,CHILD
"Grasmick H.G., Bursik R.J.","Conscience, significant others, and rational choice: Extending the deterrence model",1990,Law and Society Review,,CHILD
Green D.E.,Measures of illegal behavior in individual-level deterrence research,1989,Journal of Research in Crime and Delinquency,Article,CHILD
Greenberg J.,Employee Theft as a Reaction to Underpayment Inequity: The Hidden Cost of Pay Cuts,1990,Journal of Applied Psychology,Article,CHILD
Harrington S.J.,The effect of codes of ethics and personal denial of responsibility on computer abuse judgments and intentions,1996,MIS Quarterly: Management Information Systems,Article,CHILD
Hollinger R.C.,Neutralizing in the workplace: An empirical analysis of property theft and production deviance,1991,Deviant Behavior,Article,CHILD
"Jarvis C.B., Mackenzie S.B., Podsakoff P.M., Giliatt N., Mee J.F.",A Critical Review of Construct Indicators and Measurement Model Misspecification in Marketing and Consumer Research,2003,Journal of Consumer Research,Review,CHILD
Jasso G.,Factorial survey methods for studying beliefs and judgments,2006,Sociological Methods and Research,Article,CHILD
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K",An integrative study of information systems security effectiveness,2003,International Journal of Information Management,Article,CHILD
"KLEPPER S., NAGIN D.",THE DETERRENT EFFECT OF PERCEIVED CERTAINTY AND SEVERITY OF PUNISHMENT REVISITED,1989,Criminology,Article,CHILD
Kohlberg L.,Stage and sequence: The cognitive-developmental approach to socialization,1969,Handbook of Socialization Theory and Research,,CHILD
"Wong C.-S., Law K.S.",Multidimensional constructs in structural equation analysis: An illustration using the job perception and job satisfaction constructs,1999,Journal of Management,Article,CHILD
Lim V.K.G.,"The IT way of loafing on the job: Cyberloafing, neutralizing and organizational justice",2002,Journal of Organizational Behavior,Article,CHILD
"MacKenzie S.B., Podsakoff P.M., Jarvis C.B.",The problem of measurement model misspecification in behavioral and organizational research and some recommended solutions,2005,Journal of Applied Psychology,Review,CHILD
"Malhotra N.K., Kim S.S., Agarwal J.","Internet users' information privacy concerns (IUIPC): The construct, the scale, and a causal model",2004,Information Systems Research,Review,CHILD
"Marcoulides G.A., Saunders C.",PLS: A silver bullet?,2006,MIS Quarterly: Management Information Systems,Review,CHILD
"Maruna S., Copes H.",What have we learned from five decades of neutralization research?,2005,Crime and Justice,Review,CHILD
"Mathieson K., Peacock E., Chin W.W.",Extending the Technology Acceptance Model: The Influence of Perceived User Resources,2001,Data Base for Advances in Information Systems,Article,CHILD
Minor W.W.,Techniques of Neutralization: A Reconceptualization and Empirical Examination,1981,Journal of Research in Crime and Delinquency,Article,CHILD
"Moores T.T., Chang J.C.-J.",Ethical decision making in software piracy: Initial development and test of a four-component model,2006,MIS Quarterly: Management Information Systems,Article,CHILD
"O'Fallon M.J., Butterfield K.D.",A review of the empirical ethical decision-making literature: 1996-2003,2005,Journal of Business Ethics,Article,CHILD
"Paternoster R., Saltzman L.E., Chiricos T.G., Waldo G.P.",Perceived risk and deterrence: Methodological artifacts in perceptual deterrence research,1982,Journal of Criminal Law and Criminology,Article,CHILD
"Paternoster R., Simpson S.",A rational choice theory of corporate crime,1993,Advances in Criminological Theory: Routine Activity and Rational Choice,,CHILD
"Paternoster R., Simpson S.",Sanction threats and appeals to morality: Testing a rational choice model of corporate crime,1996,Law and Society Review,Article,CHILD
Pershing J.L.,To snitch or not to snitch? Applying the concept of neutralization techniques to the enforcement of occupational misconduct,2003,Sociological Perspectives,Review,CHILD
"Piquero N.L., Tibbetts S.G., Blankenship M.B.",Examining the role of differential association and techniques of neutralization in explaining corporate crime,2005,Deviant Behavior,Review,CHILD
"Pratt T.C., Cullen F.T.",The empirical status of Gottfredson and Hirschi's general theory of crime: A meta-analysis,2000,Criminology,Article,CHILD
"Priest T.B., McGrath J.H., III",TECHNIQUES OF NEUTRALIZATION: YOUNG ADULT MARIJUANA SMOKERS,1970,Criminology,Article,CHILD
Puhakainen P.,A Design Theory for Information Security Awareness,2006,A Design Theory for Information Security Awareness,,CHILD
"Robinson S.L., Kraatz M.S.",Constructing the reality of normative behavior: The use of neutralization strategies by organizational deviants,1998,Dysfunctional Behavior in Organizations,,CHILD
"Rogers J.W., Buffalo M.D.",Neutralization techniques: Toward a simplified measurement scale,1974,Sociological Perspectives,Article,CHILD
"Siponen M., Pahnila S., Mahmood A.",Employees' adherence to information security policies: An empirical study,2007,IFIP International Federation for Information Processing,Conference Paper,CHILD
"Stanton J.M., Stam K.R., Mastrangelo P., Jolton J.",Analysis of end user security behaviors,2005,Computers and Security,Article,CHILD
Straub D.W.,Validating instruments in MIS research,1989,MIS Quarterly: Management Information Systems,Article,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Straub D., Boudreau M.-C., Gefen D.",Validation guidelines for IS positivist research,2004,Communications of the Association for Information Systems,,CHILD
"Straub D.W., Carlson P.J., Jones E.H.",Deterring cheating by student programmers: A field experiment in computer security,1993,Journal of Management Systems,,CHILD
"Straub D., Karahanna E.",Knowledge Worker Communications and Recipient Availability: Toward a Task Closure Explanation of Media Choice,1998,Organization Science,Article,CHILD
"Straub D.W., Nance W.D.",Discovering and disciplining computer abuse in organizations: A field study,1990,MIS Quarterly,,CHILD
"Straub D.W., Welke R.J.",Coping with systems risk: Security planning models for management decision making,1998,MIS Quarterly: Management Information Systems,Article,CHILD
"Sykes G.M., Matza D.",Techniques of neutralization: A theory of delinquency,1957,American Sociological Review,,CHILD
Tangney J.P.,Shame and guilt in interpersonal relationships,1995,"Self-conscious Emotions: The Psychology of Shame, Guilt, Embarrassment, and Pride",,CHILD
Thurman Q.C.,Deviance and the neutralization of moral commitment: An empirical analysis,1984,Deviant Behavior,Article,CHILD
"THURMAN Q.C., JOHN C.ST., RIGGS L.",Neutralization and Tax Evasion: How Effective Would a Moral Appeal Be in Improving Compliance to Tax Laws?,1984,Law & Policy,Article,CHILD
Tibbetts S.G.,Shame and rational choice in offending decisions,1997,Criminal Justice and Behavior,Article,CHILD
"Vroom C., Von Solms R.",Towards information security behavioural compliance,2004,Computers and Security,Article,CHILD
Weber J.,"Scenarios in business ethics research: Review, critical assessment, and recommendations",1992,Business Ethics Quarterly,,CHILD
Wood C.C.,Policies for deterring computer abuse,1982,Computers and Security,Article,CHILD
Reference Count: 67,,,,,
,,,,,
"D'Arcy J., Hovav A.",Does one size fit all? Examining the differential effects of IS security countermeasures,2009,Journal of Business Ethics,Article,PARENT
"Anderson J.C., Gerbing D.W.",Structural Equation Modeling in Practice: A Review and Recommended Two-Step Approach,1988,Psychological Bulletin,Article,CHILD
"Bachman R., Paternoster R., Ward S.",The rationality of sexual offending: Testing a deterrence/rational choice conception of sexual assault,1992,Law and Society Review,,CHILD
"Banerjee D., Cronan T.P., Jones T.W.",Modeling IT ethics: A study in situational ethics,1998,MIS Quarterly: Management Information Systems,Article,CHILD
Chau P.Y.K.,Influence of computer attitude and self-efficacy on IT usage behavior,2001,Journal of End User Computing,Article,CHILD
Chin W.W.,The partial least squares approach to structural equation modeling,1998,Modern Methods for Business Research,,CHILD
"Chin W.W., Marcelin B.L., Newsted P.R.",A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and an electronic-mail emotion/adoption study,2003,Information Systems Research,Article,CHILD
"Compeau D.R., Higgins C.A.",Computer self-efficacy: Development of a measure and initial test,1995,MIS Quarterly: Management Information Systems,Article,CHILD
"D'Arcy J., Hovav A.",Towards a best fit between organizational security countermeasures and information systems misuse behaviors,2007,Journal of Information System Security,,CHILD
Dhillon G.,Managing and controlling computer misuse,1999,Information Management and Computer Security,Article,CHILD
"Finch J.H., Furnell S.M., Dowland P.S.",Assessing IT security culture: System administrator and end-user,2003,"Proc. ISOneWorld Conf., Las Vegas, NV",,CHILD
"Fornell C., Larcker D.F.",Evaluating structural equation models with unobservable variables and measurement error,1981,Journal of Marketing Research,,CHILD
"Gattiker U.E., Kelley H.",Morality and Computers: Attitudes and Differences in Moral Judgments,1999,Information Systems Research,Article,CHILD
"Gefen D., Straub D.",A practical guide to factorial validity using PLS-graph: Tutorial and annotated example,2005,Communications of the Association for Information Systems,,CHILD
"Gopal R.D., Sanders G.L.",Preventive and deterrent controls for software piracy,1997,Journal of Management Information Systems,Article,CHILD
Harrington S.J.,The effect of codes of ethics and personal denial of responsibility on computer abuse judgments and intentions,1996,MIS Quarterly: Management Information Systems,Article,CHILD
"Heath C., Tversky A.",Preference and belief: Ambiguity and competence in choice under uncertainty,1991,Journal of Risk and Uncertainty,Article,CHILD
"Hoffer J.A., Straub D.W.",The 9 to 5 underground: Are you policing computer crimes?,1989,Sloan Management Review,,CHILD
"Hollinger R.C., Clark J.P.","Deterrence in the workplace: perceived certainty, perceived severity, and employee theft.",1983,Social forces; a scientific medium of social study and interpretation,Article,CHILD
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K",An integrative study of information systems security effectiveness,2003,International Journal of Information Management,Article,CHILD
"Kreie J., Cronan T.P.",How Men and Women View Ethics,1998,Communications of the ACM,Article,CHILD
"Krueger N., Jr., Dickson P.R.",How Believing in Ourselves Increases Risk Taking: Perceived Self‐Efficacy and Opportunity Recognition,1994,Decision Sciences,Article,CHILD
"Lee S.M., Lee S.-G., Yoo S.",An integrative model of computer abuse based on social control and general deterrence theories,2004,Information and Management,Article,CHILD
"Leonard L.N.K., Cronan T.P.","Illegal, inappropriate, and unethical behavior in an information technology context: A study to explain influences",2001,Journal of the Association for Information Systems,,CHILD
"Hsu Meng Hsiang, Lin Tung-Ching, Kuo Feng-Yang, Sun Pei-Cheng",Intention model-based study of software piracy,1999,Proceedings of the Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Loch K.D., Conger S.",Evaluating Ethical Decision Making and Computer Use,1996,Communications of the ACM,Article,CHILD
"Magklaras G.B., Furnell S.M., Brooke P.J.",Towards an insider threat prediction specification language,2006,Information Management and Computer Security,Article,CHILD
"Mann R.E., Smart R.G., Stoduto G., Adlaf E.M., Vingilis E., Beirness D., Lamble R., Asbridge M.",The effects of drinking-driving laws: A test of the differential deterrence hypothesis,2003,Addiction,Article,CHILD
"Mann S., Varey R., Button W.",An exploration of the emotional impact of tele-working via computer-mediated communication,2000,Journal of Managerial Psychology,Article,CHILD
Pearlson K.E.,There's no place like home: Managing telecommuting paradoxes,2001,Academy of Management Executive,Article,CHILD
Potter E.E.,"Telecommuting: The future of work, corporate culture, and American society",2003,Journal of Labor Research,Conference Paper,CHILD
"Sacco V.F., Zureik E.",Correlates of computer misuse: Data from a self-reporting sample,1990,Behaviour and Information Technology,Article,CHILD
"Sheppard B.H., Hartwick J., Warshaw P.R.",The theory of reasoned action: A meta-analysis of past research with recommendations for modifications and future research,1988,Journal of Consumer Research,,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Tenbrunsel A.E., Messick D.M.","Sanctioning systems, decision frames, and cooperation",1999,Administrative Science Quarterly,Article,CHILD
"Watad M.M., Disanzo F.J.",Case study: The synergism of telecommuting and office automation,2000,Sloan Management Review,,CHILD
"Weaver F.M., Carroll J.S.",Crime perceptions in a natural setting by expert and novice shoplifters,1985,Social Psychology Quarterly,,CHILD
Whitman M.E.,Enemy at the gate: Threats to information security,2003,Communications of the ACM,Review,CHILD
"Wiesenfeld B.M., Raghuram S., Garud R.",Communication Patterns as Determinants of Organizational Identification in a Virtual Organization,1999,Organization Science,Article,CHILD
Williams K.R.,Social sources of marital violence and deterrence: Testing an integrated theory of assaults between partners,1992,Journal of Marriage and the Family,,CHILD
Wyatt G.,Risk-taking and risk-avoiding behavior: The impact of some dispositional and situational variables,1990,Journal of Psychology: Interdisciplinary and Applied,Article,CHILD
Zimbardo P.G.,"The human choice: Individuation, reason, and order versus deindividuation, impulse, and chaos",1969,Nebraska Symposium on Motivation,,CHILD
Reference Count: 41,,,,,
,,,,,
"Herath T., Rao H.R.","Encouraging information security behaviors in organizations: Role of penalties, pressures and perceived effectiveness",2009,Decision Support Systems,Article,PARENT
Albrechtsen E.,A qualitative study of users' view on information security,2007,Computers and Security,Article,CHILD
"Ardichvili A., Page V., Wentling T.",Motivation and barriers to participation in virtual knowledge-sharing communities of practice,2003,Journal of Knowledge Management,Article,CHILD
"Bénabou R., Tirole J.",Intrinsic and extrinsic motivation,2003,Review of Economic Studies,Article,CHILD
"Bennett C.J., Regan P.M.",Editorial: Surveillance and mobilities,2003,Surveillance and Society,Editorial,CHILD
Bernheim B.D.,A theory of conformity,1994,Journal of Political Economy,,CHILD
Bøhren Ø.,The agent's ethics in the principal-agent model,1998,Journal of Business Ethics,Review,CHILD
"Bollen K., Lennox R.",Conventional Wisdom on Measurement: A Structural Equation Perspective,1991,Psychological Bulletin,Article,CHILD
"Brekke K.A., Kverndokk S., Nyborg K.",An economic model of moral motivation,2003,Journal of Public Economics,Article,CHILD
Brennan M.J.,"Incentives, rationality, and society",1994,Journal of Applied Corporate Finance,,CHILD
"Cialdini R.B., Reno R.R., Kallgren C.A.",A Focus Theory of Normative Conduct: Recycling the Concept of Norms to Reduce Littering in Public Places,1990,Journal of Personality and Social Psychology,Article,CHILD
Cronbach L.J.,Test validation,1971,Educational Measurement,,CHILD
"Davis J.H., Schoorman F.D., Donaldson L.",Toward a stewardship theory of management,1997,Academy of Management Review,Article,CHILD
"Dhillon G., Backhouse J.",Current directions in IS security research: Towards socio-organizational perspectives,2001,Information Systems Journal,,CHILD
"Dhillon G., Torkzadeh G.",Value-focused assessment of information system security in organizations,2006,Information Systems Journal,Article,CHILD
"Dinev T., Goo J., Hu Q., Nam K.",User Behavior Toward Preventive Technologies-Cultural Differences Between the United States and South Korea,2009,Information Systems Journal,,CHILD
"Doty D.H., Glick W.H.",Common methods bias: Does common methods variance really bias results?,1998,Organizational Research Methods,Article,CHILD
Ehrlich I.,"Crime, Punishment, and the Market for Offenses",1996,Journal of Economic Perspectives,Article,CHILD
Eisenhardt Kathleen M.,CONTROL: ORGANIZATIONAL AND ECONOMIC APPROACHES.,1985,Management Science,Article,CHILD
Eisenhardt K.M.,Agency theory: An assessment and review,1989,Academy of Management Review,,CHILD
"Fernández-Medina E., Trujillo J., Villarroel R., Piattini M.",Access control and audit model for the multidimensional modeling of data warehouses,2006,Decision Support Systems,Article,CHILD
"Finch J., Furnell S., Dowland P.",Assessing IT security culture: System administrator and end-user perspectives,2003,Proceedings of ISOneWorld 2003 Conference and Convention,,CHILD
"Frank J., Shamir B., Briggs W.",Security-related behavior of PC users in organizations,1991,Information and Management,Article,CHILD
Garoupa N.,Corporate criminal law and organization incentives: A managerial perspective,2000,Managerial and Decision Economics,Article,CHILD
"Gefen D., Straub D.",A practical guide to factorial validity using PLS-graph: Tutorial and annotated example,2005,Communications of the Association for Information Systems,,CHILD
"Gupta A., Zhdanov D.",Role of performance incentives in compliance with information security policies,2006,Presented at Conference on Information Systems and Technology,,CHILD
"Hamill J.T., Deckro R.F., Kloeber Jr. J.M.",Evaluating information assurance strategies,2005,Decision Support Systems,Article,CHILD
"Hollinger R.C., Clark J.P.","Deterrence in the workplace: perceived certainty, perceived severity, and employee theft.",1983,Social forces; a scientific medium of social study and interpretation,Article,CHILD
"Kankanhalli A., Teo H.-H, Tan B.C.Y., Wei K.-K",An integrative study of information systems security effectiveness,2003,International Journal of Information Management,Article,CHILD
"Karahanna E., Straub D.W., Chervany N.L.",Information technology adoption across time: A cross-sectional comparison of pre-adoption and post-adoption beliefs,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Knapp K.J., Marshall T.E., Rainer R.K., Ford F.N.",Managerial dimensions in information security: A theoretical model of organizational effectiveness,2005,Managerial dimensions in information security: A theoretical model of organizational effectiveness,,CHILD
Kohn A.,Why incentive plans cannot work,1993,Harvard Business Review,,CHILD
Kreps D.M.,The interaction between norms and economic incentives,1997,AEA Papers and Proceedings,,CHILD
"Loch K.D., Conger S., Oz E.","Ownership, privacy and monitoring in the workplace: A debate on technology and ethics",1998,Journal of Business Ethics,Review,CHILD
"Ma Q., Pearson J.M.",ISO 17799: Best practices in information security management?,2005,Communications of the Association for Information Systems,,CHILD
"Mishra S., Dhillon G.",Information systems security governance research: A behavioral perspective,2006,"1st Annual Symposium on Information Assurance, Academic Track of 9th Annual NYS Cyber Security Conference",,CHILD
Murdock K.,Intrinsic motivation and optimal incentive contracts,2002,RAND Journal of Economics,Article,CHILD
Oliver P.,Rewards and punishments as selective incentives for collective action: Theoretical investigations,1980,American Journal of Sociology,,CHILD
"Pahnila S., Siponen M., Mahmood A.",Employees' behavior towards IS security policy compliance,2007,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Pavlou P.A., Huigang L., Yajiong X.",Understanding and mitigating uncertainty in online exchange relationships: A principal-agent perspective,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Peace A.G., Galletta D.F., Thong J.Y.L.",Software piracy in the workplace: A model and empirical test,2003,Journal of Management Information Systems,Article,CHILD
"Petter S., Straub D., Rai A.",Specifying formative constructs in information systems research,2007,MIS Quarterly: Management Information Systems,Article,CHILD
"Podsakoff P.M., MacKenzie S.B., Lee J.-Y., Podsakoff N.P.",Common Method Biases in Behavioral Research: A Critical Review of the Literature and Recommended Remedies,2003,Journal of Applied Psychology,Review,CHILD
"Post G.V., Kagan A.",Evaluating information security tradeoffs: Restricting access can interfere with user tasks,2007,Computers and Security,Article,CHILD
"Posthumus S., Von Solms R.",A framework for the governance of information security,2004,Computers and Security,Article,CHILD
Ajzen I.,The theory of planned behavior,1991,Organizational Behavior and Human Decision Processes,Article,CHILD
Siponen M.T.,Conceptual foundation for organizational information security awareness,2000,Information Management and Computer Security,Article,CHILD
"Stanton J.M., Stam K.R., Mastrangelo P., Jolton J.",Analysis of end user security behaviors,2005,Computers and Security,Article,CHILD
Straub Jr. D.W.,Effective IS security: An empirical study,1990,Information Systems Research,Article,CHILD
"Sutinen J.G., Kuperan K.",A socio-economic theory of regulatory compliance,1999,International Journal of Social Economics,Article,CHILD
"Theoharidou M., Kokolakis S., Karyda M., Kiountouzis E.",The insider threat to information systems and the effectiveness of ISO17799,2005,Computers and Security,Article,CHILD
"Venkatesh V., Brown S.A.",A longitudinal investigation of personal computers in homes: Adoption determinants and emerging challenges,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Venkatesh V., Morris M.G., Davis G.B., Davis F.D.",User acceptance of information technology: Toward a unified view,2003,MIS Quarterly: Management Information Systems,Article,CHILD
"Vroblefski M., Chen A., Shao B., Swinarski M.",Managing user relationships in hierarchies for information system security,2007,Decision Support Systems,Article,CHILD
"Vroom C., Von Solms R.",Towards information security behavioural compliance,2004,Computers and Security,Article,CHILD
"McLure Wasko M., Faraj S.","""It is what one does"": Why people participate and help others in electronic communities of practice",2000,Journal of Strategic Information Systems,Article,CHILD
Reference Count: 55,,,,,
,,,,,
"Zhang L., Smith W.W., McDowell W.C.","Examining digital piracy: Self-control, punishment, and self-efficacy",2009,Information Resources Management Journal,Article,PARENT
Adams J.S.,Towards an understanding of inequity,1963,Journal of Abnormal and Social Psychology,Article,CHILD
"Al-Rafee S., Cronan T.P.",Digital piracy: Factors that influence attitude toward behavior,2006,Journal of Business Ethics,Article,CHILD
Bandura A.,Health promotion from the perspective of social cognitive theory,1998,Psychology and Health,Article,CHILD
