Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
Galliers R.D.,Reflections on information systems strategizing,2004,"The Social Study of Information and Communication Technology: Innovation, Actors, and Contexts",,CHILD
"Hackney R., Little S.",Opportunistic strategy formulation for is/it planning,1999,European Journal of Information Systems,Article,CHILD
"Hansen R., Sia S.K.",Hummel's digital transformation toward omnichannel retailing: Key lessons learned,2015,MIS Quarterly Executive,Article,CHILD
"Henderson J.C., Venkatraman N.",Strategic alignment: leveraging information technology for transforming organizations,1993,IBM Systems Journal,Article,CHILD
"Henfridsson O., Bygstad B.",The generative mechanisms of digital infrastructure evolution,2013,MIS Quarterly: Management Information Systems,Article,CHILD
"Henfridsson O., Lind M.","Information systems strategizing, organizational sub-communities, and the emergence of a sustainability strategy",2014,Journal of Strategic Information Systems,Article,CHILD
"Hess T., Benlian A., Matt C., Wiesböck F.",Options for formulating a digital transformation strategy,2016,MIS Quarterly Executive,Article,CHILD
Horton K.S.,"Strategy, practice, and the dynamics of power",2003,Journal of Business Research,Article,CHILD
Jarzabkowski P.,Strategy as practice: An activity-based approach,2005,Strategy as Practice: An Activity-Based Approach,Book,CHILD
"Johnson G., Melin L., Whittington R.",Micro strategy and strategizing: Towards an activity-based view,2003,Journal of Management Studies,,CHILD
"Keutel M., Michalik B., Richter J.",Towards mindful case study research in IS: A critical analysis of the past ten years,2014,European Journal of Information Systems,Review,CHILD
"Klein H.K., Myers M.D.",A set of principles for conducting and evaluating interpretive field studies in information systems,1999,MIS Quarterly: Management Information Systems,Article,CHILD
"Lucas Jr. H.C., Goh J.M.",Disruptive technology: How Kodak missed the digital photography revolution,2009,Journal of Strategic Information Systems,Article,CHILD
"Marabelli M., Galliers R.D.",A reflection on information systems strategizing: the role of power and everyday practices,2016,Inf. Syst. J.,,CHILD
"Matt C., Hess T., Benlian A.",Digital Transformation Strategies,2015,Business and Information Systems Engineering,Note,CHILD
"Merali Y., Papadopoulos T., Nadkarni T.","Information systems strategy: Past, present, future?",2012,Journal of Strategic Information Systems,Article,CHILD
Mintzberg H.,Patterns in strategy formation,1978,Management Science,,CHILD
"Mintzberg H., Waters J.A.","Of strategies, deliberate and emergent",1985,Strategic Management Journal,Article,CHILD
"Peppard J., Galliers R.D., Thorogood A.",Information systems strategy as practice: Micro strategy and strategizing for IS,2014,Journal of Strategic Information Systems,Editorial,CHILD
Pettigrew A.M.,CONTEXT AND ACTION IN THE TRANSFORMATION OF THE FIRM,1987,Journal of Management Studies,Article,CHILD
Pettigrew A.M.,Longitudinal field research on change: Theory and practice,1990,Organization Science,,CHILD
Pettigrew A.M.,The character and significance of strategy process research,1992,Strategic Management Journal,Article,CHILD
"Piccinini E., Hanelt A., Gregory R.W., Kolbe L.M.",Transforming industrial business: The impact of digital transformation on automotive organizations,2015,"2015 International Conference on Information Systems: Exploring the Information Frontier, ICIS 2015",Conference Paper,CHILD
"Porter M.E., Heppelmann J.E.","How smart, connected products are transforming competition",2014,Harvard Business Review,Note,CHILD
"Ross J.W., Sebastian I.M., Beath C., Mocker M., Moloney K.G., Fonstad N.O.",Designing and executing digital strategies,2016,"2016 International Conference on Information Systems, ICIS 2016",Conference Paper,CHILD
"Van Grembergen W., De Haes S.",Enterprise governance of information technology: Achieving strategic alignment and value,2009,Enterprise Governance of Information Technology: Achieving Strategic Alignment and Value,Book,CHILD
"Veit D., Clemons E., Benlian A., Buxmann P., Hess T., Kundisch D., Leimeister J.M., Loos P., Spann M.",Business models: An information systems research agenda,2014,Business and Information  Systems Engineering,Article,CHILD
Venkatraman N.,IT-enabled business transformation: From automation to business scope redefinition,1994,Sloan Management Review,,CHILD
"Waema T.M., Walsham G.",Information Systems strategy formulation,1990,Information and Management,Article,CHILD
Walsham G.,The emergence of interpretivism in IS research,1995,Information Systems Research,Article,CHILD
Walsham G.,Interpretive case studies in IS research: Nature and method,1995,European Journal of Information Systems,Article,CHILD
Walsham G.,Doing interpretive research,2006,European Journal of Information Systems,Article,CHILD
"Walsham G., Han C.K.",Information systems strategy formation and implementation: The case of a central government agency,1993,"Accounting, Management and Information Technologies",Article,CHILD
"Walsham G., Waema T.",Information Systems Strategy and Implementation: A Case Study of a Building Society,1994,ACM Transactions on Information Systems (TOIS),Article,CHILD
Ward J.M.,Information systems strategy: Quo vadis?,2012,Journal of Strategic Information Systems,Article,CHILD
"Westerman G., Bonnet D., McAfee A.",The nine elements of digital transformation,2014,MIT Sloan Management Review,,CHILD
Whittington R.,Strategy as practice,1996,Long Range Planning,Conference Paper,CHILD
"Yoo Y., Boland R.J., Lyytinen K., Majchrzak A.",Organizing for innovation in the digitized world,2012,Organization Science,Article,CHILD
"Yoo Y., Henfridsson O., Lyytinen K.",The new organizing logic of digital innovation: An agenda for information systems research,2010,Information Systems Research,Article,CHILD
Reference Count: 47,,,,,
,,,,,
"Goeken M., Schoo K., Rischbeck T., Gräff U., Albayrak C.A., Puchan J., Braun B., Walser K., Thielscher J.",StratIT – a framework describing the contents of it strategies. Background and approach,2017,AMCIS 2017 - America's Conference on Information Systems: A Tradition of Innovation,Conference Paper,PARENT
Albayrak C.A.,IT Strategien planen und umsetzen,2008,Der IT Manager,,CHILD
"Avison D., Jones J., Powell P., Wilson D.",Using and validating the strategic alignment model,2004,Journal of Strategic Information Systems,Article,CHILD
Bartenschlager J.,Implementing it strategy - laying a foundation,2011,Implementing IT strategy – laying a foundation,,CHILD
"Bartenschlager J., Goeken M.",Designing artifacts of IT strategy for achieving business/IT-alignment,2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",Conference Paper,CHILD
"Bartenschlager J., Goeken M.",IT strategy implementation framework - Bridging enterprise architecture and IT governance,2010,"16th Americas Conference on Information Systems 2010, AMCIS 2010",Conference Paper,CHILD
Borghoff T.,The Role of ICT in the Globalization of Firms,2011,Journal of Modern Accounting and Auditing,,CHILD
"Conrath D.W., Ang J.K., Mattay S.",Strategic planning for information systems: A survey of Canadian organizations,1992,INFOR,,CHILD
"Das S.R., Zahra S.A., Warkentin M.E.",Integrating the content and process of strategic MIS planning with competitive strategy,1991,Decision Sciences,,CHILD
"Drnevich P.L., Croson D.C.",Information technology and business-level strategy: Toward an integrated theoretical perspective,2013,MIS Quarterly: Management Information Systems,Article,CHILD
Earl M.J.,Integrating IS and the organization: A framework of organizational fit,1996,Information Management: The Organizational Dimension,,CHILD
Earl M.J.,Every business is an information business,2000,Mastering Information Management,,CHILD
Frank U.,Towards a pluralistic conception of research methods in information systems research,2006,Towards a Pluralistic Conception of Research Methods in Information Systems Research,,CHILD
Frank U.,Ein Vorschlag zur Konfiguration von Forschungsmethoden in der Wirtschaftsinformatik,2007,Wissenschaftstheoretische Fundierung und wissenschaftliche Orientierung der Wirtschaftsinformatik,,CHILD
Galliers R.D.,"Strategic information systems planning: Myths, reality and guidelines for successful implementation",1991,European Journal of Information Systems,,CHILD
"Galliers R.D., Merali Y., Spearing L.",Coping with information technology? How British executives perceive the key information systems management issues in the mid-1990s,1994,Journal of Information Technology,Article,CHILD
"Gallivan Michael J., Oh Wonseok",Analyzing IT outsourcing relationships as alliances among multiple clients and vendors,1999,Proceedings of the Hawaii International Conference on System Sciences,Conference Paper,CHILD
"Ghawe A.S., Brohman K.",CIO leadership characteristics and styles,2016,AMCIS 2016: Surfing the IT Innovation Wave - 22nd Americas Conference on Information Systems,Conference Paper,CHILD
Gottschalk P.,Implementation predictors of strategic information systems plans,1999,Information and Management,Article,CHILD
"Henderson J.C., Venkatraman N.",Strategic alignment: leveraging information technology for transforming organizations,1993,IBM Systems Journal,Article,CHILD
"Hess T., Benlian A., Matt C., Wiesböck F.",Options for formulating a digital transformation strategy,2016,MIS Quarterly Executive,Article,CHILD
"Hevner A.R., March S.T., Park J., Ram S.",Design science in information systems research,2004,MIS Quarterly: Management Information Systems,Article,CHILD
"Lederer A.L., Salmela H.",Toward a theory of strategic information systems planning,1996,Journal of Strategic Information Systems,Article,CHILD
"Luftman J., McLean E.R.",Key issues for IT executives,2004,MIS Quarterly Executive,,CHILD
"Melville N., Kraemer K., Gurbaxani V.",Review: Information technology and organizational performance: An integrative model of it business value,2004,MIS Quarterly: Management Information Systems,Review,CHILD
"Merali Y., Papadopoulos T., Nadkarni T.","Information systems strategy: Past, present, future?",2012,Journal of Strategic Information Systems,Article,CHILD
"Peffers K., Tuunanen T., Rothenberger M.A., Chatterjee S.",A design science research methodology for information systems research,2007,Journal of Management Information Systems,Article,CHILD
"Smits M.T., Van Der Poel K.G., Ribbers P.M.A.",Assessment of information strategies in insurance companies in the Netherlands,1997,Journal of Strategic Information Systems,Article,CHILD
Tallon P.P.,Does IT pay to focus? An analysis of IT business value under single and multi-focused business strategies,2007,Journal of Strategic Information Systems,Article,CHILD
"Teo T.S.H., Ang J.S.K.",An examination of major IS planning problems,2001,International Journal of Information Management,Article,CHILD
"Teubner R.A., Pellengahr A.R., Mocker M.",The IT strategy divide: Professional practice and academic debate,2012,ERCIS Working Paper No 12,,CHILD
"Brancheau J.C., Wetherbe J.C.",Key issues in information systems management,1987,MIS Quarterly: Management Information Systems,Article,CHILD
"Weiss J.W., Anderson D., Jr.","CIOs and IT professionals as change agents, risk and stakeholder managers: A field study",2003,"Proceedings of the 36th Annual Hawaii International Conference on System Sciences, HICSS 2003",Conference Paper,CHILD
Reference Count: 32,,,,,
,,,,,
"Sebastian I.M., Moloney K.G., Ross J.W., Fonstad N.O., Beath C., Mocker M.",How big old companies navigate digital transformation,2017,MIS Quarterly Executive,Article,PARENT
"Peppard J., Ward J.",Beyond strategic information systems: Towards an IS capability,2004,Journal of Strategic Information Systems,Article,CHILD
"Chen D.Q., Mocker M., Preston D.S., Teubner A.","Information systems strategy: Reconceptualization, measurement, and implications",2010,MIS Quarterly: Management Information Systems,Article,CHILD
Goldsmith J.,"""An Interview with George Halvorson: The Kaiser Permanente Renaissance, and Health Reform's Unfinished Business,""",2014,"An Interview with George Halvorson: The Kaiser Permanente Renaissance, and Health Reform's Unfinished Business",,CHILD
"Porter M.E., Heppelmann J.E.","How smart, connected products are transforming companies",2015,Harvard Business Review,Note,CHILD
"Porter M.E., Heppelmann J.E.","How smart, connected products are transforming competition",2014,Harvard Business Review,Note,CHILD
"Bradley R.V., Pratt R.M.E., Byrd T.A., Simmons L.L.",The role of enterprise architecture in the quest for IT value,2011,MIS Quarterly Executive,Article,CHILD
"Tamm T., Seddon P.B., Shanks G., Reynolds P., Frampton K.M.",How an Australian retailer enabled business transformation through enterprise architecture,2015,MIS Quarterly Executive,Article,CHILD
"Venkatesh V., Bala H., Venkatraman S., Bates J.",Enterprise architecture maturity: The story of the veterans health administration,2007,MIS Quarterly Executive,,CHILD
Reference Count: 8,,,,,
,,,,,
"Chan Y.E., Denford J.S., Jin J.Y.",Competing Through Knowledge and Information Systems Strategies: A Study of Small and Medium-Sized Firms,2016,Journal of Information and Knowledge Management,Article,PARENT
"Adams G.L., Lamont B.T.",Knowledge management systems and developing sustainable competitive advantage,2003,Journal of Knowledge Management,Article,CHILD
Al-Ammary J.,The strategic alignment between knowledge management and information systems strategy: The impact of contextual and cultural factors,2014,Journal of Information and Knowledge Management,Article,CHILD
"Amit R., Schoemaker P.J.H.",Strategic assets and organizational rent,1993,Strategic Management Journal,Article,CHILD
April K.A.,Guidelines for developing a k-strategy,2002,Journal of Knowledge Management,Article,CHILD
"Argote L., McEvily B., Reagans R.",Managing knowledge in organizations: An integrative framework and review of emerging themes,2003,Management Science,Article,CHILD
Barney J.B.,"Strategic factor markets: Expectations, luck, and business strategy",1986,Management Science,,CHILD
Barney J.,Firm Resources and Sustained Competitive Advantage,1991,Journal of Management,Article,CHILD
"Bergeron F., Raymond L., Rivard S.",Ideal patterns of strategic alignment and business performance,2004,Information and Management,Article,CHILD
Bharadwaj A.S.,A resource-based perspective on information technology capability and firm performance: An empirical investigation,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Bierly P., Chakrabarti A.",Generic knowledge strategies in the U.S. pharmaceutical industry,1996,Strategic Management Journal,Article,CHILD
"Bierly III P.E., Daly P.S.","Alternative knowledge strategies, competitive environment, and organizational performance in small manufacturing firms",2007,Entrepreneurship: Theory and Practice,Article,CHILD
"Blili S., Raymond L.",Information technology: Threats and opportunities for small and medium-sized enterprises,1993,International Journal of Information Management,Article,CHILD
"Boudreau M.-C., Gefen D., Straub D.W.",Validation in information systems research: A state-of-the-art assessment,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Caldeira M.M., Ward J.M.",Using resource-based theory to interpret the successful adoption and use of information systems and technology in manufacturing small and medium-sized enterprises,2003,European Journal of Information Systems,Article,CHILD
"Carmines E.G., Zeller R.A.",Reliability and validity assessment,1979,Reliability and Validity Assessment,,CHILD
"Mitch Casselman R., Samson D.",Aligning knowledge strategy and knowledge capabilities,2007,Technology Analysis and Strategic Management,Article,CHILD
"Cepeda G., Vera D.",Dynamic capabilities and operational capabilities: A knowledge management perspective,2007,Journal of Business Research,Article,CHILD
"Chan Y.E., Huff S.L.",Investigating information systems strategic alignment,1993,Proceedings of the 14th International Conference on Information Systems,,CHILD
"Chan Y.E., Reich B.H.",IT alignment: What have we learned?,2007,Journal of Information Technology,Article,CHILD
"Chan Y.E., Sabherwal R., Thatcher J.B.",Antecedents and outcomes of strategic IS alignment: An empirical investigation,2006,IEEE Transactions on Engineering Management,Article,CHILD
"Chao C.-A., Chandra A.",Impact of owner's knowledge of information technology (IT) on strategic alignment and IT adoption in US small firms,2012,Journal of Small Business and Enterprise Development,Article,CHILD
"Chen D.Q., Mocker M., Preston D.S., Teubner A.","Information systems strategy: Reconceptualization, measurement, and implications",2010,MIS Quarterly: Management Information Systems,Article,CHILD
"Chu S.K.W., Chan K.H., Yu K.Y., Ng H.T., Wong W.K.",An empirical study of the impact of intellectual capital on business performance,2011,Journal of Information and Knowledge Management,Article,CHILD
Churchill G.A.,A paradigm for developing better measures of marketing constructs,1979,Journal of Marketing Research,,CHILD
"Cohen W.M., Levinthal D.A.",Absorptive capacity: A new perspective on learning and innovation,1990,Administrative Science Quarterly,,CHILD
Conner K.R.,A Historical Comparison of Resource-Based Theory and Five Schools of Thought Within Industrial Organization Economics: Do We Have a New Theory of the Firm?,1991,Journal of Management,Article,CHILD
"Cragg P.B., King M.",Small-firm computing: Motivators and inhibitors,1993,MIS Quarterly,,CHILD
Deshpandé R.,From market research use to market knowledge management,2001,Using Market Knowledge,,CHILD
"Dess G.G., Ireland R.D., Hitt M.A.",Industry Effects and Strategic Management Research,1990,Journal of Management,Article,CHILD
"Diamantopoulos A., Siguaw J.A.",Formative versus reflective indicators in organizational measure development: A comparison and empirical illustration,2006,British Journal of Management,Article,CHILD
"Dierickx I., Cool K.",Asset stock accumulation and sustainability of competitive advantage,1989,Management Science,,CHILD
"Dipasquale J., McInerney C.R.",Knowledge management in small- and medium-sized enterprises,2010,Journal of Information and Knowledge Management,Article,CHILD
"Drnevich P.L., Kriauciunas A.P.",Clarifying the conditions and limits of the contributions of ordinary and dynamic capabilities to relative firm performance,2011,Strategic Management Journal,Article,CHILD
Dougherty D.,Interpretive barriers to successful product innovation in large firms,1992,Organization Science,,CHILD
"Dougherty D., Barnard H., Dunne D.",Exploring the everyday dynamics of dynamic capabilities,2004,3rd Annual MIT/UCI Knowledge and Organizations Conference,,CHILD
"Drazin R., Van De Ven A.H.",Alternative forms of fit in contingency theory,1985,Administrative Science Quarterly,,CHILD
"Duhan S., Levy M., Powell P.",Information systems strategies in knowledge-based SMEs: The role of core competencies,2001,European Journal of Information Systems,Article,CHILD
Earl M.,Knowledge management strategies: Toward a taxonomy,2001,Journal of Management Information Systems,Article,CHILD
"Easterby-Smith M., Prieto I.M.",Dynamic capabilities and knowledge management: An integrative role for learning?,2008,British Journal of Management,Review,CHILD
"Eisenhardt K.M., Martin J.A.",Dynamic capabilities: What are they?,2000,Strategic Management Journal,Article,CHILD
Fiol C.M.,Revisiting an identity-based view of sustainable competitive advantage,2001,Journal of Management,Article,CHILD
Fleming L.,Recombinant uncertainty in technological search,2001,Management Science,Article,CHILD
Friesl M.,Knowledge Acquisition Strategies and Company Performance in Young High Technology Companies,2012,British Journal of Management,Article,CHILD
"Galunic D.C., Rodan S.",Resource recombinations in the firm: knowledge structures and the potential for schumpeterian innovation,1998,Strategic Management Journal,Article,CHILD
"Garud R., Nayyar P.R.",Transformative capacity: Continual structuring by intertemporal technology transfer,1994,Strategic Management Journal,Article,CHILD
"Gold A.H., Malhotra A., Segars A.H.",Knowledge management: An organizational capabilities perspective,2001,Journal of Management Information Systems,Article,CHILD
"Goodhue D., Lewis W., Thompson R.",Statistical power in analyzing interaction effects: Questioning the advantage of PLS with product indicators,2007,Information Systems Research,Article,CHILD
Grant R.M.,Prospering in Dynamically-competitive Environments: Organizational Capability as Knowledge Integration,1996,Organization Science,Article,CHILD
Grant R.M.,Toward a knowledge-based theory of the firm,1996,Strategic Management Journal,Article,CHILD
"Green G., Liu L., Qi B.",Knowledge-based management information systems for the effective business performance of SMEs,2009,Journal of International Technology and Information Management,,CHILD
Gresty M.,What role do information systems play in the knowledge management activities of SMEs?,2013,Business Information Review,Article,CHILD
Hall R.,The strategic analysis of intangible resources,1992,Strategic Management Journal,Article,CHILD
"Hargadon A., Sutton R.I.",Technology brokering and innovation in a product development firm,1997,Administrative Science Quarterly,Article,CHILD
Helfat C.E.,Know-how and asset complementarity and dynamic capability accumulation: The case of R&D,1997,Strategic Management Journal,Article,CHILD
"Helfat C.E., Winter S.G.",Untangling dynamic and operational capabilities: Strategy for the (N)ever-changing world,2011,Strategic Management Journal,Article,CHILD
"Henderson R.M., Clark K.B.",Architectural innovation: The reconfiguration of existing product technologies and the failure of established firms,1990,Administrative Science Quarterly,,CHILD
"Hoopes D.G., Postrel S.","Shared knowledge, ""glitches"" and product development performance",1999,Strategic Management Journal,Article,CHILD
